,Code,Close_ratio
967,79370,4.212697076
968,120030,-45.59341947
969,95570,17.04466862
970,73560,-29.32523457
971,182360,
972,5950,30.08387349
973,4960,21.99789174
974,260660,-118.1226372
975,1780,45.01408904
976,9270,-41.35478427
977,33637K,-82.97855705
978,241820,62.38746363
979,100790,37.39186629
980,118990,2.780391669
981,100250,-28.77840482
982,5389,12.87054558
983,52420,7.877551116
984,60230,-50.86600232
985,117580,-15.6251158
986,131030,-66.64898104
987,14470,-1.373543292
988,39570,3.585779828
989,44490,
990,27710,3.770130974
991,42420,14.45147412
992,110990,-9.979889562
993,46140,-22.71539853
994,1460,13.18348051
995,120240,-15.77962175
996,8700,1.242548148
997,222040,6.933253657
998,7160,27.03622767
999,148250,-92.61575733
1000,4250,-31.10055458
1001,34810,51.33554455
1002,2450,-26.2826354
1003,263600,-68.63064475
1004,41460,-6.739727096
1005,227950,-43.3368874
1006,241710,-17.73259673
1007,128820,7.890188627
1008,3960,11.8237037
1009,65130,-50.56339626
1010,3160,11.93323948
1011,223250,-145.3980814
1012,90470,-91.88049383
1013,4150,-10.79744037
1014,35150,16.7936404
1015,277880,-21.0265401
1016,158430,-110.3086818
1017,131400,-59.063225
1018,390,35.60732519
1019,185490,54.89498127
1020,241770,-87.79522683
1021,214330,23.79367569
1022,102280,-0.13179304
1023,3460,-31.21114398
1024,2900,28.68194399
1025,320,-11.45003981
1026,24090,-16.28249074
1027,93230,54.02804382
1028,33560,-31.44532038
1029,46210,-14.8238018
1030,73640,-45.61334515
1031,290380,-65.6826868
1032,520,-71.13085558
1033,138580,15.30935253
1034,211270,21.71602044
1035,99750,-3.752754167
1036,9190,-26.7542057
1037,4650,-64.02024346
1038,152550,-92.3345463
1039,1070,8.240919656
1040,305090,-23.19016863
1041,5740,-25.98814038
1042,52670,-117.6814003
1043,100090,65.70834867
1044,144620,-3.927320843
1045,72870,-20.94451451
1046,28513K,-29.79550815
1047,5990,-35.38334401
1048,14570,-68.65160602
1049,8040,-3.858862489
1050,4840,-29.94401559
1051,14990,-143.3067972
1052,78000,-68.83368361
1053,43220,-3.297843768
1054,43370,18.74929135
1055,8970,-3.949768654
1056,57030,-46.16070883
1057,23600,22.63579718
1058,33530,23.85970638
1059,68790,-9.632917778
1060,187870,24.35637526
1061,353810,8.733902542
1062,89470,-0.139238934
1063,205100,-35.55171865
1064,2460,-19.6185201
1065,9320,-65.39282695
1066,4060,-22.2989577
1067,60240,-20.49898555
1068,297890,-13.88790232
1069,35620,-86.14407907
1070,206560,6.513085859
1071,9470,16.05616593
1072,312610,-17.53476566
1073,14970,-59.7426391
1074,252500,-128.9560516
1075,58610,19.97368564
1076,900250,-90.04456407
1077,33320,-33.4032527
1078,1340,31.25686046
1079,7330,19.81143878
1080,33240,48.86958389
1081,96775,15.07592035
1082,134380,-15.23163193
1083,100840,-20.97237977
1084,42510,3.426229628
1085,9460,-27.00018795
1086,93920,-41.95351731
1087,241690,-26.08402986
1088,39340,-5.474038632
1089,64240,-71.17300596
1090,137950,18.90929894
1091,187420,10.62724024
1092,7210,36.39118151
1093,36670,-80.07835159
1094,118000,-107.1213546
1095,3830,9.665358541
1096,64800,-23.0137737
1097,48870,41.12392729
1098,50760,-141.6169379
1099,65060,-120.4407407
1100,18310,16.21895293
1101,80000,-31.86545668
1102,138610,52.48853682
1103,45660,34.43607819
1104,78140,-55.7399519
1105,83930,-3.229677885
1106,210540,-5.811555556
1107,38340,
1108,307930,-26.62116148
1109,950130,81.3728854
1110,38390,13.97434508
1111,239340,3.415755455
1112,306620,-48.36732224
1113,2760,-38.98975518
1114,51360,-38.29537037
1115,2410,-30.87436967
1116,145210,-45.39558076
1117,322510,-73.47449348
1118,24810,-1.844079691
1119,46940,-48.86591264
1120,200470,-53.45598527
1121,264900,-17.52402963
1122,101360,34.30379761
1123,2800,-45.69128956
1124,229000,-28.72654799
1125,14160,33.82703088
1126,14790,11.35384777
1127,86960,-35.94983144
1128,195500,-87.54226469
1129,87260,-41.34827008
1130,251630,-19.09951835
1131,82210,3.147649825
1132,179290,-17.87862389
1133,38880,51.09814394
1134,69920,-104.452731
1135,12800,17.0309653
1136,20120,61.17744175
1137,108380,-5.625431447
1138,222420,-116.9257403
1139,60310,-34.82033146
1140,7720,-18.85833043
1141,57680,-28.16851394
1142,214270,-24.10543637
1143,5320,5.694121502
1144,10960,-16.48481538
1145,5430,-28.48005405
1146,88290,8.852617159
1147,4560,40.49144743
1148,33540,-36.32163599
1149,299910,11.63758769
1150,38460,-35.33725771
1151,68330,35.21192864
1152,163560,-34.90783025
1153,96630,-31.47219473
1154,80720,-56.67248576
1155,23450,4.828167282
1156,67390,3.632672046
1157,9300,-78.50981085
1158,230,-9.410588057
1159,44960,-63.74190441
1160,66620,6.832592593
1161,14530,-4.287093066
1162,10600,-7.915550245
1163,34590,-47.16531682
1164,55490,27.36498042
1165,64820,-13.50432024
1166,198440,-12.63144097
1167,124500,-47.19413531
1168,5710,-9.510966318
1169,91580,9.782809638
1170,10820,-36.35665092
1171,4770,-42.65921108
1172,141000,-28.77491442
1173,204630,-83.78617466
1174,318010,-117.9451852
1175,107590,36.93631289
1176,130660,55.49196473
1177,68940,-37.44146943
1178,3100,36.82892206
1179,19175,39.09002706
1180,54450,28.89613554
1181,149950,36.70632978
1182,41930,22.64398142
1183,66980,11.60065589
1184,289010,-58.57752947
1185,4270,-27.0279211
1186,72470,-63.34545455
1187,81150,-63.14557024
