종목코드,종목명,시가총액
71280,로체시스템즈,"92,544,448,150"
32350,롯데관광개발,"1,395,904,589,300"
330590,롯데리츠,"1,448,094,548,640"
400,롯데손해보험,"626,879,366,400"
23530,롯데쇼핑,"3,267,351,202,500"
4000,롯데정밀화학,"1,702,800,000,000"
286940,롯데정보통신,"628,940,121,350"
280360,롯데제과,"888,715,304,500"
4990,롯데지주,"4,217,351,327,400"
00499K,롯데지주우,"60,837,576,800"
5300,롯데칠성,"1,301,392,835,000"
5305,롯데칠성우,"61,792,207,000"
11170,롯데케미칼,"8,997,297,487,500"
2270,롯데푸드,"535,374,510,000"
71840,롯데하이마트,"845,156,089,600"
38060,루멘스,"69,027,904,015"
162120,루켄테크놀러지스,"39,577,804,200"
253610,루트락,"22,346,061,125"
85370,루트로닉,"376,792,838,500"
08537M,루트로닉3우C,"9,409,695,100"
60240,룽투코리아,"173,427,716,880"
58470,리노공업,"2,675,035,935,000"
39980,리노스,"71,682,990,470"
19570,리더스 기술투자,"137,170,883,060"
16100,리더스코스메틱,"112,888,843,340"
12700,리드코프,"263,139,043,250"
302550,리메드,"164,761,182,000"
29480,릭스솔루션,"49,637,689,332"
277070,린드먼아시아,"90,585,000,000"
42500,링네트,"113,180,190,860"
219420,링크제니시스,"82,400,000,000"
27740,마니커,"151,831,534,410"
195500,마니커에프앤지,"103,280,400,000"
222810,마이더스AI,"66,376,828,180"
305090,마이크로디지탈,"174,641,480,000"
98120,마이크로컨텍솔,"64,756,447,140"
147760,마이크로프랜드,"105,493,693,500"
38290,마크로젠,"402,928,475,500"
204320,만도,"3,122,648,480,000"
1080,만호제강,"94,827,500,000"
220630,맘스터치,"471,924,256,185"
267980,매일유업,"606,313,217,400"
5990,매일홀딩스,"157,074,580,800"
127160,매직마이크로,"24,427,827,282"
93520,매커스,"116,859,155,160"
141070,맥스로텍,"26,670,245,050"
88980,맥쿼리인프라,"4,671,015,686,750"
94800,맵스리얼티1,"454,888,221,900"
100590,머큐리,"151,326,900,000"
67280,멀티캠퍼스,"231,737,058,900"
72870,메가스터디,"176,430,193,200"
215200,메가스터디교육,"818,469,720,000"
133750,메가엠디,"155,188,920,510"
235980,메드팩토,"1,437,774,974,200"
200580,메디쎄이,"46,948,595,400"
41920,메디아나,"123,702,092,800"
233250,메디안디노스틱,"62,700,570,600"
14100,메디앙스,"73,160,000,000"
236340,메디젠휴먼케어,"17,487,119,870"
54180,메디콕스,"90,711,783,640"
86900,메디톡스,"1,482,289,008,000"
78160,메디포스트,"509,882,481,900"
65650,메디프론,"148,512,340,395"
138040,메리츠금융지주,"2,841,039,432,800"
8560,메리츠증권,"3,227,994,291,565"
60,메리츠화재,"2,460,750,000,000"
21880,메이슨캐피탈,"102,805,397,440"
140410,메지온,"1,215,632,910,200"
241770,메카로,"116,686,360,000"
90370,메타랩스,"82,989,327,360"
59210,메타바이오메드,"77,910,576,015"
58110,멕아이씨에스,"260,821,112,500"
96640,멜파스,"74,226,284,570"
17180,명문제약,"197,609,102,280"
257370,명성티엔에스,"59,319,850,890"
9900,명신산업,"1,490,151,777,200"
267060,명진홀딩스,"10,751,077,980"
12690,모나리자,"210,284,716,250"
5360,모나미,"115,462,545,770"
80420,모다이노칩,"329,250,298,860"
80160,모두투어,"498,015,000,000"
204210,모두투어리츠,"37,412,175,700"
100030,모바일리더,"67,480,322,700"
87260,모바일어플라이언스,"136,991,522,120"
101330,모베이스,"120,270,103,760"
12860,모베이스전자,"147,794,488,200"
348030,모비릭스,"197,710,000,000"
250060,모비스,"93,940,236,880"
33200,모아텍,"119,092,147,350"
9680,모토닉,"404,250,000,000"
118990,모트렉스,"239,076,369,070"
6920,모헨즈,"68,686,800,000"
9580,무림P&P,"366,725,745,120"
1810,무림SP,"88,992,750,000"
9200,무림페이퍼,"151,249,841,850"
322970,무진메디,"28,996,525,400"
33920,무학,"260,775,000,000"
8420,문배철강,"108,668,576,500"
279600,미디어젠,"73,082,583,600"
95500,미래나노텍,"131,691,537,530"
25560,미래산업,"70,732,485,750"
218150,미래생명자원,"92,796,997,160"
7120,미래아이앤지,"91,545,292,636"
353490,미래에셋대우스팩 5호,"10,777,800,000"
328380,미래에셋대우스팩3호,"13,644,610,000"
357250,미래에셋맵스리츠,"102,510,000,000"
100790,미래에셋벤처투자,"371,876,375,150"
85620,미래에셋생명,"757,629,288,920"
6800,미래에셋증권,"5,991,033,727,440"
00680K,미래에셋증권2우B,"667,800,000,000"
6805,미래에셋증권우,"90,366,315,000"
208890,미래엔에듀파트너,"7,246,886,000"
49950,미래컴퍼니,"271,356,829,700"
213090,미래테크놀로지,"78,346,086,400"
207760,미스터블루,"272,377,985,000"
225850,미애부,"1,414,575,217"
2840,미원상사,"1,078,490,000,000"
268280,미원에스씨,"920,550,000,000"
107590,미원홀딩스,"290,000,000,000"
134380,미원화학,"177,041,074,000"
3650,미창석유,"150,307,660,800"
59090,미코,"440,546,420,100"
214610,미코바이오메드,"283,410,788,500"
201490,미투온,"197,236,528,700"
950190,미투젠,"305,547,570,000"
214180,민앤지,"242,922,653,400"
155900,바다로19호,"42,104,011,080"
206640,바디텍메드,"534,319,240,000"
18700,바른손,"87,382,958,955"
35620,바른손이앤에이,"112,069,967,075"
64520,바른전자,"74,054,909,385"
53030,바이넥스,"679,686,427,200"
301300,바이브컴퍼니,"174,501,399,500"
64550,바이오니아,"541,595,418,900"
314930,바이오다인,"273,867,858,000"
208710,바이오로그디바이스,"186,234,196,940"
142760,바이오리더스,"203,398,642,720"
86820,바이오솔루션,"257,307,346,800"
38460,바이오스마트,"139,007,576,000"
281310,바이오시네틱스,"16,355,991,300"
266470,바이오인프라생명과학,"40,133,979,715"
86040,바이오톡스텍,"169,405,270,650"
199290,바이오프로테크,"13,263,524,000"
32980,바이온,"96,337,118,880"
222160,바이옵트로,"50,735,934,000"
43150,바텍,"556,291,887,200"
323990,박셀바이오,"1,377,681,500,000"
3610,방림,"111,074,486,250"
267790,배럴,"86,346,225,000"
1340,백광산업,"299,605,774,690"
46310,백금T&A,"79,630,408,850"
35150,백산,"266,200,000,000"
66410,버킷스튜디오,"94,784,688,200"
2410,범양건영,"149,736,851,460"
206400,베노홀딩스,"151,634,190,080"
19010,베뉴지,"123,874,000,000"
177350,베셀,"59,319,550,400"
299910,베스파,"213,449,199,200"
96300,베트남개발1,"32,079,489,163"
7210,벽산,"317,432,800,000"
225530,보광산업,"267,453,030,720"
250000,보라티알,"131,639,293,500"
2760,보락,"141,364,000,000"
3850,보령제약,"1,230,032,000,000"
6910,보성파워텍,"270,214,032,000"
890,보해양조,"166,878,894,380"
226340,본느,"114,048,999,140"
206950,볼빅,"16,063,998,720"
3000,부광약품,"1,439,026,742,250"
1270,부국증권,"264,432,093,000"
1275,부국증권우,"68,550,000,000"
26940,부국철강,"101,000,000,000"
14470,부방,"226,697,281,500"
15350,부산가스,"679,800,000,000"
11390,부산산업,"158,400,000,000"
5030,부산주공,"37,918,627,839"
8470,부스타,"72,113,184,000"
338220,뷰노,"245,151,999,200"
100120,뷰웍스,"373,569,657,750"
337930,브랜드엑스코퍼레이션,"239,240,248,400"
64480,브리지텍,"60,121,075,000"
288330,브릿지바이오테라퓨틱스,"258,503,968,800"
251630,브이원텍,"161,793,735,000"
18290,브이티지엠피,"318,025,140,510"
44480,블루베리 NFT,"88,645,544,700"
33560,블루콤,"165,505,630,050"
191600,블루탑,"22,714,500,000"
126340,비나텍,"213,700,250,850"
121800,비덴트,"415,631,625,500"
148140,비디아이,"86,358,724,425"
82800,비보존 헬스케어,"254,861,408,615"
318410,비비씨,"103,717,641,300"
2070,비비안,"120,957,078,750"
100220,비상교육,"182,604,211,050"
200780,비씨월드제약,"152,949,004,800"
141000,비아트론,"142,347,842,500"
90460,비에이치,"695,754,007,200"
83650,비에이치아이,"150,020,000,000"
215050,비엔디생활건강,"3,511,357,230"
86670,비엠티,"112,422,100,200"
335890,비올,"134,529,608,135"
138580,비즈니스온,"255,401,078,000"
82920,비츠로셀,"343,549,474,400"
54220,비츠로시스,"132,601,544,820"
42370,비츠로테크,"275,543,371,150"
30790,비케이탑스,"133,904,059,800"
32850,비트컴퓨터,"174,544,576,500"
148780,비플라이소프트,"47,663,807,440"
238200,비피도,"116,974,000,000"
93190,빅솔론,"120,243,156,250"
65450,빅텍,"200,569,600,000"
210120,빅텐츠,"15,273,700,000"
5180,빙그레,"626,538,927,600"
72950,빛샘전자,"58,632,383,190"
266170,뿌리깊은나무들,"13,392,982,800"
143240,사람인에이치알,"489,106,082,850"
3960,사조대림,"253,855,735,900"
8040,사조동아원,"203,953,947,000"
7160,사조산업,"313,000,000,000"
14710,사조씨푸드,"110,543,046,060"
6090,사조오양,"109,303,772,400"
100090,삼강엠앤티,"623,524,578,300"
122350,삼기,"155,658,077,680"
14970,삼륭물산,"130,075,000,000"
18310,삼목에스폼,"238,875,000,000"
53700,삼보모터스,"146,061,972,160"
9620,삼보산업,"83,041,096,280"
23600,삼보판지,"271,656,000,000"
1470,삼부토건,"432,583,327,360"
6400,삼성SDI,"47,997,641,940,000"
6405,삼성SDI우,"707,829,500,000"
6660,삼성공조,"189,749,431,900"
380320,삼성머스트스팩5호,"41,029,300,000"
28260,삼성물산,"25,510,086,556,500"
02826K,삼성물산우B,"215,633,812,500"
207940,삼성바이오로직스,"55,644,765,000,000"
32830,삼성생명,"15,960,000,000,000"
291230,삼성스팩2호,"46,810,000,000"
377630,삼성스팩4호,"33,245,400,000"
18260,삼성에스디에스,"14,314,893,000,000"
28050,삼성엔지니어링,"4,684,400,000,000"
9150,삼성전기,"13,220,784,192,000"
9155,삼성전기우,"309,593,796,000"
5930,삼성전자,"481,761,451,785,000"
5935,삼성전자우,"60,646,749,790,000"
1360,삼성제약,"585,653,328,880"
10140,삼성중공업,"4,227,300,000,000"
10145,삼성중공우,"34,970,302,500"
16360,삼성증권,"4,014,035,000,000"
68290,삼성출판사,"456,000,000,000"
29780,삼성카드,"3,973,959,961,300"
810,삼성화재,"10,446,151,558,500"
815,삼성화재우,"528,276,000,000"
6110,삼아알미늄,"148,500,000,000"
9300,삼아제약,"104,149,500,000"
145990,삼양사,"651,809,976,800"
145995,삼양사우,"18,188,940,500"
3230,삼양식품,"683,997,762,000"
225190,삼양옵틱스,"106,647,840,000"
2170,삼양통상,"235,200,000,000"
272550,삼양패키징,"395,743,041,400"
70,삼양홀딩스,"946,351,945,500"
75,삼양홀딩스우,"22,773,944,200"
2810,삼영무역,"313,938,116,000"
361670,삼영에스앤씨,"78,633,785,700"
54540,삼영엠텍,"79,962,437,270"
65570,삼영이엔씨,"85,898,537,900"
5680,삼영전자,"281,000,000,000"
3720,삼영화학,"114,920,000,000"
23000,삼원강재,"156,000,000,000"
4380,삼익THK,"282,450,000,000"
2450,삼익악기,"180,156,520,850"
32280,삼일,"50,748,536,700"
2290,삼일기업공사,"124,620,000,000"
4440,삼일씨엔에스,"182,066,842,100"
520,삼일제약,"126,598,537,280"
9770,삼정펄프,"89,123,966,150"
37460,삼지전자,"234,170,790,700"
32750,삼진,"75,600,000,000"
54090,삼진엘앤디,"94,595,489,280"
5500,삼진제약,"384,335,000,000"
250,삼천당제약,"1,238,581,430,400"
4690,삼천리,"385,227,375,000"
24950,삼천리자전거,"183,175,362,600"
38500,삼표시멘트,"651,658,040,110"
17480,삼현철강,"120,912,253,000"
10960,삼호개발,"162,750,000,000"
46390,삼화네트웍스,"137,721,656,270"
4450,삼화왕관,"100,070,904,550"
9470,삼화전기,"248,018,250,000"
11230,삼화전자,"44,759,983,200"
1820,삼화콘덴서,"626,818,500,000"
390,삼화페인트,"341,403,535,950"
27580,상보,"118,138,873,090"
38540,상상인,"433,773,973,920"
307870,상상인이안1호스팩,"10,450,000,000"
329560,상상인이안제2호스팩,"8,123,500,000"
101000,상상인인더스트리,"91,254,504,000"
1290,상상인증권,"134,926,096,260"
41650,상신브레이크,"104,565,961,500"
91580,상신이디피,"203,998,357,800"
263810,상신전자,"75,069,663,860"
89980,상아프론테크,"737,491,478,500"
42940,상지카일룸,"101,498,035,350"
42600,새로닉스,"126,099,276,100"
75180,새론오토모티브,"125,376,000,000"
252990,샘씨엔에스,"327,504,614,380"
263540,샘코,"60,278,610,145"
7540,샘표,"168,809,460,000"
248170,샘표식품,"272,269,845,600"
294630,서남,"84,175,132,800"
38070,서린바이오,"188,425,345,200"
6730,서부T&D,"518,515,646,250"
79650,서산,"64,200,000,000"
100660,서암기계공업,"85,554,000,000"
7860,서연,"421,463,199,800"
200880,서연이화,"252,986,170,320"
19770,서연탑메탈,"119,412,500,000"
17390,서울가스,"722,500,000,000"
43710,서울리거,"49,112,686,080"
92190,서울바이오시스,"634,512,639,800"
46890,서울반도체,"1,107,802,600,000"
4410,서울식품,"148,658,218,752"
4415,서울식품우,"12,323,730,000"
63170,서울옥션,"281,676,375,000"
27040,서울전자통신,"69,588,847,000"
18680,서울제약,"72,287,955,040"
21050,서원,"134,115,716,750"
93920,서원인텍,"143,034,000,000"
189860,서전기전,"62,751,106,600"
178320,서진시스템,"781,948,771,200"
122690,서진오토모티브,"59,503,094,070"
140070,서플러스글로벌,"207,872,560,000"
11370,서한,"222,977,651,650"
65710,서호전기,"131,325,000,000"
8490,서흥,"639,771,948,900"
35890,서희건설,"478,001,590,560"
357550,석경에이티,"111,282,000,000"
3100,선광,"287,430,000,000"
123420,선데이토즈,"233,982,636,900"
7610,선도전기,"77,220,000,000"
67370,선바이오,"373,265,971,200"
171090,선익시스템,"245,321,182,650"
136490,선진,"420,898,990,800"
86710,선진뷰티사이언스,"116,503,132,500"
14620,성광벤드,"276,276,000,000"
37350,성도이엔지,"100,400,300,000"
14910,성문전자,"55,634,976,735"
14915,성문전자우,"6,630,000,000"
3080,성보화학,"107,707,600,000"
4980,성신양회,"299,096,090,600"
4985,성신양회우,"13,682,997,000"
11300,성안,"44,747,135,820"
81580,성우전자,"52,727,686,200"
45300,성우테크론,"61,929,752,540"
15750,성우하이텍,"585,600,000,000"
180,성창기업지주,"193,211,932,000"
80470,성창오토텍,"72,270,000,000"
43260,성호전자,"101,203,202,680"
148150,세경하이테크,"256,019,200,000"
2420,세기상사,"25,107,667,200"
53060,세동,"22,849,507,635"
17510,세명전기,"81,718,560,000"
4360,세방,"285,768,612,000"
4365,세방우,"31,690,657,500"
4490,세방전지,"1,358,000,000,000"
11560,세보엠이씨,"82,028,700,000"
1430,세아베스틸,"1,136,829,172,300"
306200,세아제강,"319,083,750,000"
3030,세아제강지주,"314,351,766,300"
19440,세아특수강,"148,261,000,000"
58650,세아홀딩스,"424,000,000,000"
13000,세우글로벌,"70,901,426,570"
100700,세운메디칼,"243,966,000,000"
234100,세원,"184,100,461,050"
24830,세원물산,"52,438,000,000"
91090,세원이앤씨,"145,671,566,385"
21820,세원정공,"80,900,000,000"
67830,세이브존I&C,"157,802,241,275"
33530,세종공업,"275,983,933,120"
258830,세종메디칼,"68,116,297,050"
36630,세종텔레콤,"432,234,810,720"
39310,세중,"87,255,826,605"
75580,세진중공업,"432,624,360,160"
67770,세진티에스,"44,585,908,830"
53450,세코닉스,"93,069,669,280"
234340,세틀뱅크,"328,338,000,000"
27970,세하,"128,365,483,310"
145210,세화아이엠씨,"134,754,681,825"
252500,세화피앤씨,"90,751,478,125"
347000,센코,"160,074,133,600"
308170,센트랄모텍,"229,026,000,000"
51980,센트럴바이오,"124,045,088,675"
12600,센트럴인사이트,"33,838,831,080"
331920,셀레믹스,"156,343,434,200"
49180,셀루메드,"326,361,457,520"
299660,셀리드,"1,301,265,097,200"
268600,셀리버리,"1,682,171,971,200"
108860,셀바스AI,"100,244,270,025"
208370,셀바스헬스케어,"60,163,565,100"
258250,셀젠텍,"57,727,538,700"
68270,셀트리온,"37,030,589,379,000"
68760,셀트리온제약,"5,745,063,268,800"
91990,셀트리온헬스케어,"17,932,449,675,400"
290690,소룩스,"133,760,856,600"
53110,소리바다,"19,563,783,228"
950200,소마젠(Reg.S),"258,852,498,450"
32680,소프트센,"82,463,221,305"
32685,소프트센우,"5,421,423,150"
258790,소프트캠프,"100,215,048,840"
66910,손오공,"86,471,157,615"
43100,솔고바이오,"96,607,140,720"
336370,솔루스첨단소재,"1,578,431,512,800"
33637K,솔루스첨단소재1우,"127,438,720,000"
33637L,솔루스첨단소재2우B,"48,887,685,000"
154040,솔루에타,"57,582,024,640"
248070,솔루엠,"1,402,026,260,650"
35610,솔본,"173,920,540,920"
357780,솔브레인,"2,556,814,644,200"
36830,솔브레인홀딩스,"775,670,072,000"
304100,솔트룩스,"152,427,450,000"
4430,송원산업,"464,400,000,000"
86980,쇼박스,"291,090,000,000"
50960,수산아이앤티,"202,530,000,000"
17550,수산중공업,"231,056,497,640"
84180,수성이노베이션,"138,989,158,000"
253840,수젠텍,"357,022,851,200"
185190,수프로,"16,555,616,000"
58530,슈펙스비앤피,"21,187,053,360"
236200,슈프리마,"197,815,007,500"
317770,슈프리마아이디,"61,233,101,000"
94840,슈프리마에이치큐,"113,095,872,000"
192440,슈피겐코리아,"353,089,418,400"
99440,스맥,"58,395,757,100"
53210,스카이라이프,"514,086,134,500"
33790,스카이문스테크놀로지,"14,190,075,900"
131100,스카이이앤엠,"59,857,747,250"
159910,스킨앤스킨,"68,488,344,954"
158310,스타모빌리티,"6,096,179,210"
115570,스타플렉스,"44,393,864,480"
258540,스템랩,"33,265,128,600"
253450,스튜디오드래곤,"2,874,416,251,000"
204630,스튜디오산타클로스,"99,701,299,175"
13810,스페코,"121,054,182,200"
39670,스포츠서울,"67,797,501,120"
49830,승일,"122,335,634,400"
20710,시공테크,"174,216,859,300"
33170,시그네틱스,"159,026,031,745"
260870,시그넷이브이,"335,073,060,000"
48870,시너지이노베이션,"341,017,267,500"
25320,시노펙스,"270,266,515,020"
134790,시디즈,"145,800,000,000"
269620,시스웍,"152,802,987,675"
131090,시큐브,"69,090,000,000"
232830,시큐센,"37,655,766,720"
139050,시티랩스,"65,340,906,708"
16590,신대양제지,"359,053,576,200"
290520,신도기연,"153,164,320,000"
29530,신도리코,"346,248,996,150"
4970,신라교역,"217,600,000,000"
1000,신라섬유,"78,173,678,800"
25870,신라에스지,"79,000,000,000"
215600,신라젠,"866,567,212,500"
65350,신성델타테크,"420,504,404,400"
11930,신성이엔지,"586,927,711,980"
5390,신성통상,"530,283,959,100"
4170,신세계,"2,810,799,175,500"
35510,신세계 I&C,"335,400,000,000"
34300,신세계건설,"183,400,000,000"
31430,신세계인터내셔날,"1,456,560,000,000"
31440,신세계푸드,"393,056,720,000"
6880,신송홀딩스,"63,284,390,300"
2800,신신제약,"133,500,400,000"
323280,신영스팩5호,"7,938,825,000"
344050,신영스팩6호,"9,707,775,000"
5800,신영와코루,"114,300,000,000"
1720,신영증권,"611,044,028,700"
1725,신영증권우,"461,316,100,200"
9270,신원,"164,982,448,060"
9275,신원우,"4,736,628,000"
17000,신원종합개발,"82,923,046,010"
2700,신일전자,"143,871,230,025"
12790,신일제약,"205,835,363,100"
138070,신진에스엠,"100,039,840,450"
226330,신테카바이오,"222,075,263,200"
19170,신풍제약,"4,556,709,140,000"
19175,신풍제약우,"298,100,000,000"
2870,신풍제지,"121,131,895,500"
293940,신한알파리츠,"429,107,008,600"
333050,신한제6호스팩,"10,696,350,000"
366330,신한제7호스팩,"9,623,250,000"
55550,신한지주,"20,973,941,892,400"
1770,신화실업,"36,324,852,200"
56700,신화인터텍,"114,792,258,540"
187270,신화콘텍,"40,575,380,000"
4080,신흥,"151,525,000,000"
243840,신흥에스이씨,"386,603,989,600"
108320,실리콘웍스,"1,977,738,880,000"
222800,심텍,"772,462,967,750"
36710,심텍홀딩스,"131,546,678,065"
160980,싸이맥스,"232,686,375,900"
356890,싸이버원,"68,452,242,500"
217330,싸이토젠,"313,778,065,600"
102280,쌍방울,"217,951,467,070"
3410,쌍용C&E,"4,207,227,618,250"
10280,쌍용정보통신,"49,770,761,820"
3620,쌍용차,"415,056,805,540"
4770,써니전자,"128,578,090,590"
217320,썬테크,"8,904,000,000"
208640,썸에이지,"372,999,901,700"
222420,쎄노텍,"88,147,194,125"
37760,쎄니트,"84,074,808,685"
136510,쎄미시스코,"275,344,209,800"
99320,쎄트렉아이,"496,982,702,900"
15540,쎌마테라퓨틱스,"86,229,499,400"
49960,쎌바이오텍,"190,820,000,000"
50890,쏠리드,"392,954,367,750"
66790,씨씨에스,"53,932,877,595"
222080,씨아이에스,"649,655,938,800"
4920,씨아이테크,"57,929,992,550"
236030,씨알푸드,"15,384,600,000"
103660,씨앗,"35,208,952,450"
352480,씨앤씨인터내셔널,"306,426,609,900"
245450,씨앤에스링크,"3,633,908,000"
264660,씨앤지하이테크,"113,053,706,000"
352700,씨앤투스성진,"206,407,715,150"
56730,씨앤티85,"109,591,063,600"
297090,씨에스베어링,"261,065,900,000"
112610,씨에스윈드,"3,268,283,732,500"
286000,씨엔티드림,"37,597,968,600"
115530,씨엔플러스,"57,020,957,000"
225330,씨엠에스에듀,"135,473,745,560"
115480,씨유메디칼,"39,510,940,125"
189330,씨이랩,"147,668,458,000"
96530,씨젠,"4,319,089,703,800"
900120,씨케이에이치,"37,708,946,049"
101240,씨큐브,"86,377,327,680"
60590,씨티씨바이오,"194,092,204,880"
260930,씨티케이코스메틱스,"176,201,894,010"
13990,아가방컴퍼니,"245,341,018,560"
123860,아나패스,"272,701,475,200"
25980,아난티,"838,671,691,920"
8700,아남전자,"231,374,460,000"
50320,아래스,"45,205,142,400"
58220,아리온,"10,717,917,100"
125210,아모그린텍,"222,706,665,000"
2790,아모레G,"5,277,323,520,000"
00279K,아모레G3우(전환),"326,595,810,000"
2795,아모레G우,"161,738,627,000"
90430,아모레퍼시픽,"14,731,539,480,000"
90435,아모레퍼시픽우,"930,144,823,000"
357580,아모센스,"167,441,136,200"
52710,아모텍,"298,635,393,900"
74430,아미노로직스,"289,389,450,980"
92040,아미코젠,"844,697,464,500"
83930,아바코,"192,659,975,000"
149950,아바텍,"284,836,875,000"
36010,아비코전자,"108,071,553,420"
2030,아세아,"284,833,120,000"
183190,아세아시멘트,"498,663,552,000"
2310,아세아제지,"498,877,161,400"
50860,아세아텍,"59,850,000,000"
12170,아센디오,"179,413,478,700"
246720,아스타,"64,702,904,490"
67390,아스트,"193,144,785,440"
127710,아시아경제,"164,786,421,640"
267850,아시아나IDT,"270,285,000,000"
20560,아시아나항공,"1,279,882,340,800"
154030,아시아종묘,"78,481,570,910"
227610,아우딘퓨쳐스,"55,447,120,000"
143160,아이디스,"288,806,710,500"
54800,아이디스홀딩스,"150,042,462,000"
332370,아이디피,"61,258,245,490"
122900,아이마켓코리아,"379,417,334,000"
339950,아이비김영,"204,507,280,250"
99190,아이센스,"418,298,897,100"
289010,아이스크림에듀,"113,589,446,710"
214430,아이쓰리시스템,"143,201,214,000"
40910,아이씨디,"284,530,254,750"
68940,아이씨케이,"132,823,335,260"
52860,아이앤씨,"86,456,213,360"
10780,아이에스동서,"1,878,270,444,800"
69920,아이에스이커머스,"94,007,957,680"
38880,아이에이,"393,516,815,250"
307180,아이엘사이언스,"77,672,604,180"
101390,아이엠,"76,301,917,900"
78860,아이오케이,"165,416,860,800"
114810,아이원스,"242,025,121,260"
31310,아이즈비전,"78,074,241,300"
185490,아이진,"487,362,519,800"
59100,아이컴포넌트,"59,748,767,000"
149010,아이케이세미콘,"16,567,200,000"
262840,아이퀘스트,"121,771,000,000"
175250,아이큐어,"370,354,107,000"
52460,아이크래프트,"114,964,456,320"
119830,아이텍,"157,630,548,900"
52770,아이톡시,"35,178,772,260"
124500,아이티센,"125,217,124,570"
84850,아이티엠반도체,"1,149,059,725,800"
223220,아이피몬스터,"14,925,135,940"
27360,아주IB투자,"795,399,000,750"
32080,아즈텍WB,"60,174,881,200"
13310,아진산업,"153,480,031,810"
59120,아진엑스텍,"114,058,573,200"
158430,아톤,"105,138,884,550"
149300,아퓨어스,"64,746,295,110"
67160,아프리카TV,"1,367,877,273,000"
1540,안국약품,"189,767,211,000"
53800,안랩,"718,994,789,000"
251280,안지오랩,"28,339,355,000"
65660,안트로젠,"633,147,984,000"
297570,알로이스,"111,601,426,160"
1780,알루코,"424,253,597,080"
260660,알리코제약,"107,123,900,000"
131370,알서포트,"505,504,617,670"
140670,알에스오토메이션,"110,603,151,000"
96610,알에프세미,"49,706,030,100"
61040,알에프텍,"270,833,345,960"
148250,알엔투테크놀로지,"118,553,662,050"
347860,알체라,"470,802,031,200"
196170,알테오젠,"3,530,411,595,000"
123750,알톤스포츠,"70,104,633,500"
85810,알티캐스트,"72,801,463,860"
117670,알파홀딩스,"87,575,152,720"
291650,압타머사이언스,"182,445,015,300"
293780,압타바이오,"646,852,083,900"
267810,앙츠,"2,305,030,000"
18250,애경산업,"726,273,212,500"
161000,애경유화,"374,868,000,000"
196300,애니젠,"71,371,543,000"
310200,애니플러스,"118,174,946,240"
179530,애드바이오텍,"76,930,440,000"
900100,애머릿지,"104,868,566,985"
205500,액션스퀘어,"211,623,142,400"
52790,액토즈소프트,"146,731,762,100"
290740,액트로,"90,383,798,780"
238090,앤디포스,"259,010,764,550"
92600,앤씨앤,"97,720,087,500"
129890,앱코,"233,053,523,400"
174900,앱클론,"359,798,524,950"
255440,야스,"239,614,300,000"
30960,양지사,"213,333,000,000"
102120,어보브반도체,"268,878,656,200"
238120,얼라인드,"65,999,132,640"
224810,엄지하우스,"23,730,000,000"
19990,에너토크,"142,438,884,800"
11090,에넥스,"203,971,579,400"
270660,에브리봇,"221,162,335,200"
38680,에스넷,"126,994,198,500"
217480,에스디생명공학,"101,204,022,990"
121890,에스디시스템,"7,101,198,800"
97780,에스맥,"397,856,706,365"
42110,에스씨디,"112,366,236,300"
298060,에스씨엠생명과학,"386,924,590,800"
65420,에스아이리소스,"43,500,682,854"
270210,에스알바이오텍,"5,784,813,360"
103230,에스앤더블류,"18,036,000,000"
260970,에스앤디,"110,677,509,000"
101490,에스앤에스텍,"699,317,172,200"
95910,에스에너지,"71,504,011,200"
275630,에스에스알,"42,043,969,420"
31330,에스에이엠티,"426,478,960,755"
60540,에스에이티,"94,079,901,600"
158300,에스에이티이엔지,"39,345,386,500"
56190,에스에프에이,"1,554,849,308,000"
80000,에스엔유,"151,707,085,400"
86460,에스엔피제네틱스,"10,067,652,000"
5850,에스엘,"1,720,856,988,900"
214310,에스엘바이오닉스,"46,522,027,125"
246250,에스엘에스바이오,"73,461,952,100"
41510,에스엠,"1,379,536,258,800"
299670,에스엠비나,"26,677,750,000"
7820,에스엠코어,"156,865,797,180"
109610,에스와이,"200,599,670,960"
12750,에스원,"3,112,132,678,200"
306040,에스제이그룹,"297,948,005,600"
80440,에스제이케이,"6,636,328,080"
217910,에스제이켐,"5,975,640,120"
224020,에스케이씨에스,"9,993,750,000"
96630,에스코넥,"142,261,197,850"
69510,에스텍,"133,647,500,000"
41910,에스텍파마,"149,918,113,800"
234300,에스트래픽,"141,409,626,400"
39440,에스티아이,"275,442,000,000"
98660,에스티오,"44,628,484,320"
52020,에스티큐브,"274,877,367,970"
237690,에스티팜,"2,100,665,600,000"
50760,에스폴리텍,"82,980,164,240"
288620,에스퓨얼셀,"229,945,870,200"
317830,에스피시스템스,"63,047,718,000"
58610,에스피지,"259,475,112,000"
43340,에쎈테크,"97,200,000,000"
23960,에쓰씨엔지니어링,"129,016,876,825"
298690,에어부산,"293,400,250,000"
187660,에이디엠코리아,"141,717,262,500"
54630,에이디칩스,"63,081,258,590"
200710,에이디테크놀로지,"310,585,085,600"
96690,에이루트,"103,208,465,800"
140910,에이리츠,"65,580,414,500"
78520,에이블씨엔씨,"275,741,281,800"
298380,에이비엘바이오,"1,031,999,722,500"
203400,에이비온,"258,219,420,000"
195990,에이비프로바이오,"341,998,634,240"
