날짜,종가,오픈,고가,저가,변동 %
2019년 04월 24일,810.27,811.84,814.57,804.51,-0.09%
2019년 04월 23일,811.01,814.04,815.05,809.87,-0.26%
2019년 04월 22일,813.15,812.6,816.18,811.31,0.12%
2019년 04월 19일,812.17,813.15,814.29,811.61,-0.06%
2019년 04월 18일,812.68,812.86,817.89,811.22,0.08%
2019년 04월 17일,812.03,816.35,818.72,811.07,-0.44%
2019년 04월 16일,815.58,814.32,816.83,810.58,0.26%
2019년 04월 15일,813.49,813.92,815.41,811.2,0.06%
2019년 04월 12일,812.99,813.53,815.91,811.1,0.03%
2019년 04월 11일,812.71,816.21,817.36,812.53,-0.31%
2019년 04월 10일,815.21,812.79,816.6,811.11,0.40%
2019년 04월 09일,811.96,813.97,817.21,811.91,-0.22%
2019년 04월 08일,813.77,807.88,816.27,806.4,0.76%
2019년 04월 05일,807.62,808.16,811.66,806.53,-0.01%
2019년 04월 04일,807.69,807.03,810.13,806.6,0.18%
2019년 04월 03일,806.27,804.39,809.28,801.78,0.31%
2019년 04월 02일,803.8,806.3,809.74,802.56,-0.21%
2019년 04월 01일,805.48,809.18,811.05,805.16,-0.21%
2019년 03월 29일,807.15,804.07,808.62,803.34,0.42%
2019년 03월 28일,803.8,807.15,808.97,803.32,-0.42%
2019년 03월 27일,807.15,810.44,811.1,804.79,-0.40%
2019년 03월 26일,810.39,805.64,811.71,804.79,0.58%
2019년 03월 25일,805.75,804.08,806.35,802,0.12%
2019년 03월 22일,804.76,802.36,808,801.35,0.29%
2019년 03월 21일,802.47,801.46,807.81,800.85,0.15%
2019년 03월 20일,801.24,801.35,805.35,798.63,-0.05%
2019년 03월 19일,801.62,804.43,805.21,800.85,-0.37%
2019년 03월 18일,804.6,804.36,807.3,802.28,-0.07%
2019년 03월 15일,805.15,803.05,808.11,802.24,0.29%
2019년 03월 14일,802.83,801.91,803.51,799.26,0.11%
2019년 03월 13일,801.98,799.05,803.43,795.65,0.37%
2019년 03월 12일,799.05,800.16,801.26,797.38,-0.15%
2019년 03월 11일,800.22,797.9,801.7,797,0.14%
2019년 03월 08일,799.12,796.16,802.39,794.11,0.37%
2019년 03월 07일,796.16,793.75,798.01,792.5,0.33%
2019년 03월 06일,793.53,797.35,799.18,791.25,-0.50%
2019년 03월 05일,797.52,799.12,801.01,795.67,-0.18%
2019년 03월 04일,798.95,798.27,802.33,796.3,0.04%
2019년 03월 01일,798.67,798.67,802.15,796.56,-0.02%
2019년 02월 28일,798.83,798.5,803.75,797.42,0.05%
2019년 02월 27일,798.41,801.68,805.06,797.15,-0.44%
2019년 02월 26일,801.96,799.93,803.42,798.34,0.25%
2019년 02월 25일,799.93,800.75,804.36,799.53,-0.06%
2019년 02월 22일,800.41,798.23,802.92,797.17,0.29%
2019년 02월 21일,798.06,804.67,811.51,796.45,-0.82%
2019년 02월 20일,804.67,804.46,806.3,801.63,0.00%
2019년 02월 19일,804.63,803.2,806.5,801,0.17%
2019년 02월 18일,803.24,803.88,806.89,801.98,-0.22%
2019년 02월 15일,805.01,800.71,805.86,798.52,0.58%
2019년 02월 14일,800.37,798.11,803.3,796.85,0.30%
2019년 02월 13일,797.99,795.5,800.88,794.89,0.31%
2019년 02월 12일,795.5,795.01,797.85,794.17,0.05%
2019년 02월 11일,795.12,796.78,800.07,794.29,-0.24%
2019년 02월 08일,797.04,798.74,800.03,794.13,-0.22%
2019년 02월 07일,798.78,797.12,801.75,796.11,0.23%
2019년 02월 06일,796.92,808.54,811.83,796.78,-1.41%
2019년 02월 05일,808.35,809.1,815.28,807.01,-0.11%
2019년 02월 04일,809.21,810.64,812.41,807.09,-0.28%
2019년 02월 01일,811.46,809.04,813.85,807.79,0.26%
2019년 01월 31일,809.38,805.17,811.56,804.16,0.52%
2019년 01월 30일,805.17,799.84,809.42,798.93,0.65%
2019년 01월 29일,800,801.95,804.5,798.35,-0.22%
2019년 01월 28일,801.78,803.84,804.98,801.11,-0.20%
2019년 01월 25일,803.4,800.86,804.05,795.75,0.32%
2019년 01월 24일,800.85,804.51,808.5,798.93,-0.45%
2019년 01월 23일,804.51,806.15,807.3,802.93,-0.20%
2019년 01월 22일,806.16,811.79,812.2,804.26,-0.73%
2019년 01월 21일,812.06,806.87,812.28,804.95,0.61%
2019년 01월 18일,807.17,807.44,809.88,804.35,-0.05%
2019년 01월 17일,807.61,803.43,809.88,801.96,0.53%
2019년 01월 16일,803.38,808.73,810.14,802.96,-0.65%
2019년 01월 15일,808.67,807.2,810.28,806.04,0.18%
2019년 01월 14일,807.25,805.56,809.35,805.53,0.08%
2019년 01월 11일,806.58,803.24,807.59,802.12,0.42%
2019년 01월 10일,803.18,801.79,805.15,801.12,0.17%
2019년 01월 09일,801.85,801.7,805.43,800.34,0.00%
2019년 01월 08일,801.87,799.08,805.04,797.66,0.37%
2019년 01월 07일,798.9,793.86,799.75,793.09,0.58%
2019년 01월 04일,794.3,788.82,795.99,787.24,0.71%
2019년 01월 03일,788.68,782.4,790.65,760.26,0.80%
2019년 01월 02일,782.4,784.87,789.24,781.34,-0.32%
2019년 01월 01일,784.88,785.59,787.94,784.67,-0.11%
