날짜,종가,오픈,고가,저가,변동 %
2020년 08월 03일,0.1223,0.122,0.128,0.117,2.17%
2020년 08월 02일,0.1197,0.117,0.1197,0.117,2.31%
2020년 07월 31일,0.117,0.133,0.136,0.117,-11.96%
2020년 07월 30일,0.1329,0.152,0.152,0.13,-12.28%
2020년 07월 29일,0.1515,0.167,0.17,0.144,-8.01%
2020년 07월 28일,0.1647,0.178,0.183,0.162,-8.75%
2020년 07월 27일,0.1805,0.17,0.186,0.162,4.64%
2020년 07월 26일,0.1725,0.1699,0.1725,0.1699,1.53%
2020년 07월 24일,0.1699,0.175,0.175,0.165,-2.91%
2020년 07월 23일,0.175,0.18,0.18,0.164,0.00%
2020년 07월 22일,0.175,0.164,0.175,0.162,4.73%
2020년 07월 21일,0.1671,0.175,0.183,0.162,-5.86%
2020년 07월 20일,0.1775,0.177,0.18,0.167,3.08%
2020년 07월 17일,0.1722,0.175,0.18,0.164,-1.43%
2020년 07월 16일,0.1747,0.177,0.185,0.167,-2.89%
2020년 07월 15일,0.1799,0.19,0.193,0.175,-4.16%
2020년 07월 14일,0.1877,0.185,0.188,0.172,2.85%
2020년 07월 13일,0.1825,0.177,0.198,0.177,-4.10%
2020년 07월 10일,0.1903,0.183,0.19,0.159,5.78%
2020년 07월 09일,0.1799,0.185,0.188,0.169,-5.47%
2020년 07월 08일,0.1903,0.185,0.196,0.18,5.37%
2020년 07월 07일,0.1806,0.186,0.191,0.178,-2.90%
2020년 07월 06일,0.186,0.181,0.197,0.181,2.88%
2020년 07월 05일,0.1808,0.1834,0.1834,0.1808,0.00%
2020년 07월 02일,0.1808,0.189,0.205,0.178,-4.34%
2020년 07월 01일,0.189,0.176,0.197,0.173,7.51%
2020년 06월 30일,0.1758,0.173,0.178,0.162,3.11%
2020년 06월 29일,0.1705,0.184,0.189,0.165,-7.24%
2020년 06월 28일,0.1838,0.1812,0.1838,0.1812,-1.45%
2020년 06월 26일,0.1865,0.208,0.208,0.179,-10.25%
2020년 06월 25일,0.2078,0.21,0.21,0.2,-1.24%
2020년 06월 24일,0.2104,0.218,0.226,0.208,-2.46%
2020년 06월 23일,0.2157,0.229,0.229,0.213,-4.68%
2020년 06월 22일,0.2263,0.216,0.226,0.208,3.62%
2020년 06월 21일,0.2184,0.2158,0.2184,0.2158,0.00%
2020년 06월 19일,0.2184,0.224,0.234,0.208,-3.53%
2020년 06월 18일,0.2264,0.221,0.226,0.213,0.00%
2020년 06월 17일,0.2264,0.232,0.237,0.219,-1.14%
2020년 06월 16일,0.229,0.234,0.242,0.219,-0.04%
2020년 06월 15일,0.2291,0.208,0.232,0.2,1.15%
2020년 06월 12일,0.2265,0.237,0.24,0.213,-1.13%
2020년 06월 11일,0.2291,0.2,0.237,0.198,11.43%
2020년 06월 10일,0.2056,0.263,0.268,0.2,-21.04%
2020년 06월 09일,0.2604,0.289,0.289,0.258,-9.71%
2020년 06월 08일,0.2884,0.285,0.296,0.267,0.07%
2020년 06월 07일,0.2882,0.2882,0.2882,0.2882,0.95%
2020년 06월 05일,0.2855,0.25,0.315,0.242,11.70%
2020년 06월 04일,0.2556,0.245,0.264,0.234,6.72%
2020년 06월 03일,0.2395,0.21,0.253,0.207,15.48%
2020년 06월 02일,0.2074,0.194,0.215,0.191,4.01%
2020년 06월 01일,0.1994,0.191,0.21,0.183,5.67%
2020년 05월 31일,0.1887,0.186,0.1887,0.186,-4.02%
2020년 05월 29일,0.1966,0.21,0.213,0.189,-9.69%
2020년 05월 28일,0.2177,0.231,0.231,0.212,-3.46%
2020년 05월 27일,0.2255,0.21,0.239,0.199,4.98%
2020년 05월 26일,0.2148,0.207,0.236,0.204,2.53%
2020년 05월 25일,0.2095,0.2095,0.2095,0.2095,1.31%
2020년 05월 22일,0.2068,0.212,0.214,0.191,-3.54%
2020년 05월 21일,0.2144,0.209,0.22,0.201,-1.20%
2020년 05월 20일,0.217,0.212,0.228,0.199,2.55%
2020년 05월 19일,0.2116,0.227,0.235,0.206,-9.03%
2020년 05월 18일,0.2326,0.183,0.241,0.177,25.53%
2020년 05월 17일,0.1853,0.1879,0.1879,0.1826,-2.73%
2020년 05월 15일,0.1905,0.196,0.198,0.172,0.11%
2020년 05월 14일,0.1903,0.198,0.206,0.183,-7.62%
2020년 05월 13일,0.206,0.203,0.214,0.188,-1.25%
2020년 05월 12일,0.2086,0.227,0.248,0.206,-6.54%
2020년 05월 11일,0.2232,0.221,0.237,0.194,2.43%
2020년 05월 10일,0.2179,0.2179,0.2179,0.2179,1.25%
2020년 05월 08일,0.2152,0.194,0.218,0.156,10.99%
2020년 05월 07일,0.1939,0.239,0.25,0.181,-20.76%
2020년 05월 06일,0.2447,0.261,0.269,0.239,-3.17%
2020년 05월 05일,0.2527,0.253,0.261,0.239,4.42%
2020년 05월 04일,0.242,0.258,0.261,0.231,-3.20%
2020년 05월 03일,0.25,0.25,0.25,0.25,0.00%
2020년 05월 01일,0.25,0.247,0.261,0.226,-1.03%
2020년 04월 30일,0.2526,0.25,0.255,0.221,-1.06%
2020년 04월 29일,0.2553,0.271,0.279,0.239,-4.95%
2020년 04월 28일,0.2686,0.29,0.29,0.253,-7.28%
2020년 04월 27일,0.2897,0.274,0.298,0.269,6.82%
2020년 04월 26일,0.2712,0.2712,0.2712,0.2712,0.00%
2020년 04월 24일,0.2712,0.274,0.279,0.255,1.01%
2020년 04월 23일,0.2685,0.258,0.279,0.255,2.01%
2020년 04월 22일,0.2632,0.253,0.271,0.234,9.90%
2020년 04월 21일,0.2395,0.255,0.261,0.221,-6.19%
2020년 04월 20일,0.2553,0.253,0.263,0.24,0.04%
2020년 04월 19일,0.2552,0.2526,0.2552,0.2526,2.08%
2020년 04월 17일,0.25,0.279,0.292,0.229,-2.04%
2020년 04월 16일,0.2552,0.245,0.261,0.221,5.37%
2020년 04월 15일,0.2422,0.281,0.289,0.229,-15.49%
2020년 04월 14일,0.2866,0.321,0.334,0.279,-12.09%
2020년 04월 13일,0.326,0.3,0.326,0.292,10.70%
2020년 04월 12일,0.2945,0.2971,0.2971,0.2945,-2.58%
2020년 04월 09일,0.3023,0.344,0.344,0.281,-12.20%
2020년 04월 08일,0.3443,0.35,0.373,0.318,-3.67%
2020년 04월 07일,0.3574,0.363,0.392,0.35,5.27%
2020년 04월 06일,0.3395,0.308,0.35,0.308,10.33%
2020년 04월 05일,0.3077,0.3077,0.3077,0.3077,3.60%
2020년 04월 03일,0.297,0.282,0.308,0.26,3.48%
2020년 04월 02일,0.287,0.255,0.292,0.253,-0.97%
2020년 04월 01일,0.2898,0.279,0.298,0.258,-1.86%
2020년 03월 31일,0.2953,0.28,0.303,0.248,-0.94%
2020년 03월 30일,0.2981,0.288,0.322,0.264,3.61%
2020년 03월 29일,0.2877,0.2983,0.2983,0.2877,-3.55%
2020년 03월 27일,0.2983,0.37,0.373,0.285,-19.98%
2020년 03월 26일,0.3728,0.37,0.389,0.32,-6.02%
2020년 03월 25일,0.3967,0.407,0.45,0.37,-6.86%
2020년 03월 24일,0.4259,0.334,0.447,0.331,24.71%
2020년 03월 23일,0.3415,0.321,0.373,0.268,5.63%
2020년 03월 22일,0.3233,0.3601,0.3601,0.3233,-16.35%
2020년 03월 20일,0.3865,0.566,0.572,0.363,-31.71%
2020년 03월 19일,0.566,0.6,0.672,0.447,-15.09%
2020년 03월 18일,0.6666,0.582,0.688,0.529,8.20%
2020년 03월 17일,0.6161,0.44,0.635,0.421,41.02%
2020년 03월 16일,0.4369,0.416,0.482,0.322,5.02%
2020년 03월 15일,0.416,0.395,0.4265,0.395,-33.32%
2020년 03월 13일,0.6239,0.576,0.645,0.511,12.90%
2020년 03월 12일,0.5526,0.629,0.679,0.437,-12.89%
2020년 03월 11일,0.6344,0.574,0.648,0.482,0.48%
2020년 03월 10일,0.6314,0.513,0.637,0.449,40.56%
2020년 03월 09일,0.4492,0.495,0.495,0.273,-11.61%
2020년 03월 08일,0.5082,0.5347,0.5347,0.4871,-9.01%
2020년 03월 06일,0.5585,0.627,0.635,0.432,-10.90%
2020년 03월 05일,0.6268,0.72,0.72,0.585,-12.32%
2020년 03월 04일,0.7149,0.692,0.723,0.627,1.03%
2020년 03월 03일,0.7076,0.905,0.91,0.628,-20.86%
2020년 03월 02일,0.8941,0.823,0.921,0.714,9.02%
2020년 03월 01일,0.8201,0.8228,0.8228,0.8201,-10.46%
2020년 02월 28일,0.9159,1.069,1.074,0.844,-13.67%
2020년 02월 27일,1.0609,1.136,1.139,1.024,-7.69%
2020년 02월 26일,1.1493,1.187,1.195,1.115,-2.74%
2020년 02월 25일,1.1817,1.225,1.251,1.128,-1.79%
2020년 02월 24일,1.2032,1.254,1.278,1.192,-8.74%
2020년 02월 23일,1.3185,1.3185,1.3185,1.3185,0.00%
2020년 02월 21일,1.3185,1.354,1.364,1.281,-2.97%
2020년 02월 20일,1.3589,1.405,1.407,1.345,-2.50%
2020년 02월 19일,1.3937,1.391,1.405,1.375,0.97%
2020년 02월 18일,1.3803,1.394,1.394,1.356,-0.96%
2020년 02월 17일,1.3937,1.3937,1.3937,1.3937,-0.39%
2020년 02월 14일,1.3991,1.41,1.421,1.383,-1.51%
2020년 02월 13일,1.4205,1.399,1.423,1.364,-0.19%
2020년 02월 12일,1.4232,1.404,1.426,1.399,1.36%
2020년 02월 11일,1.4041,1.39,1.41,1.382,2.59%
2020년 02월 10일,1.3687,1.369,1.404,1.35,0.19%
2020년 02월 09일,1.3661,1.3688,1.3688,1.3661,-1.57%
2020년 02월 07일,1.3879,1.44,1.459,1.383,-3.61%
2020년 02월 06일,1.4399,1.434,1.47,1.424,0.19%
2020년 02월 05일,1.4372,1.402,1.459,1.375,2.51%
2020년 02월 04일,1.402,1.326,1.418,1.326,5.07%
2020년 02월 03일,1.3343,1.302,1.378,1.299,2.47%
2020년 02월 02일,1.3021,1.3102,1.3102,1.3021,0.42%
2020년 01월 31일,1.2967,1.389,1.402,1.294,-7.01%
2020년 01월 30일,1.3944,1.395,1.397,1.34,0.19%
2020년 01월 29일,1.3918,1.451,1.462,1.389,-4.63%
2020년 01월 28일,1.4594,1.419,1.462,1.381,2.85%
2020년 01월 27일,1.4189,1.43,1.441,1.4,-0.57%
2020년 01월 26일,1.4271,1.4298,1.4298,1.4271,-3.64%
2020년 01월 24일,1.481,1.519,1.532,1.459,-1.61%
2020년 01월 23일,1.5053,1.527,1.527,1.484,-1.59%
2020년 01월 22일,1.5296,1.543,1.551,1.524,-0.17%
2020년 01월 21일,1.5322,1.573,1.573,1.524,-2.40%
2020년 01월 20일,1.5699,1.5753,1.5753,1.5699,-0.34%
2020년 01월 17일,1.5753,1.572,1.597,1.562,-0.16%
2020년 01월 16일,1.5778,1.567,1.591,1.556,0.86%
2020년 01월 15일,1.5643,1.578,1.586,1.559,-1.01%
2020년 01월 14일,1.5803,1.602,1.612,1.575,-1.34%
2020년 01월 13일,1.6018,1.626,1.626,1.588,1.02%
2020년 01월 12일,1.5857,1.5857,1.5857,1.5857,0.00%
2020년 01월 10일,1.5857,1.599,1.612,1.575,-0.67%
2020년 01월 09일,1.5964,1.604,1.631,1.591,-0.67%
2020년 01월 08일,1.6071,1.508,1.637,1.468,3.61%
2020년 01월 07일,1.5511,1.562,1.57,1.546,-0.53%
2020년 01월 06일,1.5593,1.527,1.576,1.516,2.32%
2020년 01월 05일,1.524,1.5267,1.5267,1.524,-1.40%
2020년 01월 03일,1.5457,1.562,1.573,1.524,-3.09%
2020년 01월 02일,1.595,1.614,1.625,1.565,-0.85%
2020년 01월 01일,1.6086,1.6086,1.6086,1.6086,0.00%
2019년 12월 31일,1.6086,1.595,1.617,1.587,0.85%
2019년 12월 30일,1.595,1.6,1.636,1.592,-0.18%
2019년 12월 29일,1.5978,1.5978,1.5978,1.5978,-0.17%
2019년 12월 27일,1.6005,1.647,1.647,1.6,-2.64%
2019년 12월 26일,1.6439,1.652,1.663,1.641,-0.33%
2019년 12월 25일,1.6493,1.6493,1.6493,1.6493,0.33%
2019년 12월 24일,1.6439,1.676,1.698,1.636,-1.93%
2019년 12월 23일,1.6763,1.666,1.687,1.655,0.65%
2019년 12월 22일,1.6655,1.6655,1.6655,1.6655,0.16%
2019년 12월 20일,1.6628,1.66,1.679,1.652,0.01%
2019년 12월 19일,1.6627,1.671,1.692,1.636,-0.48%
2019년 12월 18일,1.6707,1.655,1.687,1.641,1.14%
2019년 12월 17일,1.6518,1.649,1.663,1.641,-0.16%
2019년 12월 16일,1.6545,1.633,1.671,1.628,1.32%
2019년 12월 15일,1.633,1.633,1.633,1.633,0.49%
2019년 12월 13일,1.625,1.73,1.73,1.612,-3.81%
2019년 12월 12일,1.6894,1.628,1.722,1.593,3.96%
2019년 12월 11일,1.625,1.663,1.668,1.614,-2.41%
2019년 12월 10일,1.6652,1.63,1.668,1.606,2.14%
2019년 12월 09일,1.6303,1.647,1.647,1.622,-1.00%
2019년 12월 08일,1.6468,1.6468,1.6468,1.6468,0.17%
2019년 12월 06일,1.644,1.603,1.674,1.592,2.21%
2019년 12월 05일,1.6085,1.587,1.619,1.573,1.55%
2019년 12월 04일,1.584,1.546,1.598,1.524,2.82%
2019년 12월 03일,1.5405,1.614,1.636,1.511,-4.71%
2019년 12월 02일,1.6167,1.625,1.66,1.614,-0.34%
2019년 12월 01일,1.6222,1.6195,1.6249,1.6195,0.85%
2019년 11월 29일,1.6086,1.625,1.63,1.6,-0.84%
2019년 11월 28일,1.6222,1.6222,1.6222,1.6222,0.33%
2019년 11월 27일,1.6168,1.584,1.622,1.579,2.40%
2019년 11월 26일,1.5789,1.603,1.62,1.571,-1.02%
2019년 11월 25일,1.5952,1.62,1.636,1.595,-1.50%
2019년 11월 24일,1.6195,1.6195,1.6195,1.6195,0.50%
2019년 11월 22일,1.6114,1.587,1.617,1.571,1.01%
2019년 11월 21일,1.5953,1.558,1.598,1.534,1.54%
2019년 11월 20일,1.5711,1.582,1.59,1.552,-1.69%
2019년 11월 19일,1.5981,1.601,1.625,1.585,-0.34%
2019년 11월 18일,1.6035,1.609,1.638,1.585,-0.17%
2019년 11월 17일,1.6062,1.6062,1.6062,1.6062,-0.66%
2019년 11월 15일,1.6169,1.604,1.628,1.595,1.51%
2019년 11월 14일,1.5929,1.657,1.663,1.579,-4.19%
2019년 11월 13일,1.6625,1.692,1.697,1.638,-1.58%
2019년 11월 12일,1.6892,1.7,1.727,1.676,-0.63%
2019년 11월 11일,1.6999,1.7026,1.7026,1.6999,-0.63%
2019년 11월 08일,1.7106,1.697,1.724,1.66,0.65%
2019년 11월 07일,1.6996,1.604,1.734,1.598,5.28%
2019년 11월 06일,1.6143,1.625,1.633,1.596,-1.24%
2019년 11월 05일,1.6345,1.607,1.662,1.591,2.59%
2019년 11월 04일,1.5932,1.599,1.604,1.569,3.02%
2019년 11월 03일,1.5465,1.5465,1.5465,1.5465,0.00%
2019년 11월 01일,1.5465,1.521,1.577,1.506,2.01%
2019년 10월 31일,1.5161,1.603,1.631,1.508,-5.10%
2019년 10월 30일,1.5976,1.652,1.677,1.595,-3.13%
2019년 10월 29일,1.6493,1.655,1.671,1.633,-0.15%
2019년 10월 28일,1.6517,1.624,1.671,1.619,1.86%
2019년 10월 27일,1.6215,1.6242,1.6242,1.6215,0.00%
2019년 10월 25일,1.6215,1.572,1.641,1.569,2.44%
2019년 10월 24일,1.5829,1.58,1.602,1.553,-0.33%
2019년 10월 23일,1.5882,1.577,1.591,1.548,0.35%
2019년 10월 22일,1.5826,1.607,1.615,1.569,-1.33%
2019년 10월 21일,1.604,1.544,1.604,1.542,3.86%
2019년 10월 20일,1.5444,1.5444,1.5444,1.5444,-0.69%
2019년 10월 18일,1.5552,1.576,1.593,1.536,-1.17%
2019년 10월 17일,1.5736,1.555,1.622,1.544,0.36%
2019년 10월 16일,1.568,1.595,1.597,1.544,-2.17%
2019년 10월 15일,1.6028,1.56,1.611,1.512,2.42%
2019년 10월 14일,1.565,1.5623,1.565,1.5623,-0.17%
2019년 10월 11일,1.5677,1.501,1.608,1.482,4.10%
2019년 10월 10일,1.506,1.388,1.506,1.38,5.23%
2019년 10월 09일,1.4311,1.37,1.436,1.367,4.32%
2019년 10월 08일,1.3718,1.41,1.445,1.355,-3.45%
2019년 10월 07일,1.4208,1.339,1.424,1.334,5.86%
2019년 10월 06일,1.3422,1.3449,1.3449,1.3422,-1.40%
2019년 10월 04일,1.3612,1.351,1.391,1.329,0.78%
2019년 10월 03일,1.3507,1.427,1.435,1.324,-5.86%
2019년 10월 02일,1.4348,1.495,1.519,1.421,-3.99%
2019년 10월 01일,1.4945,1.562,1.63,1.478,-4.35%
2019년 09월 30일,1.5624,1.57,1.6,1.557,-0.51%
2019년 09월 29일,1.5704,1.5732,1.5732,1.5704,-0.35%
2019년 09월 27일,1.5759,1.597,1.625,1.56,-1.35%
2019년 09월 26일,1.5974,1.608,1.619,1.568,-1.16%
2019년 09월 25일,1.6162,1.554,1.624,1.538,4.37%
2019년 09월 24일,1.5485,1.611,1.616,1.527,-4.18%
2019년 09월 23일,1.616,1.64,1.657,1.559,-0.33%
2019년 09월 22일,1.6214,1.6214,1.6214,1.6214,0.00%
2019년 09월 20일,1.6214,1.691,1.7,1.616,-4.13%
2019년 09월 19일,1.6912,1.702,1.724,1.661,-0.94%
2019년 09월 18일,1.7073,1.68,1.718,1.613,1.29%
2019년 09월 17일,1.6855,1.723,1.723,1.675,-1.72%
2019년 09월 16일,1.715,1.764,1.764,1.702,-2.89%
2019년 09월 15일,1.7661,1.7661,1.7661,1.7661,0.00%
2019년 09월 13일,1.7661,1.661,1.769,1.653,6.15%
2019년 09월 12일,1.6637,1.639,1.674,1.562,2.83%
2019년 09월 11일,1.6179,1.61,1.623,1.591,-1.17%
2019년 09월 10일,1.6371,1.541,1.64,1.522,6.62%
2019년 09월 09일,1.5355,1.47,1.538,1.467,4.08%
2019년 09월 08일,1.4753,1.4726,1.4753,1.4726,0.00%
2019년 09월 06일,1.4753,1.464,1.601,1.442,0.55%
2019년 09월 05일,1.4672,1.359,1.5,1.359,7.99%
2019년 09월 04일,1.3586,1.367,1.397,1.35,-1.00%
2019년 09월 03일,1.3723,1.429,1.451,1.353,-3.81%
2019년 09월 02일,1.4266,1.432,1.432,1.4266,-0.38%
2019년 08월 30일,1.432,1.44,1.473,1.424,-0.95%
2019년 08월 29일,1.4458,1.408,1.467,1.4,2.10%
2019년 08월 28일,1.4161,1.438,1.449,1.405,-1.32%
2019년 08월 27일,1.4351,1.454,1.467,1.427,-1.67%
2019년 08월 26일,1.4594,1.384,1.478,1.368,5.65%
2019년 08월 25일,1.3814,1.376,1.3814,1.376,-4.82%
2019년 08월 23일,1.4514,1.53,1.57,1.424,-5.28%
2019년 08월 22일,1.5323,1.5,1.538,1.47,2.15%
2019년 08월 21일,1.5,1.452,1.505,1.449,3.91%
2019년 08월 20일,1.4436,1.479,1.484,1.428,-3.59%
2019년 08월 19일,1.4973,1.444,1.497,1.438,3.71%
2019년 08월 18일,1.4437,1.4464,1.4491,1.4437,0.38%
2019년 08월 16일,1.4383,1.446,1.484,1.428,1.11%
2019년 08월 15일,1.4225,1.529,1.543,1.414,-6.83%
2019년 08월 14일,1.5267,1.602,1.604,1.503,-5.32%
2019년 08월 13일,1.6125,1.521,1.615,1.489,7.12%
2019년 08월 12일,1.5053,1.639,1.639,1.497,-5.39%
2019년 08월 11일,1.591,1.591,1.591,1.591,0.00%
2019년 08월 09일,1.591,1.524,1.594,1.519,2.77%
2019년 08월 08일,1.5481,1.524,1.591,1.521,0.52%
2019년 08월 07일,1.5401,1.519,1.551,1.431,0.03%
2019년 08월 06일,1.5396,1.488,1.581,1.483,0.16%
2019년 08월 05일,1.5371,1.676,1.679,1.532,-8.29%
2019년 08월 04일,1.6761,1.6734,1.6761,1.6706,0.33%
2019년 08월 02일,1.6706,1.684,1.72,1.641,-1.46%
2019년 08월 01일,1.6954,1.837,1.865,1.652,-7.02%
2019년 07월 31일,1.8235,1.813,1.917,1.774,0.60%
2019년 07월 30일,1.8126,1.821,1.829,1.796,-0.30%
2019년 07월 29일,1.818,1.815,1.823,1.802,0.01%
2019년 07월 28일,1.8179,1.8288,1.8288,1.8152,-0.30%
2019년 07월 26일,1.8234,1.834,1.862,1.815,-0.73%
2019년 07월 25일,1.8368,1.78,1.845,1.763,2.58%
2019년 07월 24일,1.7906,1.804,1.807,1.766,-0.60%
2019년 07월 23일,1.8014,1.782,1.812,1.777,1.22%
2019년 07월 22일,1.7797,1.796,1.807,1.763,-1.05%
2019년 07월 21일,1.7986,1.7986,1.7986,1.7986,0.45%
2019년 07월 19일,1.7905,1.763,1.801,1.758,3.43%
2019년 07월 18일,1.7311,1.79,1.815,1.726,-2.87%
2019년 07월 17일,1.7823,1.839,1.842,1.782,-2.94%
2019년 07월 16일,1.8362,1.806,1.863,1.804,1.49%
2019년 07월 15일,1.8092,1.941,1.941,1.806,-0.88%
2019년 07월 14일,1.8252,1.8252,1.8252,1.8252,0.00%
2019년 07월 12일,1.8252,1.847,1.86,1.814,-1.74%
2019년 07월 11일,1.8576,1.79,1.863,1.769,3.29%
2019년 07월 10일,1.7984,1.868,1.901,1.793,-3.73%
2019년 07월 09일,1.8681,1.829,1.871,1.821,1.65%
2019년 07월 08일,1.8377,1.827,1.846,1.788,0.45%
2019년 07월 07일,1.8294,1.8294,1.8294,1.8294,0.45%
2019년 07월 05일,1.8212,1.704,1.838,1.695,6.91%
2019년 07월 04일,1.7035,1.7007,1.7062,1.7007,-0.32%
2019년 07월 03일,1.7089,1.701,1.714,1.671,-0.01%
2019년 07월 02일,1.709,1.725,1.736,1.698,-2.03%
2019년 07월 01일,1.7444,1.763,1.763,1.706,-0.93%
2019년 06월 30일,1.7608,1.7553,1.7608,1.7553,2.86%
2019년 06월 28일,1.7118,1.715,1.728,1.698,-0.01%
2019년 06월 27일,1.7119,1.739,1.783,1.704,-2.02%
2019년 06월 26일,1.7472,1.696,1.753,1.693,4.03%
2019년 06월 25일,1.6795,1.682,1.709,1.65,-0.49%
2019년 06월 24일,1.6877,1.731,1.739,1.677,-2.65%
2019년 06월 23일,1.7337,1.7283,1.7337,1.7283,0.16%
2019년 06월 21일,1.731,1.718,1.763,1.704,0.15%
2019년 06월 20일,1.7284,1.688,1.755,1.648,1.90%
2019년 06월 19일,1.6961,1.804,1.844,1.691,-5.55%
2019년 06월 18일,1.7958,1.809,1.817,1.739,-0.89%
2019년 06월 17일,1.812,1.804,1.825,1.79,0.61%
2019년 06월 16일,1.8011,1.793,1.8038,1.793,0.60%
2019년 06월 14일,1.7904,1.769,1.823,1.739,0.76%
2019년 06월 13일,1.7769,1.828,1.831,1.763,-2.51%
2019년 06월 12일,1.8227,1.86,1.866,1.806,-3.15%
2019년 06월 11일,1.882,1.868,1.91,1.863,0.13%
2019년 06월 10일,1.8795,1.869,1.88,1.838,0.43%
2019년 06월 09일,1.8715,1.8742,1.8742,1.8687,2.86%
2019년 06월 07일,1.8195,1.848,1.853,1.743,-1.23%
2019년 06월 06일,1.8421,1.815,1.861,1.779,1.33%
2019년 06월 05일,1.8179,1.851,1.851,1.739,-1.20%
2019년 06월 04일,1.8399,1.797,1.881,1.794,2.40%
2019년 06월 03일,1.7967,1.87,1.879,1.77,-3.80%
2019년 06월 02일,1.8677,1.8704,1.8704,1.8677,-0.58%
2019년 05월 31일,1.8786,1.974,1.977,1.87,-6.54%
2019년 05월 30일,2.01,2.056,2.084,2.002,-2.39%
2019년 05월 29일,2.0592,2.062,2.065,1.999,0.00%
2019년 05월 28일,2.0593,2.109,2.114,2.054,-2.33%
2019년 05월 27일,2.1085,2.1085,2.1085,2.1085,0.00%
2019년 05월 24일,2.1085,2.098,2.114,2.089,0.78%
2019년 05월 23일,2.0922,2.168,2.168,2.06,-3.27%
2019년 05월 22일,2.163,2.198,2.204,2.163,-1.86%
2019년 05월 21일,2.2039,2.174,2.209,2.168,1.25%
2019년 05월 20일,2.1766,2.16,2.179,2.141,0.75%
2019년 05월 19일,2.1603,2.1494,2.1603,2.1494,0.63%
2019년 05월 17일,2.1467,2.144,2.166,2.109,0.26%
2019년 05월 16일,2.1412,2.117,2.166,2.101,1.02%
2019년 05월 15일,2.1196,2.155,2.168,2.092,-1.88%
2019년 05월 14일,2.1602,2.147,2.174,2.136,0.38%
2019년 05월 13일,2.152,2.193,2.204,2.136,-2.09%
2019년 05월 12일,2.198,2.1953,2.198,2.1953,-1.70%
2019년 05월 10일,2.236,2.228,2.244,2.19,0.61%
2019년 05월 09일,2.2224,2.252,2.258,2.19,-1.80%
2019년 05월 08일,2.2631,2.247,2.269,2.212,0.96%
2019년 05월 07일,2.2415,2.25,2.28,2.236,-1.46%
2019년 05월 06일,2.2746,2.258,2.28,2.25,-1.32%
2019년 05월 05일,2.305,2.305,2.305,2.305,0.00%
2019년 05월 03일,2.305,2.322,2.399,2.288,-0.59%
2019년 05월 02일,2.3187,2.299,2.321,2.288,1.57%
2019년 05월 01일,2.2828,2.242,2.294,2.176,1.84%
2019년 04월 30일,2.2416,2.258,2.291,2.236,-1.21%
2019년 04월 29일,2.2691,2.264,2.28,2.25,0.73%
2019년 04월 26일,2.2526,2.291,2.313,2.244,-2.26%
2019년 04월 25일,2.3046,2.288,2.305,2.28,0.84%
2019년 04월 24일,2.2854,2.337,2.337,2.28,-2.11%
2019년 04월 23일,2.3346,2.356,2.362,2.321,-0.93%
2019년 04월 22일,2.3564,2.34,2.362,2.34,0.70%
2019년 04월 21일,2.34,2.3427,2.3427,2.34,-0.23%
2019년 04월 18일,2.3454,2.37,2.375,2.337,-1.36%
2019년 04월 17일,2.3778,2.381,2.405,2.367,-0.34%
2019년 04월 16일,2.3859,2.359,2.389,2.35,1.16%
2019년 04월 15일,2.3586,2.359,2.378,2.35,0.12%
2019년 04월 14일,2.3558,2.3558,2.3558,2.3558,-0.23%
2019년 04월 12일,2.3612,2.304,2.367,2.302,2.35%
2019년 04월 11일,2.3069,2.28,2.312,2.274,1.67%
2019년 04월 10일,2.269,2.304,2.307,2.261,-1.22%
2019년 04월 09일,2.297,2.314,2.322,2.28,-0.72%
2019년 04월 08일,2.3137,2.297,2.316,2.278,0.60%
2019년 04월 07일,2.3,2.3,2.3,2.3,0.24%
2019년 04월 05일,2.2944,2.295,2.336,2.286,-0.01%
2019년 04월 04일,2.2947,2.295,2.303,2.262,-0.24%
2019년 04월 03일,2.3003,2.256,2.3,2.251,1.95%
2019년 04월 02일,2.2564,2.284,2.287,2.254,-1.80%
2019년 04월 01일,2.2977,2.24,2.298,2.221,2.70%
2019년 03월 31일,2.2374,2.2319,2.2374,2.2319,1.24%
2019년 03월 29일,2.21,2.186,2.237,2.183,1.36%
2019년 03월 28일,2.1804,2.137,2.197,2.112,1.51%
2019년 03월 27일,2.1479,2.194,2.2,2.099,-2.24%
2019년 03월 26일,2.1972,2.184,2.23,2.173,1.00%
2019년 03월 25일,2.1755,2.255,2.268,2.148,-3.28%
2019년 03월 24일,2.2492,2.2519,2.2519,2.2492,0.24%
2019년 03월 22일,2.2438,2.339,2.342,2.227,-4.31%
2019년 03월 21일,2.3449,2.337,2.353,2.309,0.47%
2019년 03월 20일,2.334,2.424,2.427,2.32,-3.82%
2019년 03월 19일,2.4267,2.402,2.427,2.397,0.79%
2019년 03월 18일,2.4076,2.399,2.413,2.383,0.45%
2019년 03월 17일,2.3967,2.3967,2.3967,2.3967,0.11%
2019년 03월 15일,2.394,2.421,2.427,2.38,-1.12%
2019년 03월 14일,2.4212,2.427,2.438,2.405,-0.33%
2019년 03월 13일,2.4293,2.418,2.432,2.405,0.90%
2019년 03월 12일,2.4076,2.465,2.47,2.402,-1.94%
2019년 03월 11일,2.4552,2.439,2.461,2.433,0.68%
