날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 02월 18일,3.873,3.7945,3.8895,3.7945,0.94K,2.02%
2021년 02월 17일,3.7965,3.795,3.82,3.7675,3.08K,-0.05%
2021년 02월 16일,3.7985,3.77,3.805,3.7625,1.41K,-0.61%
2021년 02월 15일,3.8218,3.8005,3.834,3.7997,-,0.57%
2021년 02월 14일,3.8003,3.796,3.8087,3.796,-,1.23%
2021년 02월 12일,3.754,3.73,3.7745,3.727,1.22K,0.09%
2021년 02월 11일,3.7505,3.7455,3.7615,3.73,1.68K,0.07%
2021년 02월 10일,3.748,3.6545,3.759,3.6515,2.70K,1.63%
2021년 02월 09일,3.688,3.654,3.6935,3.638,2.02K,1.28%
2021년 02월 08일,3.6415,3.624,3.651,3.607,1.76K,0.91%
2021년 02월 05일,3.6085,3.5855,3.617,3.5715,2.35K,1.79%
2021년 02월 04일,3.545,3.5545,3.5545,3.5295,0.65K,-0.17%
2021년 02월 03일,3.551,3.524,3.5525,3.5,0.98K,1.05%
2021년 02월 02일,3.514,3.5385,3.5385,3.493,0.91K,-0.52%
2021년 02월 01일,3.5325,3.5225,3.5655,3.512,0.91K,-0.31%
2021년 01월 29일,3.5435,3.564,3.5925,3.53,0.82K,-0.62%
2021년 01월 28일,3.5655,3.549,3.59,3.4945,0.90K,0.11%
2021년 01월 27일,3.5615,3.6225,3.6235,3.535,0.81K,-1.70%
2021년 01월 26일,3.623,3.6,3.627,3.585,1.23K,-0.15%
2021년 01월 25일,3.6285,3.621,3.6265,3.599,0.54K,0.15%
2021년 01월 22일,3.623,3.631,3.631,3.5725,1.11K,-0.60%
2021년 01월 21일,3.645,3.651,3.6675,3.6335,0.56K,0.25%
2021년 01월 20일,3.636,3.6215,3.646,3.621,0.48K,0.23%
2021년 01월 19일,3.6275,3.562,3.6365,3.562,0.81K,0.30%
2021년 01월 18일,3.6168,3.5762,3.6488,3.5737,-,1.14%
2021년 01월 17일,3.576,3.6,3.606,3.5585,-,-0.76%
2021년 01월 15일,3.6035,3.67,3.675,3.59,0.32K,-1.58%
2021년 01월 14일,3.6615,3.6285,3.664,3.6285,1.54K,1.22%
2021년 01월 13일,3.6175,3.636,3.6425,3.6135,0.96K,0.33%
2021년 01월 12일,3.6055,3.586,3.6375,3.586,0.61K,1.02%
2021년 01월 11일,3.569,3.6685,3.6685,3.5565,0.26K,-3.03%
2021년 01월 08일,3.6805,3.7335,3.7335,3.646,0.75K,-0.53%
2021년 01월 07일,3.7,3.673,3.7125,3.6525,0.45K,1.23%
2021년 01월 06일,3.655,3.656,3.699,3.6375,0.42K,0.34%
2021년 01월 05일,3.6425,3.5955,3.6565,3.5925,0.88K,2.27%
2021년 01월 04일,3.5615,3.54,3.606,3.54,0.22K,1.18%
2021년 01월 01일,3.52,3.52,3.52,3.52,-,-0.11%
2020년 12월 31일,3.524,3.534,3.534,3.5245,0.04K,-0.86%
2020년 12월 30일,3.5545,3.5495,3.5755,3.5495,0.23K,-0.07%
2020년 12월 29일,3.557,3.5675,3.569,3.564,0.02K,-0.50%
2020년 12월 28일,3.575,3.586,3.617,3.581,0.57K,0.27%
2020년 12월 24일,3.5655,3.552,3.5655,3.552,0.07K,0.14%
2020년 12월 23일,3.5605,3.5005,3.568,3.498,0.07K,0.92%
2020년 12월 22일,3.528,3.58,3.58,3.525,0.57K,-1.59%
2020년 12월 21일,3.585,3.653,3.653,3.5675,0.20K,-1.35%
2020년 12월 18일,3.634,3.591,3.644,3.591,0.54K,0.93%
2020년 12월 17일,3.6005,3.5675,3.607,3.5675,0.16K,1.14%
2020년 12월 16일,3.56,3.5445,3.576,3.5445,0.24K,0.30%
2020년 12월 15일,3.5495,3.523,3.5495,3.523,0.18K,0.34%
2020년 12월 14일,3.5375,3.5535,3.5585,3.527,0.37K,0.08%
2020년 12월 11일,3.5345,3.5945,3.6065,3.5035,0.33K,-1.15%
2020년 12월 10일,3.5755,3.5185,3.5895,3.5185,0.60K,1.59%
2020년 12월 09일,3.5195,3.5175,3.5415,3.4965,0.52K,0.30%
2020년 12월 08일,3.509,3.5105,3.5105,3.4925,0.30K,-0.47%
2020년 12월 07일,3.5255,3.537,3.542,3.488,1.06K,-0.06%
2020년 12월 04일,3.5275,3.5125,3.533,3.504,0.22K,1.00%
2020년 12월 03일,3.4925,3.4875,3.517,3.467,0.26K,0.11%
2020년 12월 02일,3.4885,3.502,3.503,3.449,0.51K,-0.07%
2020년 12월 01일,3.491,3.48,3.5205,3.4775,0.38K,1.38%
2020년 11월 30일,3.4435,3.4245,3.4995,3.4245,0.25K,0.64%
2020년 11월 27일,3.4215,3.3585,3.42,3.3585,0.10K,2.20%
2020년 11월 26일,3.3478,3.3117,3.3585,3.309,-,0.20%
2020년 11월 25일,3.341,3.3405,3.345,3.314,0.17K,0.44%
2020년 11월 24일,3.3265,3.3,3.3275,3.3,0.08K,1.19%
2020년 11월 23일,3.2875,3.275,3.275,3.2675,0.11K,-0.80%
2020년 11월 20일,3.314,3.235,3.312,3.235,0.37K,2.54%
2020년 11월 19일,3.232,3.2115,3.2425,3.202,0.20K,0.20%
2020년 11월 18일,3.2255,3.26,3.26,3.2225,0.25K,0.05%
2020년 11월 17일,3.224,3.2295,3.2295,3.2005,0.33K,-0.52%
2020년 11월 16일,3.241,3.259,3.259,3.2265,0.36K,1.44%
2020년 11월 13일,3.195,3.179,3.2045,3.179,0.11K,0.98%
2020년 11월 12일,3.164,3.1745,3.176,3.166,0.06K,0.29%
2020년 11월 11일,3.155,3.173,3.173,3.154,0.02K,-0.74%
2020년 11월 10일,3.1785,3.1355,3.1355,3.1355,0.14K,0.13%
2020년 11월 09일,3.1745,3.209,3.209,3.159,0.15K,0.03%
2020년 11월 06일,3.1735,3.1675,3.1675,3.165,0.19K,1.54%
2020년 11월 05일,3.1255,3.127,3.127,3.127,0.18K,0.30%
2020년 11월 04일,3.116,3.095,3.1225,3.0505,0.54K,0.55%
2020년 11월 03일,3.099,3.1235,3.1235,3.097,0.30K,0.13%
2020년 11월 02일,3.095,3.101,3.101,3.0845,0.09K,0.95%
2020년 10월 30일,3.066,3.064,3.0775,3.0575,0.08K,-0.23%
2020년 10월 29일,3.073,3.068,3.0865,3.068,0.02K,-0.23%
2020년 10월 28일,3.08,3.1115,3.1205,3.083,0.10K,-0.95%
2020년 10월 27일,3.1095,3.1085,3.1085,3.107,0.08K,0.34%
2020년 10월 26일,3.099,3.09,3.0985,3.09,0.08K,-1.20%
2020년 10월 23일,3.1365,3.1435,3.1435,3.1435,0.07K,-0.67%
2020년 10월 22일,3.1575,3.149,3.156,3.149,0.29K,-1.10%
2020년 10월 21일,3.1925,3.1755,3.2,3.1755,0.14K,1.51%
2020년 10월 20일,3.145,3.13,3.142,3.1295,0.14K,1.62%
2020년 10월 19일,3.095,3.103,3.1055,3.099,0.21K,0.52%
2020년 10월 16일,3.079,3.0915,3.0955,3.083,0.51K,-0.74%
2020년 10월 15일,3.102,3.066,3.104,3.0605,0.20K,0.81%
2020년 10월 14일,3.077,3.0755,3.0775,3.074,0.02K,0.29%
2020년 10월 13일,3.068,3.071,3.071,3.0525,0.05K,-0.50%
2020년 10월 12일,3.0835,3.0855,3.0855,3.0855,0.04K,-0.19%
2020년 10월 09일,3.0895,3.081,3.091,3.08,0.12K,1.15%
2020년 10월 08일,3.0545,3.052,3.052,3.052,0.21K,-0.08%
2020년 10월 07일,3.057,3.005,3.0495,3.005,0.14K,2.09%
2020년 10월 06일,2.9945,2.989,2.9975,2.982,0.12K,0.08%
2020년 10월 05일,2.992,2.97,2.987,2.97,0.03K,-0.35%
2020년 10월 02일,3.0025,2.8995,2.996,2.8995,0.10K,3.77%
2020년 10월 01일,2.8935,2.9785,2.9785,2.89,0.11K,-5.22%
2020년 09월 30일,3.053,3.042,3.042,3.042,0.19K,1.51%
2020년 09월 29일,3.0075,3.015,3.015,3.015,0.14K,-0.13%
2020년 09월 28일,3.0115,3.021,3.021,3,0.14K,0.85%
2020년 09월 25일,2.986,2.994,2.995,2.994,0.24K,0.13%
2020년 09월 24일,2.982,2.945,2.981,2.945,0.34K,-0.85%
2020년 09월 23일,3.0075,3.019,3.019,2.978,0.34K,-1.84%
2020년 09월 22일,3.064,3.078,3.078,3.0725,0.19K,1.01%
2020년 09월 21일,3.0335,3.1085,3.1085,3.0425,0.92K,-2.80%
2020년 09월 18일,3.121,3.1,3.101,3.1,0.96K,1.02%
2020년 09월 17일,3.0895,3.049,3.0905,3.049,0.03K,0.11%
2020년 09월 16일,3.086,3.085,3.085,3.085,0.04K,-0.13%
2020년 09월 15일,3.09,3.098,3.098,3.098,0.03K,-0.18%
2020년 09월 14일,3.0955,3.084,3.0995,3.084,0.16K,0.93%
2020년 09월 11일,3.067,3.0575,3.0705,3.0575,0.05K,1.24%
2020년 09월 10일,3.0295,3.045,3.0735,3.0325,0.01K,-1.72%
2020년 09월 09일,3.0825,3.0575,3.073,3.0575,0.01K,0.83%
2020년 09월 08일,3.057,3.1,3.1,3.045,0.16K,-0.41%
2020년 09월 07일,3.0697,3.074,3.088,3.0427,-,-0.16%
2020년 09월 06일,3.0745,3.079,3.079,3.0623,-,-0.49%
2020년 09월 04일,3.0895,3.004,3.004,3.004,0.25K,2.61%
2020년 09월 03일,3.011,3.0075,3.008,3.0075,0.08K,-1.46%
2020년 09월 02일,3.0555,3.0425,3.049,3.0425,0.01K,-0.15%
2020년 09월 01일,3.06,3.056,3.056,3.056,0.02K,-1.02%
2020년 08월 31일,3.0915,3.0745,3.0745,3.0745,0.02K,1.54%
2020년 08월 28일,3.0445,3.056,3.056,3.056,0.08K,0.73%
2020년 08월 27일,3.0225,3.0165,3.0165,3.0165,0.04K,0.23%
2020년 08월 26일,3.0155,3.005,3.005,3.005,0.01K,0.84%
2020년 08월 25일,2.9905,2.9855,2.989,2.974,0.03K,0.13%
2020년 08월 24일,2.9865,2.992,2.992,2.992,0.00K,0.49%
2020년 08월 21일,2.972,2.967,2.97,2.9605,0.10K,-1.80%
2020년 08월 20일,3.0265,3.0295,3.0295,3.0215,0.04K,-1.29%
2020년 08월 19일,3.066,3.033,3.067,3.033,0.11K,1.37%
2020년 08월 18일,3.0245,2.971,3,2.971,0.07K,1.92%
2020년 08월 17일,2.9675,2.9475,2.9625,2.9425,0.00K,1.42%
2020년 08월 14일,2.926,2.925,2.925,2.918,0.01K,1.61%
2020년 08월 13일,2.8795,2.9245,2.925,2.853,0.00K,-2.55%
2020년 08월 12일,2.955,2.9215,2.947,2.913,0.01K,0.46%
2020년 08월 11일,2.9415,2.9185,2.93,2.918,0.02K,0.44%
2020년 08월 10일,2.9285,2.8445,2.9375,2.8445,0.00K,2.27%
2020년 08월 07일,2.8635,2.85,2.85,2.85,0.00K,-3.93%
2020년 08월 06일,2.9805,2.9715,2.9715,2.9715,0.02K,0.00%
2020년 08월 05일,2.9805,2.969,2.9865,2.9665,0.02K,0.57%
2020년 08월 04일,2.9635,2.9725,2.9725,2.942,0.03K,-0.37%
2020년 08월 03일,2.9745,2.969,2.969,2.969,0.01K,1.57%
2020년 07월 31일,2.9285,2.913,2.9135,2.913,0.05K,-1.21%
2020년 07월 30일,2.9645,2.9465,2.955,2.9355,0.01K,-0.08%
2020년 07월 29일,2.967,2.955,2.955,2.955,0.02K,0.07%
2020년 07월 28일,2.965,2.938,2.938,2.938,0.02K,0.68%
2020년 07월 27일,2.945,2.9575,2.9575,2.9555,0.01K,0.48%
2020년 07월 24일,2.931,2.9255,2.9385,2.9055,0.06K,-1.33%
2020년 07월 23일,2.9705,2.97,2.97,2.97,0.02K,0.17%
2020년 07월 22일,2.9655,2.99,3.02,2.99,0.01K,-1.18%
2020년 07월 21일,3.001,2.9985,2.9985,2.9985,0.01K,1.37%
2020년 07월 20일,2.9605,2.942,2.942,2.942,0.03K,0.51%
2020년 07월 17일,2.9455,2.925,2.9415,2.9245,0.03K,0.12%
2020년 07월 16일,2.942,2.924,2.931,2.924,0.01K,0.46%
2020년 07월 15일,2.9285,2.9815,2.9815,2.9815,0.03K,-1.61%
2020년 07월 14일,2.9765,2.9795,2.9795,2.968,0.08K,-0.52%
2020년 07월 13일,2.992,3.0245,3.0245,2.965,0.03K,1.84%
2020년 07월 10일,2.938,2.8795,2.9095,2.879,0.17K,1.89%
2020년 07월 09일,2.8835,2.866,2.899,2.866,0.04K,0.84%
2020년 07월 08일,2.8595,2.847,2.8525,2.841,0.25K,0.70%
2020년 07월 07일,2.8395,2.838,2.8395,2.837,0.06K,0.91%
2020년 07월 06일,2.814,2.756,2.7945,2.7945,0.07K,4.26%
2020년 07월 03일,2.699,2.733,2.737,2.698,-,-3.62%
2020년 07월 02일,2.8005,2.806,2.806,2.806,0.00K,0.43%
2020년 07월 01일,2.7885,2.764,2.7755,2.764,0.01K,0.31%
2020년 06월 30일,2.78,2.776,2.776,2.776,0.00K,1.31%
2020년 06월 29일,2.744,2.7305,2.731,2.7215,0.01K,0.48%
2020년 06월 26일,2.731,2.7145,2.7145,2.7145,0.03K,-0.16%
2020년 06월 25일,2.7355,2.6925,2.7165,2.6885,0.02K,0.74%
2020년 06월 24일,2.7155,2.7415,2.7415,2.724,0.03K,-0.35%
2020년 06월 23일,2.725,2.716,2.716,2.716,0.00K,0.22%
2020년 06월 22일,2.719,2.7125,2.7125,2.7125,0.00K,1.23%
2020년 06월 19일,2.686,2.712,2.712,2.6945,0.01K,0.49%
2020년 06월 18일,2.673,2.671,2.671,2.671,0.01K,-0.09%
2020년 06월 17일,2.6755,2.663,2.665,2.663,0.05K,0.87%
2020년 06월 16일,2.6525,2.676,2.676,2.676,0.06K,0.09%
2020년 06월 15일,2.65,2.6315,2.6315,2.6315,0.13K,-0.97%
2020년 06월 12일,2.676,2.66,2.672,2.6495,0.13K,0.77%
2020년 06월 11일,2.6555,2.6895,2.7005,2.662,0.07K,-2.41%
2020년 06월 10일,2.721,2.682,2.7115,2.682,0.01K,1.99%
2020년 06월 09일,2.668,2.625,2.625,2.625,0.01K,1.23%
2020년 06월 08일,2.6355,2.61,2.61,2.61,0.17K,0.53%
2020년 06월 05일,2.6215,2.62,2.62,2.62,0.01K,2.58%
2020년 06월 04일,2.5555,2.545,2.545,2.545,0.08K,0.12%
2020년 06월 03일,2.5525,2.5575,2.5575,2.5465,0.02K,-0.18%
2020년 06월 02일,2.557,2.545,2.545,2.545,0.10K,0.73%
2020년 06월 01일,2.5385,2.492,2.5295,2.4855,0.17K,1.54%
2020년 05월 29일,2.5,2.4695,2.471,2.46,0.03K,0.42%
2020년 05월 28일,2.4895,2.442,2.473,2.44,0.03K,1.20%
2020년 05월 27일,2.46,2.429,2.429,2.419,0.01K,-1.26%
2020년 05월 26일,2.4915,2.4725,2.4725,2.4615,0.00K,3.55%
2020년 05월 25일,2.406,2.398,2.414,2.386,-,0.38%
2020년 05월 24일,2.397,2.393,2.399,2.387,-,-2.56%
2020년 05월 22일,2.46,2.424,2.424,2.424,0.00K,-1.80%
2020년 05월 21일,2.505,2.512,2.512,2.512,0.00K,-0.87%
2020년 05월 20일,2.527,2.5045,2.5045,2.5035,0.00K,1.57%
2020년 05월 19일,2.488,2.4755,2.476,2.4755,0.00K,0.73%
2020년 05월 18일,2.47,2.464,2.464,2.464,0.00K,3.00%
2020년 05월 15일,2.398,2.375,2.375,2.375,0.06K,-0.62%
2020년 05월 14일,2.413,2.391,2.391,2.391,0.01K,-0.29%
2020년 05월 13일,2.42,2.4075,2.4075,2.4075,0.02K,-0.31%
2020년 05월 12일,2.4275,2.4245,2.4245,2.4245,0.01K,-0.80%
2020년 05월 11일,2.447,2.4255,2.4255,2.4255,0.02K,-1.13%
2020년 05월 08일,2.475,2.468,2.468,2.468,0.00K,1.19%
2020년 05월 07일,2.446,2.4195,2.42,2.4015,0.01K,1.16%
2020년 05월 06일,2.418,2.395,2.395,2.395,0.00K,0.77%
2020년 05월 05일,2.3995,2.375,2.376,2.374,0.00K,0.95%
2020년 05월 04일,2.377,2.329,2.329,2.329,0.01K,0.30%
2020년 05월 01일,2.37,2.3435,2.3435,2.3435,0.00K,-1.27%
2020년 04월 30일,2.4005,2.432,2.432,2.4115,0.03K,-1.21%
2020년 04월 29일,2.43,2.438,2.438,2.438,0.05K,0.89%
2020년 04월 28일,2.4085,2.4,2.4,2.4,0.00K,0.08%
2020년 04월 27일,2.4065,2.397,2.397,2.395,0.03K,0.23%
2020년 04월 24일,2.401,2.3795,2.3795,2.3795,0.01K,0.73%
2020년 04월 23일,2.3835,2.382,2.3825,2.382,0.01K,0.27%
2020년 04월 22일,2.377,2.329,2.35,2.329,0.04K,1.65%
2020년 04월 21일,2.3385,2.3795,2.3795,2.3795,0.01K,-2.58%
2020년 04월 20일,2.4005,2.372,2.372,2.372,0.01K,-0.44%
2020년 04월 17일,2.411,2.396,2.4035,2.3795,0.02K,2.14%
2020년 04월 16일,2.3605,2.3565,2.358,2.3565,0.02K,0.00%
2020년 04월 15일,2.3605,2.3535,2.3535,2.3535,0.01K,-1.48%
2020년 04월 14일,2.396,2.386,2.386,2.3725,0.03K,0.71%
2020년 04월 13일,2.379,2.344,2.344,2.344,0.00K,4.80%
2020년 04월 10일,2.27,2.27,2.27,2.27,-,-2.68%
2020년 04월 09일,2.3325,2.331,2.3355,2.331,0.01K,0.11%
2020년 04월 08일,2.33,2.2995,2.2995,2.294,0.02K,0.06%
2020년 04월 07일,2.3285,2.346,2.346,2.346,0.05K,2.58%
2020년 04월 06일,2.27,2.248,2.248,2.248,0.05K,1.11%
2020년 04월 03일,2.245,2.248,2.248,2.215,0.00K,-1.23%
2020년 04월 02일,2.273,2.252,2.252,2.252,0.01K,1.79%
2020년 04월 01일,2.233,2.2115,2.2115,2.2115,0.01K,-2.19%
2020년 03월 31일,2.283,2.237,2.237,2.237,0.01K,3.02%
2020년 03월 30일,2.216,2.193,2.193,2.193,8.02K,-0.56%
2020년 03월 27일,2.2285,2.187,2.205,2.187,0.01K,-0.36%
2020년 03월 26일,2.2365,2.213,2.213,2.213,0.01K,-0.97%
2020년 03월 25일,2.2585,2.2525,2.2565,2.2525,0.01K,1.19%
2020년 03월 24일,2.232,2.2015,2.2015,2.2015,0.00K,3.81%
2020년 03월 23일,2.15,2.127,2.127,2.127,0.10K,-3.28%
2020년 03월 20일,2.223,2.2195,2.2225,2.2195,0.01K,-1.11%
2020년 03월 19일,2.248,2.15,2.15,2.15,0.01K,1.58%
2020년 03월 18일,2.213,2.335,2.335,2.17,0.01K,-6.66%
2020년 03월 17일,2.371,2.434,2.434,2.35,0.00K,-3.11%
2020년 03월 16일,2.447,2.42,2.42,2.42,0.00K,-2.65%
2020년 03월 13일,2.5135,2.4945,2.4945,2.4945,8.48K,-0.32%
2020년 03월 12일,2.5215,2.5025,2.5025,2.5025,0.01K,-1.10%
2020년 03월 11일,2.5495,2.5295,2.5295,2.5295,0.01K,-0.76%
2020년 03월 10일,2.569,2.5515,2.5515,2.5515,0.01K,0.43%
2020년 03월 09일,2.558,2.5315,2.532,2.5315,0.00K,-1.90%
2020년 03월 06일,2.6075,2.5885,2.5885,2.5885,0.01K,-0.70%
2020년 03월 05일,2.626,2.6075,2.6075,2.6075,0.03K,-0.44%
2020년 03월 04일,2.6375,2.6185,2.6185,2.6185,0.01K,0.48%
2020년 03월 03일,2.625,2.6065,2.6065,2.6065,0.02K,-0.85%
2020년 03월 02일,2.6475,2.5525,2.5615,2.5525,0.01K,2.04%
2020년 02월 28일,2.5945,2.56,2.56,2.5595,0.02K,-0.86%
2020년 02월 27일,2.617,2.574,2.574,2.574,0.02K,-0.19%
2020년 02월 26일,2.622,2.6215,2.6215,2.5825,0.01K,-0.34%
2020년 02월 25일,2.631,2.6055,2.6055,2.6055,0.01K,-0.27%
2020년 02월 24일,2.638,2.619,2.619,2.619,0.00K,-1.29%
2020년 02월 21일,2.6725,2.644,2.699,2.644,0.00K,0.66%
2020년 02월 20일,2.655,2.636,2.636,2.636,7.47K,-0.67%
2020년 02월 19일,2.673,2.655,2.656,2.654,0.01K,0.07%
2020년 02월 18일,2.671,2.6515,2.6515,2.6515,0.01K,1.95%
2020년 02월 17일,2.62,2.607,2.633,2.602,-,0.50%
2020년 02월 16일,2.607,2.599,2.61,2.599,-,-2.12%
2020년 02월 14일,2.6635,2.647,2.647,2.647,0.01K,-0.54%
2020년 02월 13일,2.678,2.661,2.661,2.661,0.03K,0.37%
2020년 02월 12일,2.668,2.6505,2.6505,2.6505,9.07K,0.57%
2020년 02월 11일,2.653,2.6355,2.6355,2.6355,7.58K,1.26%
2020년 02월 10일,2.62,2.602,2.602,2.602,9.11K,-0.11%
2020년 02월 07일,2.623,2.605,2.605,2.605,9.35K,-1.34%
2020년 02월 06일,2.6585,2.653,2.653,2.653,0.00K,0.61%
2020년 02월 05일,2.6425,2.628,2.628,2.628,0.01K,1.17%
2020년 02월 04일,2.612,2.5995,2.5995,2.5995,0.00K,1.44%
2020년 02월 03일,2.575,2.556,2.556,2.556,0.02K,-0.12%
2020년 01월 31일,2.578,2.558,2.558,2.558,0.01K,-0.23%
2020년 01월 30일,2.584,2.5685,2.5685,2.5685,3.63K,-1.15%
2020년 01월 29일,2.614,2.625,2.63,2.625,0.01K,-0.57%
2020년 01월 28일,2.629,2.621,2.621,2.621,0.00K,-0.81%
2020년 01월 27일,2.6505,2.6425,2.6425,2.6425,0.01K,-3.14%
2020년 01월 24일,2.7365,2.727,2.727,2.727,3.00K,-1.51%
2020년 01월 23일,2.7785,2.769,2.769,2.769,2.77K,-1.40%
2020년 01월 22일,2.818,2.818,2.818,2.818,0.00K,-0.84%
2020년 01월 21일,2.842,2.8315,2.8315,2.8315,0.04K,-0.07%
2020년 01월 20일,2.844,2.852,2.861,2.837,-,-0.25%
2020년 01월 19일,2.851,2.846,2.851,2.845,-,-1.37%
2020년 01월 17일,2.8905,2.88,2.88,2.88,2.87K,-0.02%
2020년 01월 16일,2.891,2.8805,2.8805,2.8805,7.19K,-0.74%
2020년 01월 15일,2.9125,2.902,2.902,2.902,3.36K,-0.24%
2020년 01월 14일,2.9195,2.909,2.909,2.909,4.78K,0.52%
2020년 01월 13일,2.9045,2.894,2.894,2.894,4.33K,1.59%
2020년 01월 10일,2.859,2.8485,2.8485,2.8485,3.38K,0.42%
2020년 01월 09일,2.847,2.8365,2.8365,2.8365,7.65K,-0.26%
2020년 01월 08일,2.8545,2.844,2.844,2.844,8.15K,0.51%
2020년 01월 07일,2.84,2.8295,2.8295,2.8295,5.04K,0.21%
2020년 01월 06일,2.834,2.8235,2.8235,2.8235,2.41K,0.07%
2020년 01월 03일,2.832,2.8215,2.8215,2.8215,2.74K,-1.32%
2020년 01월 02일,2.87,2.8595,2.8595,2.8595,3.31K,2.28%
2020년 01월 01일,2.806,2.798,2.807,2.798,-,-1.39%
2019년 12월 31일,2.8455,2.835,2.835,2.835,0.01K,-1.03%
2019년 12월 30일,2.875,2.866,2.866,2.866,2.14K,0.14%
2019년 12월 27일,2.871,2.8605,2.8605,2.8605,1.81K,-0.67%
2019년 12월 26일,2.8905,2.88,2.88,2.88,1.14K,1.85%
2019년 12월 25일,2.838,2.825,2.842,2.825,-,-1.03%
2019년 12월 24일,2.8675,2.857,2.857,2.857,2.03K,0.70%
2019년 12월 23일,2.8475,2.838,2.838,2.838,2.05K,0.05%
2019년 12월 20일,2.846,2.837,2.837,2.837,0.01K,-0.61%
2019년 12월 19일,2.8635,2.855,2.855,2.855,0.01K,0.32%
2019년 12월 18일,2.8545,2.844,2.844,2.844,2.63K,-0.12%
2019년 12월 17일,2.858,2.8475,2.8475,2.8475,0.00K,0.18%
2019년 12월 16일,2.853,2.8425,2.8425,2.8425,0.01K,0.79%
2019년 12월 13일,2.8305,2.8205,2.8205,2.8205,0.00K,-0.65%
2019년 12월 12일,2.849,2.838,2.838,2.838,0.02K,0.26%
2019년 12월 11일,2.8415,2.8305,2.8305,2.8305,7.21K,0.76%
2019년 12월 10일,2.82,2.809,2.809,2.809,7.31K,0.30%
2019년 12월 09일,2.8115,2.8005,2.8005,2.8005,6.99K,1.08%
2019년 12월 06일,2.7815,2.7705,2.7705,2.7705,5.03K,2.26%
2019년 12월 05일,2.72,2.709,2.709,2.709,3.03K,0.24%
2019년 12월 04일,2.7135,2.7025,2.7025,2.7025,3.82K,1.27%
2019년 12월 03일,2.6795,2.6685,2.6685,2.6685,3.19K,-1.07%
2019년 12월 02일,2.7085,2.6975,2.6975,2.6975,2.84K,-0.35%
2019년 11월 29일,2.718,2.707,2.707,2.707,2.00K,1.80%
2019년 11월 28일,2.67,2.694,2.695,2.667,-,-2.84%
2019년 11월 27일,2.748,2.737,2.737,2.737,0.03K,-0.11%
2019년 11월 26일,2.751,2.74,2.74,2.74,4.72K,1.34%
2019년 11월 25일,2.7145,2.7035,2.7035,2.7035,1.71K,0.09%
2019년 11월 22일,2.712,2.701,2.701,2.701,0.01K,0.71%
2019년 11월 21일,2.693,2.682,2.682,2.682,1.70K,-0.88%
2019년 11월 20일,2.717,2.706,2.706,2.706,2.52K,-0.26%
2019년 11월 19일,2.724,2.713,2.713,2.713,3.18K,1.34%
2019년 11월 18일,2.688,2.677,2.677,2.677,3.45K,-0.61%
2019년 11월 15일,2.7045,2.6935,2.6935,2.6935,1.78K,0.52%
2019년 11월 14일,2.6905,2.6795,2.6795,2.6795,2.91K,-0.55%
2019년 11월 13일,2.7055,2.7065,2.7065,2.7065,0.00K,-0.22%
2019년 11월 12일,2.7115,2.7005,2.7005,2.7005,1.51K,-0.55%
2019년 11월 11일,2.7265,2.7155,2.7155,2.7155,0.01K,-0.55%
2019년 11월 08일,2.7415,2.769,2.779,2.769,0.00K,-1.49%
2019년 11월 07일,2.783,2.772,2.772,2.772,4.40K,2.20%
2019년 11월 06일,2.723,2.712,2.712,2.712,2.19K,-1.20%
2019년 11월 05일,2.756,2.745,2.745,2.745,1.15K,1.01%
2019년 11월 04일,2.7285,2.7175,2.7175,2.7175,2.66K,0.81%
2019년 11월 01일,2.7065,2.6955,2.6955,2.6955,1.43K,0.37%
2019년 10월 31일,2.6965,2.6855,2.6855,2.6855,0.02K,-1.64%
2019년 10월 30일,2.7415,2.7305,2.7305,2.7305,0.00K,-0.25%
2019년 10월 29일,2.7485,2.7375,2.7375,2.7375,0.38K,0.22%
2019년 10월 28일,2.7425,2.7315,2.7315,2.7315,0.20K,0.29%
2019년 10월 25일,2.7345,2.7235,2.7235,2.7235,0.30K,0.24%
2019년 10월 24일,2.728,2.717,2.717,2.717,0.25K,-0.09%
2019년 10월 23일,2.7305,2.7195,2.7195,2.7195,0.75K,1.13%
2019년 10월 22일,2.7,2.7,2.7,2.7,0.00K,-0.26%
2019년 10월 21일,2.707,2.696,2.696,2.696,0.48K,0.41%
2019년 10월 18일,2.696,2.685,2.685,2.685,0.49K,1.32%
2019년 10월 17일,2.661,2.65,2.65,2.65,0.74K,0.24%
2019년 10월 16일,2.6545,2.6435,2.6435,2.6435,0.59K,-0.82%
2019년 10월 15일,2.6765,2.6655,2.6655,2.6655,0.45K,-0.69%
2019년 10월 14일,2.695,2.684,2.684,2.684,0.56K,0.22%
2019년 10월 11일,2.689,2.678,2.678,2.678,1.74K,0.64%
2019년 10월 10일,2.672,2.661,2.661,2.661,0.59K,1.54%
2019년 10월 09일,2.6315,2.6205,2.6205,2.6205,0.00K,-0.13%
2019년 10월 08일,2.635,2.624,2.624,2.624,1.60K,-0.25%
2019년 10월 07일,2.6415,2.6305,2.6305,2.6305,1.87K,0.57%
2019년 10월 04일,2.6265,2.616,2.616,2.616,0.45K,0.29%
2019년 10월 03일,2.619,2.608,2.608,2.608,0.58K,-0.61%
2019년 10월 02일,2.635,2.625,2.625,2.625,0.97K,0.21%
