날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 08월 24일,"3,385.64","3,391.11","3,396.57","3,368.03",26.62B,0.15%
2020년 08월 21일,"3,380.68","3,380.23","3,393.92","3,358.00",28.75B,0.50%
2020년 08월 20일,"3,363.90","3,385.96","3,394.56","3,352.78",33.56B,-1.30%
2020년 08월 19일,"3,408.13","3,444.56","3,454.46","3,406.16",40.57B,-1.24%
2020년 08월 18일,"3,451.09","3,441.93","3,456.72","3,432.64",38.07B,0.36%
2020년 08월 17일,"3,438.80","3,373.90","3,450.90","3,369.37",43.46B,2.34%
2020년 08월 14일,"3,360.10","3,315.67","3,362.03","3,302.74",30.60B,1.19%
2020년 08월 13일,"3,320.73","3,328.18","3,338.15","3,309.46",32.43B,0.04%
2020년 08월 12일,"3,319.27","3,327.49","3,335.73","3,263.27",37.83B,-0.63%
2020년 08월 11일,"3,340.29","3,379.49","3,409.06","3,336.09",40.05B,-1.15%
2020년 08월 10일,"3,379.25","3,341.53","3,399.93","3,335.04",38.14B,0.75%
2020년 08월 07일,"3,354.04","3,370.59","3,374.13","3,307.71",40.39B,-0.96%
2020년 08월 06일,"3,386.46","3,380.76","3,392.70","3,334.33",41.53B,0.26%
2020년 08월 05일,"3,377.56","3,363.33","3,383.64","3,333.88",38.58B,0.17%
2020년 08월 04일,"3,371.69","3,376.44","3,391.07","3,352.50",44.23B,0.11%
2020년 08월 03일,"3,367.97","3,332.18","3,368.10","3,327.68",40.75B,1.75%
2020년 07월 31일,"3,310.01","3,280.80","3,333.79","3,261.61",35.38B,0.71%
2020년 07월 30일,"3,286.82","3,299.57","3,312.45","3,282.16",34.07B,-0.23%
2020년 07월 29일,"3,294.55","3,221.99","3,294.55","3,209.99",32.49B,2.06%
2020년 07월 28일,"3,227.96","3,226.13","3,245.30","3,208.49",28.94B,0.71%
2020년 07월 27일,"3,205.23","3,210.39","3,221.98","3,174.66",29.93B,0.26%
2020년 07월 24일,"3,196.77","3,310.65","3,319.13","3,184.96",42.71B,-3.86%
2020년 07월 23일,"3,325.11","3,306.15","3,336.30","3,257.83",40.70B,-0.24%
2020년 07월 22일,"3,333.16","3,315.18","3,381.98","3,311.79",39.33B,0.37%
2020년 07월 21일,"3,320.89","3,330.55","3,336.68","3,300.57",35.93B,0.20%
2020년 07월 20일,"3,314.15","3,243.91","3,314.15","3,220.68",41.86B,3.11%
2020년 07월 17일,"3,214.13","3,214.40","3,252.78","3,181.27",35.97B,0.13%
2020년 07월 16일,"3,210.10","3,356.36","3,373.53","3,209.73",49.06B,-4.50%
2020년 07월 15일,"3,361.30","3,422.08","3,432.45","3,345.75",49.20B,-1.56%
2020년 07월 14일,"3,414.62","3,435.02","3,451.22","3,366.08",54.32B,-0.83%
2020년 07월 13일,"3,443.29","3,379.39","3,458.79","3,369.04",55.80B,1.77%
2020년 07월 10일,"3,383.32","3,418.93","3,433.11","3,372.51",55.61B,-1.95%
2020년 07월 09일,"3,450.59","3,403.48","3,456.97","3,393.64",62.00B,1.39%
2020년 07월 08일,"3,403.44","3,337.55","3,421.53","3,327.71",58.71B,1.74%
2020년 07월 07일,"3,345.34","3,380.95","3,407.08","3,336.24",65.78B,0.37%
2020년 07월 06일,"3,332.88","3,187.84","3,337.27","3,187.84",64.39B,5.71%
2020년 07월 03일,"3,152.81","3,104.00","3,152.81","3,104.00",45.88B,2.01%
2020년 07월 02일,"3,090.57","3,023.72","3,092.44","3,021.67",39.11B,2.13%
2020년 07월 01일,"3,025.98","2,991.18","3,026.19","2,984.98",27.33B,1.38%
2020년 06월 30일,"2,984.67","2,965.11","2,990.83","2,965.11",21.50B,0.78%
2020년 06월 29일,"2,961.52","2,973.08","2,977.91","2,951.77",22.06B,-0.61%
2020년 06월 24일,"2,979.55","2,972.98","2,982.94","2,971.22",21.32B,0.30%
2020년 06월 23일,"2,970.62","2,960.89","2,972.40","2,949.85",22.52B,0.18%
2020년 06월 22일,"2,965.27","2,966.90","2,983.44","2,959.03",26.79B,-0.08%
2020년 06월 19일,"2,967.63","2,938.79","2,973.32","2,935.82",26.43B,0.96%
2020년 06월 18일,"2,939.32","2,929.88","2,942.90","2,920.11",25.87B,0.12%
2020년 06월 17일,"2,935.87","2,932.67","2,936.62","2,919.04",23.47B,0.14%
2020년 06월 16일,"2,931.75","2,912.83","2,931.78","2,909.13",22.33B,1.44%
2020년 06월 15일,"2,890.03","2,908.28","2,922.54","2,890.03",24.32B,-1.02%
2020년 06월 12일,"2,919.74","2,876.80","2,930.25","2,872.62",23.60B,-0.04%
2020년 06월 11일,"2,920.90","2,939.79","2,952.65","2,912.19",23.37B,-0.78%
2020년 06월 10일,"2,943.75","2,951.28","2,951.33","2,934.84",20.79B,-0.42%
2020년 06월 09일,"2,956.11","2,939.54","2,957.12","2,932.94",20.90B,0.62%
2020년 06월 08일,"2,937.77","2,941.98","2,950.07","2,934.21",23.11B,0.24%
2020년 06월 05일,"2,930.80","2,923.19","2,930.80","2,909.12",21.74B,0.40%
2020년 06월 04일,"2,919.25","2,931.84","2,932.97","2,910.75",22.66B,-0.14%
2020년 06월 03일,"2,923.37","2,930.39","2,942.76","2,922.66",25.57B,0.07%
2020년 06월 02일,"2,921.40","2,916.32","2,926.36","2,909.13",25.61B,0.20%
2020년 06월 01일,"2,915.43","2,871.96","2,917.15","2,871.96",26.02B,2.21%
2020년 05월 29일,"2,852.35","2,835.58","2,855.38","2,829.63",20.68B,0.22%
2020년 05월 28일,"2,846.22","2,838.21","2,861.92","2,820.15",20.75B,0.33%
2020년 05월 27일,"2,836.80","2,847.32","2,849.00","2,831.93",19.81B,-0.34%
2020년 05월 26일,"2,846.55","2,827.90","2,848.34","2,825.90",17.46B,1.01%
2020년 05월 25일,"2,817.97","2,816.24","2,821.50","2,802.47",17.29B,0.15%
2020년 05월 22일,"2,813.77","2,863.05","2,863.05","2,808.02",20.91B,-1.89%
2020년 05월 21일,"2,867.92","2,890.72","2,891.52","2,864.21",20.35B,-0.55%
2020년 05월 20일,"2,883.74","2,896.47","2,896.47","2,876.18",21.05B,-0.51%
2020년 05월 19일,"2,898.58","2,897.69","2,900.22","2,887.58",19.72B,0.81%
2020년 05월 18일,"2,875.42","2,872.52","2,889.98","2,862.27",22.60B,0.24%
2020년 05월 15일,"2,868.46","2,880.71","2,884.22","2,863.37",18.90B,-0.07%
2020년 05월 14일,"2,870.34","2,887.06","2,887.06","2,869.18",19.78B,-0.96%
2020년 05월 13일,"2,898.05","2,882.96","2,900.26","2,875.54",18.51B,0.22%
2020년 05월 12일,"2,891.56","2,894.62","2,897.90","2,871.23",19.71B,-0.11%
2020년 05월 11일,"2,894.80","2,901.57","2,914.28","2,884.38",22.51B,-0.02%
2020년 05월 08일,"2,895.34","2,882.71","2,903.80","2,879.20",22.68B,0.83%
2020년 05월 07일,"2,871.52","2,876.47","2,882.02","2,864.58",22.67B,-0.23%
2020년 05월 06일,"2,878.14","2,831.63","2,879.26","2,830.65",24.98B,0.63%
2020년 04월 30일,"2,860.08","2,832.38","2,865.59","2,832.38",24.25B,1.33%
2020년 04월 29일,"2,822.44","2,801.38","2,831.76","2,800.74",20.21B,0.44%
2020년 04월 28일,"2,810.02","2,819.99","2,821.75","2,758.25",25.39B,-0.19%
2020년 04월 27일,"2,815.49","2,812.24","2,832.67","2,802.96",21.01B,0.25%
2020년 04월 24일,"2,808.53","2,834.94","2,834.94","2,802.50",23.52B,-1.06%
2020년 04월 23일,"2,838.50","2,850.51","2,853.64","2,835.90",24.88B,-0.19%
2020년 04월 22일,"2,843.98","2,814.07","2,843.98","2,808.48",21.73B,0.60%
2020년 04월 21일,"2,827.01","2,842.24","2,842.24","2,808.02",23.32B,-0.90%
2020년 04월 20일,"2,852.55","2,840.41","2,852.99","2,833.26",21.18B,0.50%
2020년 04월 17일,"2,838.49","2,835.56","2,854.96","2,830.02",24.57B,0.66%
2020년 04월 16일,"2,819.94","2,798.43","2,823.34","2,796.84",20.30B,0.31%
2020년 04월 15일,"2,811.17","2,826.66","2,829.75","2,808.70",20.56B,-0.57%
2020년 04월 14일,"2,827.28","2,794.80","2,827.30","2,789.43",20.27B,1.59%
2020년 04월 13일,"2,783.05","2,784.60","2,792.89","2,774.08",17.71B,-0.49%
2020년 04월 10일,"2,796.63","2,827.19","2,833.01","2,789.98",23.35B,-1.04%
2020년 04월 09일,"2,825.90","2,825.84","2,832.40","2,820.43",23.82B,0.37%
2020년 04월 08일,"2,815.37","2,805.92","2,823.21","2,800.30",24.35B,-0.19%
2020년 04월 07일,"2,820.76","2,806.97","2,823.28","2,801.84",27.02B,2.05%
2020년 04월 03일,"2,763.99","2,773.58","2,780.59","2,754.07",20.08B,-0.60%
2020년 04월 02일,"2,780.64","2,720.23","2,780.64","2,719.90",21.79B,1.69%
2020년 04월 01일,"2,734.52","2,743.54","2,773.36","2,731.08",21.73B,-0.57%
2020년 03월 31일,"2,750.30","2,767.31","2,771.17","2,743.12",21.86B,0.11%
2020년 03월 30일,"2,747.21","2,739.72","2,759.10","2,723.05",23.97B,-0.90%
2020년 03월 27일,"2,772.20","2,792.98","2,805.55","2,771.76",24.08B,0.26%
2020년 03월 26일,"2,764.91","2,761.90","2,788.50","2,753.43",23.41B,-0.60%
2020년 03월 25일,"2,781.59","2,775.30","2,788.64","2,757.80",27.31B,2.17%
2020년 03월 24일,"2,722.44","2,703.02","2,723.41","2,667.13",25.70B,2.34%
2020년 03월 23일,"2,660.17","2,677.59","2,703.33","2,656.50",24.98B,-3.11%
2020년 03월 20일,"2,745.62","2,727.02","2,751.90","2,702.49",25.20B,1.61%
2020년 03월 19일,"2,702.13","2,719.41","2,736.82","2,646.80",30.23B,-0.98%
2020년 03월 18일,"2,728.76","2,792.32","2,815.87","2,728.76",29.12B,-1.83%
2020년 03월 17일,"2,779.64","2,796.28","2,826.91","2,715.22",30.61B,-0.34%
2020년 03월 16일,"2,789.25","2,897.30","2,898.03","2,784.66",35.19B,-3.40%
2020년 03월 13일,"2,887.43","2,804.23","2,910.88","2,799.98",36.64B,-1.23%
2020년 03월 12일,"2,923.49","2,936.02","2,944.47","2,906.28",30.78B,-1.52%
2020년 03월 11일,"2,968.52","3,001.76","3,010.03","2,968.52",35.25B,-0.94%
2020년 03월 10일,"2,996.76","2,918.93","3,000.30","2,904.80",39.33B,1.82%
2020년 03월 09일,"2,943.29","2,987.18","2,989.21","2,940.71",41.46B,-3.01%
2020년 03월 06일,"3,034.51","3,039.94","3,052.44","3,029.46",36.21B,-1.21%
2020년 03월 05일,"3,071.68","3,036.15","3,074.26","3,022.93",44.54B,1.99%
2020년 03월 04일,"3,011.67","2,981.81","3,012.00","2,974.36",35.33B,0.63%
2020년 03월 03일,"2,992.90","3,006.89","3,026.84","2,976.62",41.01B,0.74%
2020년 03월 02일,"2,970.93","2,899.31","2,982.51","2,899.31",36.73B,3.15%
2020년 02월 28일,"2,880.30","2,924.64","2,948.13","2,878.54",40.12B,-3.71%
2020년 02월 27일,"2,991.33","2,992.49","3,009.46","2,980.48",35.05B,0.11%
2020년 02월 26일,"2,987.93","2,978.42","3,028.78","2,974.94",46.90B,-0.83%
2020년 02월 25일,"3,013.05","2,982.07","3,016.95","2,943.72",44.16B,-0.60%
2020년 02월 24일,"3,031.23","3,027.89","3,042.18","3,007.36",37.04B,-0.28%
2020년 02월 21일,"3,039.67","3,022.25","3,058.90","3,020.14",36.46B,0.31%
2020년 02월 20일,"3,030.15","2,981.88","3,031.37","2,968.45",34.57B,1.84%
2020년 02월 19일,"2,975.40","2,979.52","2,998.27","2,971.82",31.51B,-0.32%
2020년 02월 18일,"2,984.97","2,981.41","2,990.60","2,960.78",31.17B,0.05%
2020년 02월 17일,"2,983.62","2,924.99","2,983.64","2,924.99",31.32B,2.28%
2020년 02월 14일,"2,917.01","2,899.87","2,926.94","2,899.57",25.07B,0.38%
2020년 02월 13일,"2,906.07","2,927.14","2,935.41","2,901.24",27.48B,-0.71%
2020년 02월 12일,"2,926.90","2,895.56","2,926.90","2,892.42",24.87B,0.87%
2020년 02월 11일,"2,901.67","2,894.54","2,913.82","2,882.24",26.92B,0.39%
2020년 02월 10일,"2,890.49","2,860.50","2,891.85","2,851.05",29.49B,0.51%
2020년 02월 07일,"2,875.96","2,858.93","2,875.96","2,838.77",30.95B,0.33%
2020년 02월 06일,"2,866.51","2,826.89","2,876.59","2,807.61",31.64B,1.72%
2020년 02월 05일,"2,818.09","2,792.37","2,842.74","2,778.86",30.98B,1.25%
2020년 02월 04일,"2,783.29","2,685.27","2,786.16","2,685.27",36.40B,1.34%
2020년 02월 03일,"2,746.61","2,716.70","2,766.58","2,716.70",21.59B,-7.72%
2020년 01월 23일,"2,976.53","3,037.95","3,045.04","2,955.35",27.28B,-2.75%
2020년 01월 22일,"3,060.75","3,038.49","3,069.25","3,006.27",22.39B,0.28%
2020년 01월 21일,"3,052.14","3,085.79","3,085.79","3,051.23",23.48B,-1.41%
2020년 01월 20일,"3,095.79","3,082.11","3,096.31","3,070.48",21.05B,0.66%
2020년 01월 17일,"3,075.50","3,081.46","3,091.95","3,067.25",19.03B,0.05%
2020년 01월 16일,"3,074.08","3,095.73","3,096.37","3,070.88",20.34B,-0.52%
2020년 01월 15일,"3,090.04","3,103.17","3,107.94","3,082.04",20.23B,-0.54%
2020년 01월 14일,"3,106.82","3,120.67","3,127.17","3,105.60",23.00B,-0.28%
2020년 01월 13일,"3,115.57","3,091.49","3,115.57","3,075.38",21.06B,0.75%
2020년 01월 10일,"3,092.29","3,102.29","3,105.22","3,081.40",21.04B,-0.08%
2020년 01월 09일,"3,094.88","3,082.64","3,097.33","3,080.13",24.34B,0.91%
2020년 01월 08일,"3,066.89","3,094.24","3,094.24","3,059.13",29.79B,-1.22%
2020년 01월 07일,"3,104.80","3,085.49","3,105.45","3,084.33",27.66B,0.69%
2020년 01월 06일,"3,083.41","3,070.91","3,107.20","3,065.31",31.26B,-0.01%
2020년 01월 03일,"3,083.79","3,089.02","3,093.82","3,074.52",26.15B,-0.05%
2020년 01월 02일,"3,085.20","3,066.34","3,098.10","3,066.34",29.25B,1.15%
2019년 12월 31일,"3,050.12","3,036.39","3,051.68","3,030.51",21.74B,0.33%
2019년 12월 30일,"3,040.02","2,998.17","3,041.40","2,983.34",24.81B,1.16%
2019년 12월 27일,"3,005.04","3,006.85","3,036.11","3,003.63",24.71B,-0.08%
2019년 12월 26일,"3,007.35","2,981.25","3,007.35","2,980.40",18.24B,0.85%
2019년 12월 25일,"2,981.88","2,980.43","2,988.29","2,970.66",17.57B,-0.03%
2019년 12월 24일,"2,982.68","2,965.83","2,983.82","2,960.68",16.30B,0.67%
2019년 12월 23일,"2,962.75","2,999.04","3,009.34","2,960.43",20.57B,-1.40%
2019년 12월 20일,"3,004.94","3,019.64","3,027.48","3,002.26",21.51B,-0.40%
2019년 12월 19일,"3,017.07","3,017.15","3,021.42","3,007.99",20.86B,0.00%
2019년 12월 18일,"3,017.04","3,021.47","3,033.23","3,011.72",24.41B,-0.18%
2019년 12월 17일,"3,022.42","2,985.26","3,039.38","2,982.50",29.30B,1.27%
2019년 12월 16일,"2,984.39","2,970.97","2,984.64","2,958.71",21.19B,0.56%
2019년 12월 13일,"2,967.68","2,937.78","2,969.98","2,935.85",21.20B,1.78%
2019년 12월 12일,"2,915.70","2,926.34","2,926.34","2,913.48",15.18B,-0.30%
2019년 12월 11일,"2,924.42","2,922.60","2,928.26","2,915.00",16.55B,0.24%
2019년 12월 10일,"2,917.32","2,908.94","2,919.20","2,902.79",17.01B,0.10%
2019년 12월 09일,"2,914.48","2,914.46","2,919.59","2,905.25",16.08B,0.08%
2019년 12월 06일,"2,912.01","2,902.28","2,912.01","2,894.75",13.41B,0.43%
2019년 12월 05일,"2,899.47","2,886.52","2,902.00","2,885.08",14.32B,0.74%
2019년 12월 04일,"2,878.12","2,876.91","2,882.50","2,869.42",12.55B,-0.23%
2019년 12월 03일,"2,884.70","2,869.88","2,884.86","2,857.32",12.38B,0.31%
2019년 12월 02일,"2,875.81","2,874.45","2,888.89","2,870.24",12.88B,0.13%
2019년 11월 29일,"2,871.98","2,885.97","2,892.39","2,858.58",12.26B,-0.61%
2019년 11월 28일,"2,889.69","2,902.36","2,909.84","2,883.43",11.95B,-0.47%
2019년 11월 27일,"2,903.19","2,905.40","2,914.49","2,893.42",13.39B,-0.13%
2019년 11월 26일,"2,907.06","2,912.52","2,915.04","2,897.93",17.00B,0.03%
2019년 11월 25일,"2,906.17","2,885.61","2,906.61","2,880.65",17.86B,0.72%
2019년 11월 22일,"2,885.29","2,906.24","2,925.02","2,873.99",15.86B,-0.63%
2019년 11월 21일,"2,903.64","2,902.55","2,910.36","2,891.53",12.35B,-0.25%
2019년 11월 20일,"2,911.05","2,928.11","2,930.49","2,907.42",13.74B,-0.78%
2019년 11월 19일,"2,933.99","2,904.28","2,933.99","2,902.86",13.54B,0.85%
2019년 11월 18일,"2,909.20","2,889.55","2,911.38","2,884.09",12.44B,0.62%
2019년 11월 15일,"2,891.34","2,911.35","2,917.83","2,891.20",13.55B,-0.64%
2019년 11월 14일,"2,909.87","2,907.74","2,917.37","2,899.62",12.91B,0.16%
2019년 11월 13일,"2,905.24","2,913.02","2,913.86","2,893.97",12.98B,-0.33%
2019년 11월 12일,"2,914.82","2,913.00","2,918.30","2,891.51",12.97B,0.17%
2019년 11월 11일,"2,909.97","2,949.96","2,949.96","2,906.77",15.79B,-1.83%
2019년 11월 08일,"2,964.18","2,993.98","2,998.76","2,962.84",14.97B,-0.49%
2019년 11월 07일,"2,978.71","2,978.15","2,988.95","2,969.12",13.70B,0.00%
2019년 11월 06일,"2,978.60","2,992.04","2,995.56","2,969.72",16.53B,-0.43%
2019년 11월 05일,"2,991.56","2,977.70","3,008.31","2,968.03",17.99B,0.54%
2019년 11월 04일,"2,975.49","2,964.58","2,983.06","2,964.58",16.72B,0.58%
2019년 11월 01일,"2,958.20","2,924.34","2,959.83","2,917.15",15.99B,0.99%
2019년 10월 31일,"2,929.06","2,944.84","2,946.75","2,923.52",16.16B,-0.35%
2019년 10월 30일,"2,939.32","2,949.46","2,953.30","2,934.83",15.88B,-0.50%
2019년 10월 29일,"2,954.18","2,979.04","2,979.04","2,954.18",16.61B,-0.87%
2019년 10월 28일,"2,980.05","2,958.69","2,980.13","2,956.96",17.37B,0.85%
2019년 10월 25일,"2,954.93","2,940.47","2,958.24","2,920.52",13.69B,0.48%
2019년 10월 24일,"2,940.92","2,944.01","2,953.04","2,927.06",12.65B,-0.02%
2019년 10월 23일,"2,941.62","2,952.97","2,957.30","2,934.63",12.38B,-0.43%
2019년 10월 22일,"2,954.38","2,945.60","2,954.64","2,934.39",11.75B,0.50%
2019년 10월 21일,"2,939.62","2,933.90","2,940.32","2,917.69",13.25B,0.05%
2019년 10월 18일,"2,938.14","2,982.34","2,987.20","2,933.24",15.00B,-1.32%
2019년 10월 17일,"2,977.33","2,979.99","2,986.72","2,969.57",12.25B,-0.05%
2019년 10월 16일,"2,978.71","2,992.61","3,010.42","2,975.92",14.99B,-0.41%
2019년 10월 15일,"2,991.05","3,005.66","3,005.66","2,986.30",15.54B,-0.56%
2019년 10월 14일,"3,007.88","2,993.96","3,026.38","2,989.81",20.86B,1.15%
2019년 10월 11일,"2,973.66","2,954.82","2,980.79","2,943.01",16.12B,0.88%
2019년 10월 10일,"2,947.71","2,923.71","2,949.24","2,918.23",13.42B,0.78%
2019년 10월 09일,"2,924.86","2,902.08","2,924.86","2,891.54",13.04B,0.39%
2019년 10월 08일,"2,913.57","2,905.76","2,933.02","2,905.76",12.55B,0.29%
2019년 09월 30일,"2,905.19","2,927.92","2,936.48","2,905.19",11.66B,-0.92%
2019년 09월 27일,"2,932.17","2,929.49","2,939.08","2,920.93",13.29B,0.11%
2019년 09월 26일,"2,929.09","2,964.48","2,970.04","2,928.26",18.89B,-0.89%
2019년 09월 25일,"2,955.43","2,977.67","2,977.67","2,955.43",16.85B,-1.00%
2019년 09월 24일,"2,985.34","2,979.48","3,002.90","2,973.76",16.39B,0.28%
2019년 09월 23일,"2,977.08","2,998.40","2,998.40","2,960.83",16.81B,-0.98%
2019년 09월 20일,"3,006.45","3,004.81","3,011.34","2,996.19",18.21B,0.24%
2019년 09월 19일,"2,999.28","2,992.92","2,999.28","2,975.40",16.27B,0.46%
2019년 09월 18일,"2,985.66","2,984.08","2,996.40","2,982.40",16.80B,0.25%
2019년 09월 17일,"2,978.12","3,023.71","3,023.71","2,970.57",22.33B,-1.74%
2019년 09월 16일,"3,030.75","3,041.92","3,042.93","3,020.05",22.19B,-0.02%
2019년 09월 12일,"3,031.24","3,016.63","3,033.47","3,005.19",19.70B,0.75%
2019년 09월 11일,"3,008.81","3,029.93","3,030.56","3,004.22",22.98B,-0.41%
2019년 09월 10일,"3,021.20","3,027.41","3,027.41","3,005.38",24.00B,-0.12%
2019년 09월 09일,"3,024.74","3,023.78","3,026.24","3,005.69",24.34B,0.84%
2019년 09월 06일,"2,999.60","2,996.62","2,999.94","2,981.60",21.68B,0.46%
2019년 09월 05일,"2,985.86","2,972.66","3,015.84","2,972.66",30.54B,0.96%
2019년 09월 04일,"2,957.41","2,927.75","2,957.41","2,925.88",22.55B,0.93%
2019년 09월 03일,"2,930.15","2,925.94","2,930.15","2,915.20",18.90B,0.21%
2019년 09월 02일,"2,924.11","2,886.94","2,928.48","2,883.68",20.28B,1.31%
2019년 08월 30일,"2,886.24","2,907.38","2,914.58","2,874.10",19.40B,-0.16%
2019년 08월 29일,"2,890.92","2,896.00","2,898.60","2,878.59",17.86B,-0.10%
2019년 08월 28일,"2,893.76","2,901.63","2,905.44","2,887.01",18.31B,-0.29%
2019년 08월 27일,"2,902.19","2,879.52","2,919.64","2,879.41",20.81B,1.35%
2019년 08월 26일,"2,863.57","2,851.02","2,870.49","2,849.24",16.99B,-1.17%
2019년 08월 23일,"2,897.43","2,885.15","2,902.46","2,878.74",15.92B,0.49%
2019년 08월 22일,"2,883.44","2,887.66","2,888.50","2,867.55",14.92B,0.11%
2019년 08월 21일,"2,880.33","2,875.47","2,885.59","2,872.56",15.90B,0.01%
2019년 08월 20일,"2,880.00","2,879.08","2,892.08","2,875.00",18.97B,-0.11%
2019년 08월 19일,"2,883.10","2,835.52","2,883.10","2,829.85",21.45B,2.10%
2019년 08월 16일,"2,823.82","2,817.57","2,840.32","2,811.80",14.86B,0.28%
2019년 08월 15일,"2,815.80","2,762.34","2,815.90","2,756.83",15.28B,0.25%
2019년 08월 14일,"2,808.91","2,824.49","2,829.89","2,807.72",14.40B,0.42%
2019년 08월 13일,"2,797.26","2,798.05","2,802.04","2,790.61",13.09B,-0.63%
2019년 08월 12일,"2,814.99","2,781.98","2,814.99","2,776.62",13.16B,1.45%
2019년 08월 09일,"2,774.75","2,805.59","2,808.33","2,770.48",14.82B,-0.71%
2019년 08월 08일,"2,794.55","2,784.18","2,799.69","2,782.24",14.95B,0.93%
2019년 08월 07일,"2,768.68","2,789.02","2,792.69","2,768.68",15.77B,-0.32%
2019년 08월 06일,"2,777.56","2,776.99","2,787.42","2,733.92",23.11B,-1.56%
2019년 08월 05일,"2,821.50","2,854.58","2,863.69","2,821.50",16.74B,-1.62%
2019년 08월 02일,"2,867.84","2,861.33","2,872.47","2,851.44",18.49B,-1.41%
2019년 08월 01일,"2,908.77","2,920.85","2,927.34","2,901.75",14.24B,-0.81%
2019년 07월 31일,"2,932.51","2,944.40","2,944.40","2,926.49",14.11B,-0.67%
2019년 07월 30일,"2,952.34","2,946.26","2,965.63","2,946.26",14.83B,0.39%
2019년 07월 29일,"2,941.01","2,943.92","2,948.47","2,932.98",12.80B,-0.12%
2019년 07월 26일,"2,944.54","2,928.06","2,948.33","2,924.45",13.93B,0.24%
2019년 07월 25일,"2,937.36","2,923.19","2,937.36","2,916.15",14.57B,0.48%
2019년 07월 24일,"2,923.28","2,907.93","2,936.45","2,907.79",15.52B,0.80%
2019년 07월 23일,"2,899.94","2,886.90","2,901.36","2,883.05",12.93B,0.45%
2019년 07월 22일,"2,886.97","2,925.79","2,927.16","2,879.69",18.07B,-1.27%
2019년 07월 19일,"2,924.20","2,909.68","2,939.60","2,909.68",14.95B,0.79%
2019년 07월 18일,"2,901.18","2,921.74","2,921.74","2,901.18",14.99B,-1.04%
2019년 07월 17일,"2,931.69","2,933.02","2,942.07","2,924.46",14.96B,-0.20%
2019년 07월 16일,"2,937.62","2,938.64","2,944.82","2,931.29",13.18B,-0.16%
2019년 07월 15일,"2,942.19","2,921.55","2,955.00","2,886.70",16.76B,0.40%
2019년 07월 12일,"2,930.55","2,915.34","2,938.53","2,905.81",13.78B,0.44%
2019년 07월 11일,"2,917.76","2,928.06","2,945.80","2,907.89",14.37B,0.08%
2019년 07월 10일,"2,915.30","2,935.19","2,936.75","2,908.16",13.55B,-0.44%
2019년 07월 09일,"2,928.23","2,928.82","2,937.76","2,912.81",14.51B,-0.17%
2019년 07월 08일,"2,933.36","2,997.81","2,997.81","2,918.72",21.15B,-2.58%
2019년 07월 05일,"3,011.06","3,004.74","3,014.85","2,990.92",15.68B,0.19%
2019년 07월 04일,"3,005.25","3,015.68","3,024.50","2,991.91",19.44B,-0.33%
2019년 07월 03일,"3,015.26","3,031.83","3,031.83","3,006.32",21.23B,-0.94%
2019년 07월 02일,"3,043.94","3,042.58","3,048.48","3,033.78",21.45B,-0.03%
2019년 07월 01일,"3,044.90","3,024.62","3,045.37","3,014.69",25.08B,2.22%
2019년 06월 28일,"2,978.88","2,992.24","2,992.24","2,961.22",18.14B,-0.60%
2019년 06월 27일,"2,996.79","2,982.61","3,011.54","2,981.05",19.54B,0.69%
2019년 06월 26일,"2,976.28","2,964.62","2,986.91","2,958.46",17.44B,-0.19%
2019년 06월 25일,"2,982.07","3,004.91","3,004.91","2,948.99",24.37B,-0.87%
2019년 06월 24일,"3,008.15","3,004.29","3,012.83","2,994.42",21.05B,0.21%
2019년 06월 21일,"3,001.98","2,990.37","3,010.35","2,989.25",28.70B,0.50%
2019년 06월 20일,"2,987.12","2,917.33","2,997.39","2,915.09",29.10B,2.38%
2019년 06월 19일,"2,917.80","2,944.12","2,953.34","2,916.21",23.08B,0.96%
2019년 06월 18일,"2,890.16","2,891.09","2,898.33","2,874.31",14.77B,0.09%
2019년 06월 17일,"2,887.62","2,880.42","2,902.48","2,877.39",15.40B,0.20%
2019년 06월 14일,"2,881.97","2,913.00","2,924.32","2,879.66",21.54B,-0.99%
2019년 06월 13일,"2,910.74","2,905.29","2,918.42","2,885.92",21.30B,0.05%
2019년 06월 12일,"2,909.38","2,917.22","2,924.70","2,903.88",24.03B,-0.56%
2019년 06월 11일,"2,925.72","2,854.07","2,927.43","2,854.07",26.05B,2.58%
2019년 06월 10일,"2,852.13","2,833.01","2,861.13","2,824.36",16.66B,0.86%
2019년 06월 06일,"2,827.80","2,862.33","2,862.33","2,822.19",17.71B,-1.17%
2019년 06월 05일,"2,861.42","2,882.94","2,888.77","2,858.57",18.16B,-0.03%
2019년 06월 04일,"2,862.28","2,887.64","2,888.39","2,851.97",18.85B,-0.96%
2019년 06월 03일,"2,890.08","2,901.74","2,920.83","2,875.90",21.59B,-0.30%
2019년 05월 31일,"2,898.70","2,904.50","2,922.91","2,895.58",19.52B,-0.24%
2019년 05월 30일,"2,905.81","2,903.42","2,907.85","2,881.38",20.58B,-0.31%
2019년 05월 29일,"2,914.70","2,894.83","2,934.98","2,890.66",19.90B,0.16%
2019년 05월 28일,"2,909.91","2,890.27","2,924.04","2,887.08",22.33B,0.61%
2019년 05월 27일,"2,892.38","2,851.28","2,898.13","2,833.04",19.67B,1.38%
2019년 05월 24일,"2,852.99","2,847.84","2,871.86","2,846.02",16.72B,0.02%
