날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 12월 31일,593.25,595.75,599.25,592.5,69.87K,-0.46%
2021년 12월 30일,596,605.5,606,592.75,122.78K,-1.57%
2021년 12월 29일,605.5,604,610.75,599.5,117.57K,0.12%
2021년 12월 28일,604.75,614.25,617.75,603.75,134.21K,-1.63%
2021년 12월 27일,614.75,608.25,615.5,607,123.21K,1.48%
2021년 12월 24일,605.8,606.75,606.75,605.8,-,0.01%
2021년 12월 23일,605.75,601.5,607,600.5,108.57K,0.54%
2021년 12월 22일,602.5,597.5,606.75,597,154.97K,0.71%
2021년 12월 21일,598.25,591,599,589.5,119.31K,1.23%
2021년 12월 20일,591,595,595.75,587,106.04K,-0.38%
2021년 12월 17일,593.25,591,598.75,589.25,129.57K,0.34%
2021년 12월 16일,591.25,587.5,592,584.5,101.26K,0.94%
2021년 12월 15일,585.75,590,596.5,582,138.52K,-0.51%
2021년 12월 14일,588.75,583.25,591,576.75,0.12K,0.77%
2021년 12월 13일,584.25,587.5,588,580.75,0.93K,-0.72%
2021년 12월 10일,588.5,588.5,592,585,0.86K,0.00%
2021년 12월 09일,588.5,585.75,591.25,576.75,2.08K,0.64%
2021년 12월 08일,584.75,585,589,584,2.37K,-0.26%
2021년 12월 07일,586.25,584,589.5,579.5,1.89K,0.47%
2021년 12월 06일,583.5,586,586,578,2.21K,-0.43%
2021년 12월 03일,586,576.25,588.75,576.25,3.44K,1.56%
2021년 12월 02일,577,571.25,583,570,6.24K,0.87%
2021년 12월 01일,572,568,576,567,6.27K,0.88%
2021년 11월 30일,567,581,582,562,24.99K,-2.41%
2021년 11월 29일,581,586,588.25,576.5,158.23K,-0.98%
2021년 11월 26일,586.75,571.5,588,566.75,180.22K,1.21%
2021년 11월 24일,579.75,580.25,589,575.5,265.93K,-0.13%
2021년 11월 23일,580.5,576.25,581,572.5,179.30K,0.65%
2021년 11월 22일,576.75,570.5,579,569.75,172.30K,1.05%
2021년 11월 19일,570.75,573,576,568,130.52K,-0.39%
2021년 11월 18일,573,575,583,572,171.42K,-0.39%
2021년 11월 17일,575.25,570.75,584,570,185.38K,0.74%
2021년 11월 16일,571,576,577.5,570,137.34K,-0.95%
2021년 11월 15일,576.5,576.25,578.75,569.75,128.06K,-0.13%
2021년 11월 12일,577.25,569.25,582,566.75,163.54K,1.36%
2021년 11월 11일,569.5,567.75,579,566,264.52K,0.04%
2021년 11월 10일,569.25,555.5,571.75,555,209.27K,2.61%
2021년 11월 09일,554.75,551,564,547.75,246.90K,0.59%
2021년 11월 08일,551.5,552,554.75,549.5,166.98K,-0.27%
2021년 11월 05일,553,560,562.75,552.25,192.12K,-1.12%
2021년 11월 04일,559.25,563.75,569.75,556.5,149.48K,-0.84%
2021년 11월 03일,564,572,573.25,563,149.89K,-1.57%
2021년 11월 02일,573,578.25,586,572,174.07K,-1.04%
2021년 11월 01일,579,568,582,565.25,197.41K,1.89%
2021년 10월 29일,568.25,562.5,569.25,558.75,135.20K,0.98%
2021년 10월 28일,562.75,556.5,568.75,554,164.26K,0.99%
2021년 10월 27일,557.25,542.5,563.25,539.5,241.14K,2.53%
2021년 10월 26일,543.5,538,547.25,533,147.00K,1.02%
2021년 10월 25일,538,537,542,535,107.05K,0.00%
2021년 10월 22일,538,533,540,532,109.35K,1.08%
2021년 10월 21일,532.25,539,540,530.75,119.39K,-1.30%
2021년 10월 20일,539.25,530,540,528.5,129.88K,1.70%
2021년 10월 19일,530.25,532,537,529.5,119.08K,-0.47%
2021년 10월 18일,532.75,525.75,533.75,523,119.58K,1.33%
2021년 10월 15일,525.75,516.25,528.5,514.25,130.24K,1.74%
2021년 10월 14일,516.75,512.25,518.25,511,140.34K,0.88%
2021년 10월 13일,512.25,523,525.25,506.75,203.33K,-1.96%
2021년 10월 12일,522.5,532.75,533,519.25,196.60K,-1.97%
2021년 10월 11일,533,530,534,528.75,104.17K,0.47%
2021년 10월 08일,530.5,533.25,538.75,530,95.48K,-0.66%
2021년 10월 07일,534,532.75,535.25,527.5,105.00K,0.33%
2021년 10월 06일,532.25,537,544.75,531.5,126.94K,-0.98%
2021년 10월 05일,537.5,540,543,535.25,119.60K,-0.60%
2021년 10월 04일,540.75,540,547.5,536,132.92K,-0.14%
2021년 10월 01일,541.5,536.75,545.25,532,135.60K,0.88%
2021년 09월 30일,536.75,539,548.5,527.25,222.14K,-0.42%
2021년 09월 29일,539,533.5,541,533.5,107.22K,1.22%
2021년 09월 28일,532.5,538.75,541.75,532,125.83K,-1.30%
2021년 09월 27일,539.5,524.75,540,524,144.95K,2.42%
2021년 09월 24일,526.75,528.5,528.75,524,93.10K,-0.47%
2021년 09월 23일,529.25,524.5,531,520.25,95.99K,0.71%
2021년 09월 22일,525.5,517,526.25,516,112.33K,1.64%
2021년 09월 21일,517,522,522.75,512.75,119.15K,-0.91%
2021년 09월 20일,521.75,527,527,515.25,125.36K,-1.04%
2021년 09월 17일,527.25,529,530.5,521.75,109.53K,-0.42%
2021년 09월 16일,529.5,533.5,537.5,528,118.91K,-0.75%
2021년 09월 15일,533.5,520.75,534.5,520.5,152.83K,6.06%
2021년 09월 14일,503,497,502.25,497,0.08K,1.26%
2021년 09월 13일,496.75,503.5,503.5,493,0.31K,-1.19%
2021년 09월 10일,502.75,499,505,487.75,0.37K,1.36%
2021년 09월 09일,496,498.5,500,494.5,0.16K,-0.45%
2021년 09월 08일,498.25,497.5,504,495,0.45K,0.50%
2021년 09월 07일,495.75,509,509,496,0.73K,-5.44%
2021년 09월 06일,524.25,524.25,524.25,524.25,-,3.20%
2021년 09월 03일,508,516.75,518.25,506.75,0.97K,-1.60%
2021년 09월 02일,516.25,515.5,521,510,1.32K,0.15%
2021년 09월 01일,515.5,534,535,514.25,5.19K,-3.46%
2021년 08월 31일,534,540,542,524,8.14K,-1.16%
2021년 08월 30일,540.25,557.25,560,531.5,73.57K,-3.18%
2021년 08월 27일,558,553,558.75,548.75,107.36K,0.95%
2021년 08월 26일,552.75,550,555.75,548,73.86K,0.27%
2021년 08월 25일,551.25,544.5,555,541.25,80.08K,1.24%
2021년 08월 24일,544.5,539.5,546.5,537,82.65K,1.21%
2021년 08월 23일,538,536,544.25,531.5,50.27K,-0.14%
2021년 08월 20일,538.75,550.25,554.25,533.25,83.00K,-2.05%
2021년 08월 19일,550,560.5,560.5,546.75,90.49K,-2.09%
2021년 08월 18일,561.75,559,563.5,556.5,64.05K,0.63%
2021년 08월 17일,558.25,567.5,569.5,556.25,67.74K,-1.15%
2021년 08월 16일,564.75,568.25,572,561,60.69K,-0.62%
2021년 08월 13일,568.25,566.75,575,559,97.47K,0.22%
2021년 08월 12일,567,554.75,589.5,548.5,247.37K,1.93%
2021년 08월 11일,556.25,548.75,558.5,548.25,184.26K,1.27%
2021년 08월 10일,549.25,548.5,550.25,544,143.63K,-0.18%
2021년 08월 09일,550.25,554,556,547,144.34K,-0.86%
2021년 08월 06일,555,555,560.5,548.75,142.76K,-0.13%
2021년 08월 05일,555.75,546.75,560.75,545.75,92.97K,1.83%
2021년 08월 04일,545.75,550.5,555.25,540.25,70.05K,-0.86%
2021년 08월 03일,550.5,555.75,563.5,546.75,95.21K,-1.48%
2021년 08월 02일,558.75,547.25,559.25,540.25,83.84K,2.15%
2021년 07월 30일,547,557,557.75,546.5,65.20K,-1.97%
2021년 07월 29일,558,549.25,559,546.5,71.56K,1.59%
2021년 07월 28일,549.25,554,554.25,545,62.38K,0.09%
2021년 07월 27일,548.75,554,564,544.25,67.24K,-0.18%
2021년 07월 26일,549.75,549.25,551.25,536.75,72.95K,0.46%
2021년 07월 23일,547.25,564.75,569.25,544.5,81.45K,-3.06%
2021년 07월 22일,564.5,571.5,571.75,555,81.02K,-1.27%
2021년 07월 21일,571.75,572,579,567.75,79.00K,0.00%
2021년 07월 20일,571.75,558,576.25,557.25,77.00K,2.83%
2021년 07월 19일,556,570,571.5,548.75,67.34K,0.00%
2021년 07월 16일,556,564,570.5,553.25,83.02K,-1.46%
2021년 07월 15일,564.25,568.5,571.5,561,69.36K,-17.39%
2021년 07월 14일,683,682,687,682,0.03K,0.89%
2021년 07월 13일,677,669.5,750.5,664,0.33K,1.16%
2021년 07월 12일,669.25,629.75,666,619.5,0.43K,6.27%
2021년 07월 09일,629.75,640.75,643.5,620,0.53K,-1.29%
2021년 07월 08일,638,657.5,659.5,636,0.50K,-2.22%
2021년 07월 07일,652.5,656,666,645,0.59K,-0.53%
2021년 07월 06일,656,685.25,685.25,645.5,1.71K,-5.92%
2021년 07월 02일,697.25,720,727,683,4.75K,-3.13%
2021년 07월 01일,719.75,719.75,744.5,712.25,4.71K,-0.03%
2021년 06월 30일,720,694,743.25,675.5,18.23K,3.67%
2021년 06월 29일,694.5,678.25,700,668,58.73K,2.81%
2021년 06월 28일,675.5,637.75,676.5,636.75,83.83K,6.13%
2021년 06월 25일,636.5,653.25,659.5,634,123.02K,-2.56%
2021년 06월 24일,653.25,664,664,650.75,143.75K,-1.66%
2021년 06월 23일,664.25,660.5,666.25,659.25,127.09K,0.68%
2021년 06월 22일,659.75,662.75,668,653.75,145.93K,0.08%
2021년 06월 21일,659.25,640.25,665,636,127.44K,0.61%
2021년 06월 18일,655.25,631,663.5,629.5,184.52K,3.52%
2021년 06월 17일,633,672.75,674.25,633,192.03K,-5.94%
2021년 06월 16일,673,670,687.75,663.75,169.91K,0.82%
2021년 06월 15일,667.5,662.75,668.5,646.75,176.45K,1.25%
2021년 06월 14일,659.25,675.75,676.25,653,159.57K,-3.69%
2021년 06월 11일,684.5,699.5,703,673,233.95K,-2.07%
2021년 06월 10일,699,691,717.5,687.75,256.32K,1.19%
2021년 06월 09일,690.75,682.5,695.5,669.5,214.26K,1.58%
2021년 06월 08일,680,682,698,677.5,224.00K,0.11%
2021년 06월 07일,679.25,695,706.25,674.5,254.04K,-0.51%
2021년 06월 04일,682.75,663.5,685.75,660.75,142.30K,3.13%
2021년 06월 03일,662,675.5,685,652.75,166.36K,-1.93%
2021년 06월 02일,675,683.25,694.25,666,163.86K,-2.00%
2021년 06월 01일,688.75,666,696.75,660.75,163.97K,3.28%
2021년 05월 31일,666.88,666.88,666.88,666.88,-,1.54%
2021년 05월 28일,656.75,666.25,672.75,651.25,150.33K,-1.17%
2021년 05월 27일,664.5,626,664.5,621.25,160.61K,6.41%
2021년 05월 26일,624.5,621,629,602.75,182.61K,0.69%
2021년 05월 25일,620.25,660,661.75,617.25,211.65K,-5.63%
2021년 05월 24일,657.25,652.25,658.5,645.5,106.87K,-0.34%
2021년 05월 21일,659.5,664.75,666.75,653.5,109.62K,-0.75%
2021년 05월 20일,664.5,662.25,671.25,656.5,119.73K,0.95%
2021년 05월 19일,658.25,660.5,663,637,136.69K,0.00%
2021년 05월 18일,658.25,653.5,669.5,652.5,161.91K,0.88%
2021년 05월 17일,652.5,642.25,656.75,633,185.35K,-4.74%
2021년 05월 14일,685,717.25,718.75,685,0.03K,-4.73%
2021년 05월 13일,719,757.5,769,717.5,0.31K,-5.08%
2021년 05월 12일,757.5,764.25,769.25,750,0.33K,-0.26%
2021년 05월 11일,759.5,747.25,771.5,747.25,0.40K,1.54%
2021년 05월 10일,748,766.75,770.5,744.75,0.81K,-3.20%
2021년 05월 07일,772.75,763.25,775,755,0.68K,1.74%
2021년 05월 06일,759.5,761,768,746.25,2.42K,0.83%
2021년 05월 05일,753.25,750,756,740.75,1.78K,1.14%
2021년 05월 04일,744.75,732,758.25,730,1.83K,1.71%
2021년 05월 03일,732.25,740,758.25,724,3.09K,-1.05%
2021년 04월 30일,740,702.5,746.25,699.25,9.86K,5.41%
2021년 04월 29일,702,683.75,704.5,681,30.79K,2.30%
2021년 04월 28일,686.25,697.75,720.5,676.25,107.99K,-1.33%
2021년 04월 27일,695.5,688.5,720.5,680.5,166.14K,2.20%
2021년 04월 26일,680.5,661,680.5,661,157.51K,3.81%
2021년 04월 23일,655.5,653,658.5,638.25,157.73K,0.77%
2021년 04월 22일,650.5,624.25,650.5,623.5,147.25K,4.00%
2021년 04월 21일,625.5,609.5,628.5,604.5,163.26K,3.13%
2021년 04월 20일,606.5,593,611.75,592.75,180.19K,2.45%
2021년 04월 19일,592,588.75,596.75,588.25,105.99K,1.11%
2021년 04월 16일,585.5,590.5,594.75,583.25,165.26K,-0.76%
2021년 04월 15일,590,594.25,601.5,587.75,176.86K,-0.67%
2021년 04월 14일,594,579.75,597.75,578.75,242.72K,2.41%
2021년 04월 13일,580,569,584.5,565.5,225.72K,1.93%
2021년 04월 12일,569,577.75,586,567.25,198.64K,-1.43%
2021년 04월 09일,577.25,579,595,575.5,249.74K,-0.43%
2021년 04월 08일,579.75,560.75,583,559.25,258.79K,3.43%
2021년 04월 07일,560.5,555.75,562.25,553.75,158.00K,1.13%
2021년 04월 06일,554.25,553.75,561.5,552.25,134.85K,0.18%
2021년 04월 05일,553.25,561.25,564.5,549.75,143.68K,-1.16%
2021년 04월 01일,559.75,575,585,556.5,249.75K,-0.80%
2021년 03월 31일,564.25,538.25,564.25,536.25,145.90K,4.64%
2021년 03월 30일,539.25,546.25,547.5,533.75,136.03K,-1.37%
2021년 03월 29일,546.75,551.75,552,542.25,119.80K,-1.04%
2021년 03월 26일,552.5,546.5,554,544,124.03K,1.10%
2021년 03월 25일,546.5,552.25,552.5,541.5,142.18K,-1.22%
2021년 03월 24일,553.25,551,553.75,548.25,92.01K,0.36%
2021년 03월 23일,551.25,551.25,556,547.75,122.09K,0.41%
2021년 03월 22일,549,558,558.75,546.75,129.30K,-1.57%
2021년 03월 19일,557.75,546.25,559,545.5,158.52K,2.06%
2021년 03월 18일,546.5,556.75,558,545.25,157.91K,-2.06%
2021년 03월 17일,558,554,558.5,552,129.65K,0.68%
2021년 03월 16일,554.25,549.5,555.5,546.75,132.71K,0.86%
2021년 03월 15일,549.5,537,550.75,532.75,140.62K,0.05%
2021년 03월 12일,549.25,545,551.5,544.5,0.07K,-1.04%
2021년 03월 11일,555,547,556.25,547,0.67K,1.32%
2021년 03월 10일,547.75,564.5,564.5,547.5,1.99K,-2.54%
2021년 03월 09일,562,565,565,554.25,2.22K,-0.53%
2021년 03월 08일,565,565.25,571.25,557,2.32K,0.53%
2021년 03월 05일,562,545,564.75,544.5,1.44K,2.88%
2021년 03월 04일,546.25,550.25,554.25,546,2.13K,-0.73%
2021년 03월 03일,550.25,560,560,548,3.81K,-1.87%
2021년 03월 02일,560.75,547.25,564,542,8.11K,2.42%
2021년 03월 01일,547.5,560.5,562.5,547,6.53K,-1.44%
2021년 02월 26일,555.5,554.5,556.5,546.25,21.40K,0.14%
2021년 02월 25일,554.75,559,560.5,542.5,128.54K,-0.80%
2021년 02월 24일,559.25,553.5,560.75,552,174.40K,0.99%
2021년 02월 23일,553.75,550.75,559.5,550,134.97K,0.50%
2021년 02월 22일,551,544.25,551.5,543.5,140.63K,1.52%
2021년 02월 19일,542.75,549.25,555.5,540.75,203.47K,-1.36%
2021년 02월 18일,550.25,552.75,554.5,548,123.41K,-0.50%
2021년 02월 17일,553,552,554.75,547.5,121.35K,0.14%
2021년 02월 16일,552.25,547,552.75,538.5,146.17K,2.34%
2021년 02월 15일,539.62,539.38,539.62,539.38,-,0.02%
2021년 02월 14일,539.5,539.5,539.5,539.5,-,0.14%
2021년 02월 12일,538.75,541,546.25,536.75,117.97K,-0.42%
2021년 02월 11일,541,532.25,546.5,524.75,261.05K,1.22%
2021년 02월 10일,534.5,556,556.25,531.75,285.72K,-3.91%
2021년 02월 09일,556.25,565,574.25,545,390.74K,-1.33%
2021년 02월 08일,563.75,548.75,565.75,548.75,267.65K,2.78%
2021년 02월 05일,548.5,548.5,552.25,545.5,216.45K,-0.27%
2021년 02월 04일,550,552,558,547,217.08K,-0.36%
2021년 02월 03일,552,543.25,552.5,536.5,210.14K,1.66%
2021년 02월 02일,543,549.75,552.5,540.25,175.74K,-1.14%
2021년 02월 01일,549.25,549,555.75,539,219.07K,0.41%
2021년 01월 29일,547,534.5,553.75,533.25,279.61K,2.34%
2021년 01월 28일,534.5,533.25,550.5,529,252.54K,0.09%
2021년 01월 27일,534,532.5,543.75,529.5,223.89K,0.33%
2021년 01월 26일,532.25,513,534.25,508,232.26K,4.06%
2021년 01월 25일,511.5,500,515.5,492.5,264.76K,2.20%
2021년 01월 22일,500.5,522.5,522.75,499.25,289.55K,-4.53%
2021년 01월 21일,524.25,521,531.5,519.25,169.57K,0.43%
2021년 01월 20일,522,525,526.5,512.75,217.78K,-0.76%
2021년 01월 19일,526,531.5,534.25,523.25,188.56K,-1.03%
2021년 01월 15일,531.5,534,536.5,527.75,167.50K,-0.51%
2021년 01월 14일,534.25,523,536.5,519,210.37K,1.86%
2021년 01월 13일,524.5,524,541.5,522.25,327.69K,1.40%
2021년 01월 12일,517.25,491.5,517.25,489.25,248.45K,5.08%
2021년 01월 11일,492.25,496.5,500.5,490.25,176.56K,-0.81%
2021년 01월 08일,496.25,494,499.5,492.5,163.27K,0.46%
2021년 01월 07일,494,495,496,487.25,185.78K,-0.20%
2021년 01월 06일,495,492.5,502.75,491.5,202.37K,0.66%
2021년 01월 05일,491.75,484.5,496,482.5,219.65K,1.65%
2021년 01월 04일,483.75,487.25,497.75,479.5,265.16K,-0.41%
2021년 01월 01일,485.75,485.75,485.75,485.75,-,0.36%
2020년 12월 31일,484,474,485.75,473,168.46K,2.00%
2020년 12월 30일,474.5,466,476,462,163.37K,1.82%
2020년 12월 29일,466,455.75,467.25,453.5,191.30K,2.08%
2020년 12월 28일,456.5,452,457.5,448,145.22K,1.22%
2020년 12월 24일,451,446.75,451.5,446.5,74.88K,0.84%
2020년 12월 23일,447.25,442.75,449.75,441.5,147.65K,0.85%
2020년 12월 22일,443.5,440,444.25,437.25,140.99K,0.80%
2020년 12월 21일,440,438,440.75,430.25,141.95K,0.57%
2020년 12월 18일,437.5,432.25,438.5,432,128.81K,1.16%
2020년 12월 17일,432.5,426.25,433,424.25,119.66K,1.23%
2020년 12월 16일,427.25,425.25,429.25,423.75,111.65K,0.59%
2020년 12월 15일,424.75,424,425.25,420.5,98.61K,1.31%
2020년 12월 14일,419.25,424.75,429.75,422,0.20K,-1.18%
2020년 12월 11일,424.25,422,424.5,417.5,1.72K,0.95%
2020년 12월 10일,420.25,422,425.75,420,1.26K,-0.41%
2020년 12월 09일,422,418,422.25,418,1.08K,1.20%
2020년 12월 08일,417,418.75,419,415.5,1.76K,-0.60%
2020년 12월 07일,419.5,415.25,421,412,1.16K,0.60%
2020년 12월 04일,417,422.25,422.75,415.75,1.68K,-1.30%
2020년 12월 03일,422.5,419.25,423.25,417.75,2.38K,0.84%
2020년 12월 02일,419,414.5,419.75,409,3.55K,1.02%
2020년 12월 01일,414.75,420,423,414,5.32K,-1.19%
2020년 11월 30일,419.75,427.5,430.5,418.25,14.70K,-1.35%
2020년 11월 27일,425.5,420.25,426.25,418.5,68.26K,1.31%
2020년 11월 25일,420,426,427.5,420,124.26K,-1.35%
2020년 11월 24일,425.75,425.75,426.5,416.5,144.30K,-0.18%
2020년 11월 23일,426.5,427.5,429.75,423.5,153.80K,0.77%
2020년 11월 20일,423.25,422.25,428,421.5,137.24K,0.18%
2020년 11월 19일,422.5,424.5,425.5,418.75,133.31K,-0.76%
2020년 11월 18일,425.75,419,428.5,418.5,205.43K,1.31%
2020년 11월 17일,420.25,417.5,422,417.25,156.57K,0.96%
2020년 11월 16일,416.25,409,416.75,409,132.12K,1.40%
2020년 11월 13일,410.5,407.5,413.25,403.75,188.49K,0.55%
2020년 11월 12일,408.25,417.25,418.5,406.25,234.33K,-2.16%
2020년 11월 11일,417.25,422.5,428,416.25,306.43K,-1.36%
2020년 11월 10일,423,407,427.25,406.25,355.81K,3.80%
2020년 11월 09일,407.5,405.75,410,401.75,204.11K,0.18%
2020년 11월 06일,406.75,409,412,405.75,200.68K,-0.61%
2020년 11월 05일,409.25,405,417.25,404,245.19K,0.99%
2020년 11월 04일,405.25,400,406,396.5,176.33K,1.06%
2020년 11월 03일,401,396.25,403.25,395.25,184.36K,0.88%
2020년 11월 02일,397.5,396,397.75,393,165.15K,-0.25%
2020년 10월 30일,398.5,397.25,400,394.25,209.48K,0.00%
2020년 10월 29일,398.5,401,404.25,393,279.41K,-0.75%
2020년 10월 28일,401.5,415,415.25,400.5,320.26K,-3.49%
2020년 10월 27일,416,416.75,422.25,415.5,207.08K,-0.42%
2020년 10월 26일,417.75,419.25,419.75,412.75,206.16K,-0.36%
2020년 10월 23일,419.25,415,420,414,168.92K,0.72%
2020년 10월 22일,416.25,413.75,419,410.75,196.23K,0.60%
2020년 10월 21일,413.75,408.25,415.25,407.75,216.17K,1.22%
2020년 10월 20일,408.75,404.25,409.75,403.5,179.89K,0.86%
2020년 10월 19일,405.25,401.75,406.75,400.75,167.47K,0.81%
2020년 10월 16일,402,403.25,409,401.75,226.81K,-0.43%
2020년 10월 15일,403.75,396,404.25,393.5,245.38K,1.83%
2020년 10월 14일,396.5,391,397.5,388,183.51K,1.34%
2020년 10월 13일,391.25,389,392.75,388,130.27K,0.58%
2020년 10월 12일,389,395.5,399.25,387.25,193.54K,-1.52%
2020년 10월 09일,395,387,398.25,386.5,280.95K,2.07%
2020년 10월 08일,387,389,394.5,386.5,202.96K,-0.45%
2020년 10월 07일,388.75,384.5,392,384,186.78K,0.97%
2020년 10월 06일,385,378.5,389.25,378.5,213.44K,1.45%
2020년 10월 05일,379.5,378.75,382.5,377.75,119.04K,-0.07%
2020년 10월 02일,379.75,381.5,383.25,377.25,164.09K,-0.78%
2020년 10월 01일,382.75,379,385.5,378,216.36K,0.99%
2020년 09월 30일,379,364.25,382.75,362,337.54K,3.91%
2020년 09월 29일,364.75,366.75,367.75,361,137.62K,-0.55%
2020년 09월 28일,366.75,364.25,369.75,360.5,162.09K,0.41%
2020년 09월 25일,365.25,363.25,367.5,363,130.07K,0.48%
2020년 09월 24일,363.5,368,368.25,363,152.37K,-1.36%
2020년 09월 23일,368.5,368.25,370.25,365.75,122.19K,-0.20%
2020년 09월 22일,369.25,369.75,373.25,365.75,159.15K,-0.14%
2020년 09월 21일,369.75,377.5,378.25,368.25,209.55K,-2.31%
2020년 09월 18일,378.5,374.25,379.25,373.25,180.03K,0.87%
2020년 09월 17일,375.25,371.5,377.25,368,235.21K,0.94%
2020년 09월 16일,371.75,365.5,372,361.75,158.94K,1.57%
2020년 09월 15일,366,369,369.5,365.25,133.02K,2.38%
2020년 09월 14일,357.5,366.75,366.75,359,0.22K,-2.05%
2020년 09월 11일,365,355.5,366,355.5,0.68K,2.17%
2020년 09월 10일,357.25,349.75,357.75,349.75,0.67K,2.07%
2020년 09월 09일,350,349.75,351.25,348.5,0.11K,-0.28%
2020년 09월 08일,351,348,353,346,0.87K,1.89%
2020년 09월 07일,344.5,344.5,344.5,344.5,-,-0.79%
2020년 09월 04일,347.25,344,349,343.5,1.68K,0.80%
2020년 09월 03일,344.5,349.75,350,343.75,1.45K,-1.50%
2020년 09월 02일,349.75,349.25,350.5,345.25,2.61K,0.07%
2020년 09월 01일,349.5,347.75,350,343.25,3.70K,0.29%
2020년 08월 31일,348.5,348.75,353,346,11.03K,0.72%
2020년 08월 28일,346,343.25,347.75,340.75,94.06K,0.51%
2020년 08월 27일,344.25,340,344.75,339,123.79K,1.10%
2020년 08월 26일,340.5,340.25,341.25,337.25,89.22K,-0.07%
2020년 08월 25일,340.75,335,341.5,334.75,147.00K,2.71%
2020년 08월 24일,331.75,328,332.5,327.5,126.82K,1.45%
2020년 08월 21일,327,324.75,327.75,324.25,134.88K,0.77%
2020년 08월 20일,324.5,324.25,325.75,320.75,92.74K,-0.15%
2020년 08월 19일,325,326,327.25,323.5,87.62K,-0.61%
2020년 08월 18일,327,330,332,325.75,130.09K,-1.21%
2020년 08월 17일,331,327,331,326.5,111.93K,2.00%
2020년 08월 14일,324.5,324.5,325.25,321.5,160.38K,-0.23%
2020년 08월 13일,325.25,315,327.5,314.75,317.36K,3.42%
2020년 08월 12일,314.5,311.25,315,308,209.80K,0.96%
2020년 08월 11일,311.5,311.25,315,310.25,170.71K,0.32%
2020년 08월 10일,310.5,307.5,311.75,307.5,167.51K,0.89%
2020년 08월 07일,307.75,311,311.75,307.25,124.48K,-1.12%
2020년 08월 06일,311.25,310.5,312.75,309.5,106.03K,0.08%
2020년 08월 05일,311,309,311.25,309,103.36K,0.89%
2020년 08월 04일,308.25,316.5,316.75,308.25,161.83K,-2.91%
2020년 08월 03일,317.5,315,318.25,315,83.19K,0.47%
2020년 07월 31일,316,315.75,317.5,314.5,77.06K,0.08%
2020년 07월 30일,315.75,315.5,319.25,315.25,120.45K,0.08%
2020년 07월 29일,315.5,320,321.5,315.25,136.66K,-1.41%
2020년 07월 28일,320,323,323.5,320,110.74K,-1.54%
2020년 07월 27일,325,325.25,327.5,323.25,96.02K,-0.38%
2020년 07월 24일,326.25,328,329.75,325.5,144.24K,-0.53%
2020년 07월 23일,328,327.25,329.5,325,92.65K,0.15%
2020년 07월 22일,327.5,323,328,322.25,122.91K,1.47%
2020년 07월 21일,322.75,327.75,327.75,322,132.25K,-1.68%
2020년 07월 20일,328.25,333,333.5,326,105.21K,-1.43%
2020년 07월 17일,333,330.25,334.75,330.25,83.69K,0.83%
2020년 07월 16일,330.25,326,333.25,326,109.53K,1.23%
2020년 07월 15일,326.25,326,328.75,322.75,101.70K,-2.54%
2020년 07월 14일,334.75,334,336.5,324.5,0.15K,0.22%
2020년 07월 13일,334,337.25,337.25,332,0.44K,-1.91%
2020년 07월 10일,340.5,350.25,352,340,0.81K,-3.06%
2020년 07월 09일,351.25,349,356.5,348.25,0.50K,0.86%
2020년 07월 08일,348.25,343.5,348.5,341,0.35K,0.94%
2020년 07월 07일,345,347.5,347.5,341.75,1.27K,-0.43%
2020년 07월 06일,346.5,348.25,349,345.25,2.09K,1.17%
2020년 07월 02일,342.5,347.5,350.25,342.25,2.49K,-1.65%
2020년 07월 01일,348.25,338.5,351.25,337.5,4.58K,2.88%
2020년 06월 30일,338.5,325.25,342,323.75,21.41K,3.75%
2020년 06월 29일,326.25,316.75,326.5,316,150.22K,2.92%
2020년 06월 26일,317,317,319.75,313.5,216.58K,-0.08%
2020년 06월 25일,317.25,323.5,324.25,315,194.69K,-2.16%
2020년 06월 24일,324.25,324.5,329,323.75,180.31K,-0.23%
2020년 06월 23일,325,327.5,327.5,321.25,185.86K,-0.99%
2020년 06월 22일,328.25,332,332.25,328,134.48K,-1.28%
