날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 10월 20일,"11,516.50","11,531.80","11,632.90","11,471.20",714.59M,0.33%
2020년 10월 19일,"11,478.90","11,732.30","11,778.10","11,454.60",755.00M,-1.65%
2020년 10월 16일,"11,671.60","11,761.80","11,827.40","11,648.50",741.76M,-0.36%
2020년 10월 15일,"11,713.90","11,559.90","11,740.70","11,559.10",661.41M,-0.47%
2020년 10월 14일,"11,768.70","11,889.10","11,939.90","11,714.30",697.01M,-0.80%
2020년 10월 13일,"11,863.90","11,901.80","11,947.00","11,821.80",729.33M,-0.10%
2020년 10월 12일,"11,876.30","11,732.30","11,965.50","11,704.10",830.65M,2.56%
2020년 10월 09일,"11,579.90","11,487.60","11,581.20","11,476.70",729.77M,1.39%
2020년 10월 08일,"11,421.00","11,443.30","11,448.20","11,384.30",715.15M,0.50%
2020년 10월 07일,"11,364.60","11,271.70","11,380.60","11,258.30",834.93M,1.88%
2020년 10월 06일,"11,154.60","11,314.50","11,392.40","11,124.50",936.32M,-1.57%
2020년 10월 05일,"11,332.50","11,169.10","11,335.20","11,162.50",781.32M,2.32%
2020년 10월 02일,"11,075.00","11,082.50","11,244.90","11,033.70",810.86M,-2.22%
2020년 10월 01일,"11,326.50","11,292.00","11,344.10","11,240.50",843.82M,1.42%
2020년 09월 30일,"11,167.50","11,092.90","11,278.00","11,092.90",1.02B,0.74%
2020년 09월 29일,"11,085.30","11,109.00","11,153.20","11,065.60",763.32M,-0.29%
2020년 09월 28일,"11,117.50","11,084.40","11,120.80","11,019.10",840.42M,1.87%
2020년 09월 25일,"10,913.60","10,680.50","10,939.50","10,640.00",820.01M,2.26%
2020년 09월 24일,"10,672.30","10,551.00","10,799.50","10,520.20",923.44M,0.37%
2020년 09월 23일,"10,633.00","10,950.80","10,962.00","10,612.90",962.40M,-3.02%
2020년 09월 22일,"10,963.60","10,873.30","10,979.70","10,737.50",845.80M,1.71%
2020년 09월 21일,"10,778.80","10,610.10","10,782.70","10,519.50",1.02B,-0.13%
2020년 09월 18일,"10,793.30","10,973.50","10,977.70","10,640.00",2.41B,-1.07%
2020년 09월 17일,"10,910.30","10,796.00","10,974.50","10,783.80",936.99M,-1.27%
2020년 09월 16일,"11,050.50","11,222.10","11,245.40","11,046.40",923.76M,-1.25%
2020년 09월 15일,"11,190.30","11,194.00","11,244.50","11,128.00",828.01M,1.21%
2020년 09월 14일,"11,056.70","11,010.10","11,118.30","10,982.30",882.03M,1.87%
2020년 09월 11일,"10,853.50","11,010.10","11,033.00","10,728.00",817.03M,-0.60%
2020년 09월 10일,"10,919.60","11,235.50","11,299.50","10,875.00",898.02M,-1.99%
2020년 09월 09일,"11,141.60","11,064.80","11,217.70","10,970.50",861.84M,2.71%
2020년 09월 08일,"10,847.70","10,900.70","11,131.50","10,837.20",984.13M,-4.11%
2020년 09월 04일,"11,313.10","11,396.20","11,531.20","10,875.90",1.02B,-1.27%
2020년 09월 03일,"11,458.10","11,861.90","11,894.40","11,361.30",1.05B,-4.96%
2020년 09월 02일,"12,056.40","12,047.30","12,074.10","11,836.20",903.54M,0.98%
2020년 09월 01일,"11,939.70","11,851.00","11,945.70","11,794.80",812.61M,1.39%
2020년 08월 31일,"11,775.50","11,718.80","11,829.80","11,697.40",940.53M,0.68%
2020년 08월 28일,"11,695.60","11,689.30","11,708.80","11,634.80",694.25M,0.60%
2020년 08월 27일,"11,625.30","11,688.20","11,730.00","11,551.00",773.52M,-0.34%
2020년 08월 26일,"11,665.10","11,516.60","11,672.00","11,507.50",738.61M,1.73%
2020년 08월 25일,"11,466.50","11,370.20","11,468.30","11,343.00",719.87M,0.76%
2020년 08월 24일,"11,379.70","11,449.30","11,462.00","11,297.50",837.05M,0.60%
2020년 08월 21일,"11,311.80","11,258.40","11,326.20","11,245.40",879.96M,0.42%
2020년 08월 20일,"11,265.00","11,096.40","11,283.60","11,090.00",830.32M,1.06%
2020년 08월 19일,"11,146.50","11,214.80","11,257.40","11,132.10",752.24M,-0.57%
2020년 08월 18일,"11,210.80","11,170.80","11,230.60","11,103.80",736.48M,0.73%
2020년 08월 17일,"11,129.70","11,083.30","11,144.50","11,080.30",741.24M,1.00%
2020년 08월 14일,"11,019.30","11,042.20","11,058.40","10,972.10",729.02M,-0.21%
2020년 08월 13일,"11,042.50","11,026.90","11,124.80","11,007.50",750.92M,0.27%
2020년 08월 12일,"11,012.20","10,878.10","11,036.70","10,877.20",811.57M,2.13%
2020년 08월 11일,"10,782.80","10,942.70","10,989.40","10,762.70",969.23M,-1.69%
2020년 08월 10일,"10,968.40","11,033.70","11,040.20","10,849.50",894.84M,-0.39%
2020년 08월 07일,"11,011.00","11,072.50","11,126.00","10,920.40",891.08M,-0.87%
2020년 08월 06일,"11,108.10","10,990.00","11,121.20","10,963.40",876.41M,1.00%
2020년 08월 05일,"10,998.40","10,967.90","11,002.10","10,943.70",887.01M,0.52%
2020년 08월 04일,"10,941.20","10,897.90","10,941.90","10,852.90",886.04M,0.35%
2020년 08월 03일,"10,902.80","10,848.60","10,927.60","10,831.20",904.39M,1.47%
2020년 07월 31일,"10,745.30","10,741.50","10,747.80","10,557.70",1.09B,1.49%
2020년 07월 30일,"10,587.80","10,450.10","10,609.60","10,412.10",897.26M,0.43%
2020년 07월 29일,"10,542.90","10,474.70","10,567.90","10,464.00",878.49M,1.35%
2020년 07월 28일,"10,402.10","10,509.20","10,523.60","10,397.90",811.00M,-1.27%
2020년 07월 27일,"10,536.30","10,421.70","10,546.40","10,399.90",912.98M,1.67%
2020년 07월 24일,"10,363.20","10,294.40","10,418.80","10,217.30",909.49M,-0.94%
2020년 07월 23일,"10,461.40","10,689.50","10,728.10","10,407.90",990.59M,-2.29%
2020년 07월 22일,"10,706.10","10,687.60","10,745.30","10,627.50",841.40M,0.24%
2020년 07월 21일,"10,680.40","10,837.90","10,839.90","10,650.50",1.06B,-0.81%
2020년 07월 20일,"10,767.10","10,526.00","10,783.80","10,488.00",937.33M,2.51%
2020년 07월 17일,"10,503.20","10,500.50","10,532.60","10,421.20",951.84M,0.28%
2020년 07월 16일,"10,473.80","10,443.90","10,499.80","10,364.40",873.49M,-0.73%
2020년 07월 15일,"10,550.50","10,576.70","10,604.70","10,420.50",1.04B,0.59%
2020년 07월 14일,"10,488.60","10,310.30","10,497.80","10,182.50",974.17M,0.94%
2020년 07월 13일,"10,390.80","10,729.90","10,824.80","10,368.00",1.08B,-2.13%
2020년 07월 10일,"10,617.40","10,545.90","10,622.30","10,447.00",781.92M,0.66%
2020년 07월 09일,"10,547.80","10,563.70","10,578.10","10,379.90",901.21M,0.53%
2020년 07월 08일,"10,492.50","10,409.30","10,494.60","10,351.00",901.93M,1.44%
2020년 07월 07일,"10,343.90","10,412.50","10,519.00","10,338.00",946.99M,-0.86%
2020년 07월 06일,"10,433.70","10,360.40","10,462.00","10,355.00",1.04B,2.21%
2020년 07월 02일,"10,207.60","10,268.70","10,310.40","10,194.10",887.00M,0.52%
2020년 07월 01일,"10,154.60","10,063.70","10,197.20","10,048.00",972.05M,0.95%
2020년 06월 30일,"10,058.80","9,875.30","10,085.60","9,863.70",1.10B,1.87%
2020년 06월 29일,"9,874.20","9,771.70","9,877.30","9,663.60",977.01M,1.20%
2020년 06월 26일,"9,757.20","9,995.10","10,000.70","9,749.10",2.67B,-2.59%
2020년 06월 25일,"10,017.00","9,899.40","10,023.30","9,810.50",1.06B,1.09%
2020년 06월 24일,"9,909.20","10,092.90","10,137.50","9,842.20",1.26B,-2.19%
2020년 06월 23일,"10,131.40","10,130.80","10,221.80","10,112.40",1.18B,0.74%
2020년 06월 22일,"10,056.50","9,945.50","10,059.60","9,916.60",1.06B,1.11%
2020년 06월 19일,"9,946.10","10,042.10","10,053.90","9,872.90",2.39B,0.03%
2020년 06월 18일,"9,943.00","9,892.50","9,959.20","9,885.70",1.03B,0.33%
2020년 06월 17일,"9,910.50","9,943.30","9,991.20","9,891.80",1.01B,0.15%
2020년 06월 16일,"9,895.90","9,949.80","9,963.60","9,748.40",1.09B,1.75%
2020년 06월 15일,"9,726.00","9,426.90","9,756.10","9,403.00",1.08B,1.43%
2020년 06월 12일,"9,588.80","9,715.90","9,768.60","9,413.60",1.04B,1.01%
2020년 06월 11일,"9,492.70","9,791.20","9,868.10","9,491.30",1.25B,-5.27%
2020년 06월 10일,"10,020.30","10,012.30","10,086.90","9,962.60",1.11B,0.67%
2020년 06월 09일,"9,953.80","9,867.20","10,002.50","9,863.30",1.12B,0.29%
2020년 06월 08일,"9,924.80","9,823.40","9,927.10","9,780.60",1.34B,1.13%
2020년 06월 05일,"9,814.10","9,703.50","9,845.70","9,685.30",1.44B,2.06%
2020년 06월 04일,"9,615.80","9,649.70","9,716.10","9,560.40",1.29B,-0.69%
2020년 06월 03일,"9,682.90","9,651.90","9,707.80","9,627.20",1.01B,0.78%
2020년 06월 02일,"9,608.40","9,566.50","9,611.20","9,472.10",908.58M,0.59%
2020년 06월 01일,"9,552.00","9,471.40","9,571.30","9,462.30",878.99M,0.66%
2020년 05월 29일,"9,489.90","9,382.30","9,505.50","9,324.70",1.45B,1.29%
2020년 05월 28일,"9,369.00","9,393.00","9,523.60","9,345.30",877.39M,-0.46%
2020년 05월 27일,"9,412.40","9,346.10","9,414.60","9,144.30",951.52M,0.77%
2020년 05월 26일,"9,340.20","9,501.20","9,501.20","9,333.20",967.90M,0.17%
2020년 05월 22일,"9,324.60","9,278.50","9,328.30","9,239.40",746.03M,0.43%
2020년 05월 21일,"9,284.90","9,375.20","9,405.30","9,254.80",785.34M,-0.97%
2020년 05월 20일,"9,375.80","9,305.60","9,392.80","9,304.20",938.19M,2.08%
2020년 05월 19일,"9,185.10","9,227.50","9,317.30","9,183.30",869.45M,-0.54%
2020년 05월 18일,"9,234.80","9,177.20","9,267.20","9,154.30",968.79M,2.44%
2020년 05월 15일,"9,014.60","8,840.00","9,018.40","8,821.40",1.03B,0.79%
2020년 05월 14일,"8,943.70","8,788.00","8,945.70","8,705.30",883.25M,0.91%
2020년 05월 13일,"8,863.20","9,006.00","9,074.20","8,752.70",952.96M,-1.55%
2020년 05월 12일,"9,002.50","9,225.20","9,251.00","9,000.10",922.43M,-2.06%
2020년 05월 11일,"9,192.30","9,054.90","9,241.90","9,053.20",878.43M,0.78%
2020년 05월 08일,"9,121.30","9,056.90","9,126.00","9,018.20",824.61M,1.58%
2020년 05월 07일,"8,979.70","8,973.80","9,016.00","8,932.80",831.29M,1.41%
2020년 05월 06일,"8,854.40","8,874.70","8,933.30","8,819.40",782.81M,0.51%
2020년 05월 05일,"8,809.10","8,809.70","8,910.00","8,781.30",834.18M,1.13%
2020년 05월 04일,"8,710.70","8,555.30","8,715.80","8,537.80",806.28M,1.23%
2020년 05월 01일,"8,605.00","8,681.30","8,754.50","8,566.80",868.79M,-3.20%
2020년 04월 30일,"8,889.50","8,911.00","8,926.10","8,825.80",1.13B,-0.28%
2020년 04월 29일,"8,914.70","8,802.70","8,957.30","8,765.00",1.03B,3.57%
2020년 04월 28일,"8,607.70","8,825.70","8,830.60","8,600.70",846.78M,-1.40%
2020년 04월 27일,"8,730.20","8,718.00","8,754.60","8,697.40",807.92M,1.11%
2020년 04월 24일,"8,634.50","8,530.10","8,642.90","8,464.40",797.88M,1.65%
2020년 04월 23일,"8,494.80","8,528.80","8,635.20","8,475.20",854.52M,-0.01%
2020년 04월 22일,"8,495.40","8,434.50","8,537.30","8,404.50",733.43M,2.81%
2020년 04월 21일,"8,263.20","8,460.70","8,480.30","8,215.70",881.56M,-3.48%
2020년 04월 20일,"8,560.70","8,553.40","8,684.90","8,553.40",876.31M,-1.03%
2020년 04월 17일,"8,650.10","8,667.50","8,670.30","8,531.70",1.06B,1.38%
2020년 04월 16일,"8,532.40","8,479.10","8,560.20","8,393.30",919.56M,1.66%
2020년 04월 15일,"8,393.20","8,356.00","8,464.70","8,308.80",794.06M,-1.44%
2020년 04월 14일,"8,515.70","8,353.20","8,531.10","8,338.10",849.82M,3.95%
2020년 04월 13일,"8,192.40","8,127.70","8,200.40","8,036.00",761.87M,0.48%
2020년 04월 09일,"8,153.60","8,169.00","8,227.90","8,072.30",925.80M,0.77%
2020년 04월 08일,"8,090.90","7,975.70","8,114.40","7,901.90",838.25M,2.58%
2020년 04월 07일,"7,887.30","8,130.00","8,146.40","7,881.20",1.00B,-0.33%
2020년 04월 06일,"7,913.20","7,660.20","7,938.30","7,617.80",980.15M,7.33%
2020년 04월 03일,"7,373.10","7,477.30","7,518.70","7,288.10",836.10M,-1.53%
2020년 04월 02일,"7,487.30","7,317.50","7,501.70","7,308.00",912.99M,1.72%
2020년 04월 01일,"7,360.60","7,459.50","7,566.40","7,302.00",914.11M,-4.41%
2020년 03월 31일,"7,700.10","7,740.10","7,880.30","7,642.90",1.10B,-0.95%
2020년 03월 30일,"7,774.10","7,583.50","7,784.40","7,540.00",926.45M,3.62%
2020년 03월 27일,"7,502.40","7,554.30","7,716.20","7,491.10",1.00B,-3.79%
2020년 03월 26일,"7,797.50","7,462.20","7,809.80","7,462.20",1.01B,5.60%
2020년 03월 25일,"7,384.30","7,421.40","7,671.20","7,276.40",1.19B,-0.45%
2020년 03월 24일,"7,417.90","7,196.10","7,418.40","7,169.90",1.15B,8.12%
2020년 03월 23일,"6,860.70","6,847.30","6,984.90","6,631.40",1.08B,-0.27%
2020년 03월 20일,"6,879.50","7,248.10","7,354.40","6,854.70",1.64B,-3.79%
2020년 03월 19일,"7,150.60","6,996.50","7,341.40","6,858.40",1.19B,2.30%
2020년 03월 18일,"6,989.80","6,902.30","7,182.80","6,686.40",1.26B,-4.70%
2020년 03월 17일,"7,334.80","6,904.60","7,406.20","6,828.90",1.29B,6.23%
2020년 03월 16일,"6,904.60","7,392.70","7,422.20","6,882.90",1.27B,-12.32%
2020년 03월 13일,"7,874.90","7,610.40","7,875.90","7,219.10",1.25B,9.35%
2020년 03월 12일,"7,201.80","7,398.60","7,712.30","7,194.70",1.34B,-9.43%
2020년 03월 11일,"7,952.00","8,136.30","8,181.40","7,850.90",1.06B,-4.70%
2020년 03월 10일,"8,344.30","8,219.80","8,347.40","7,930.40",1.12B,4.95%
2020년 03월 09일,"7,950.70","7,957.90","8,243.30","7,943.20",1.20B,-7.29%
2020년 03월 06일,"8,575.60","8,469.00","8,612.40","8,375.10",1.05B,-1.86%
2020년 03월 05일,"8,738.60","8,790.10","8,921.10","8,677.40",901.11M,-3.10%
2020년 03월 04일,"9,018.10","8,834.10","9,020.00","8,757.70",878.06M,3.85%
2020년 03월 03일,"8,684.10","8,965.10","9,070.30","8,602.90",1.10B,-2.99%
2020년 03월 02일,"8,952.20","8,667.10","8,952.80","8,543.30",1.10B,4.49%
2020년 02월 28일,"8,567.40","8,269.70","8,591.80","8,264.20",1.44B,0.01%
2020년 02월 27일,"8,566.50","8,744.00","8,904.10","8,562.00",1.15B,-4.61%
2020년 02월 26일,"8,980.80","9,011.50","9,148.30","8,927.80",870.35M,0.17%
2020년 02월 25일,"8,965.60","9,301.20","9,315.30","8,940.50",871.82M,-2.77%
2020년 02월 24일,"9,221.30","9,188.40","9,322.90","9,166.00",795.20M,-3.71%
2020년 02월 21일,"9,576.60","9,708.00","9,716.00","9,542.30",699.67M,-1.79%
2020년 02월 20일,"9,751.00","9,799.20","9,820.90","9,636.90",646.92M,-0.67%
2020년 02월 19일,"9,817.20","9,782.80","9,838.40","9,777.10",580.07M,0.87%
2020년 02월 18일,"9,732.70","9,679.00","9,747.70","9,675.80",555.31M,0.02%
2020년 02월 14일,"9,731.20","9,728.90","9,746.40","9,693.00",536.34M,0.20%
2020년 02월 13일,"9,712.00","9,657.00","9,748.30","9,650.00",545.84M,-0.14%
2020년 02월 12일,"9,726.00","9,688.60","9,728.80","9,666.70",589.71M,0.90%
2020년 02월 11일,"9,638.90","9,680.90","9,714.70","9,617.20",567.80M,0.11%
2020년 02월 10일,"9,628.40","9,493.60","9,628.70","9,493.60",546.60M,1.13%
2020년 02월 07일,"9,520.50","9,526.60","9,570.10","9,496.50",549.79M,-0.54%
2020년 02월 06일,"9,572.20","9,541.00","9,575.70","9,505.70",582.67M,0.67%
2020년 02월 05일,"9,508.70","9,574.10","9,574.90","9,454.90",625.91M,0.43%
2020년 02월 04일,"9,468.00","9,398.40","9,485.40","9,374.00",607.83M,2.10%
2020년 02월 03일,"9,273.40","9,190.70","9,299.80","9,188.50",623.27M,1.34%
2020년 01월 31일,"9,150.90","9,324.30","9,324.80","9,123.20",695.77M,-1.59%
2020년 01월 30일,"9,298.90","9,211.20","9,303.00","9,185.20",573.68M,0.26%
2020년 01월 29일,"9,275.20","9,318.30","9,329.10","9,249.00",548.87M,0.06%
2020년 01월 28일,"9,269.70","9,201.80","9,288.90","9,182.30",530.77M,1.43%
2020년 01월 27일,"9,139.30","9,092.50","9,185.50","9,088.00",686.78M,-1.89%
2020년 01월 24일,"9,314.90","9,446.20","9,451.40","9,273.20",629.46M,-0.93%
2020년 01월 23일,"9,402.50","9,377.70","9,409.20","9,334.10",611.04M,0.20%
2020년 01월 22일,"9,383.80","9,413.60","9,439.30","9,375.10",580.34M,0.14%
2020년 01월 21일,"9,370.80","9,361.10","9,397.60","9,350.20",691.60M,-0.19%
2020년 01월 17일,"9,388.90","9,392.40","9,393.50","9,346.80",659.47M,0.34%
2020년 01월 16일,"9,357.10","9,313.40","9,357.90","9,301.30",567.15M,1.06%
2020년 01월 15일,"9,258.70","9,253.80","9,298.80","9,231.10",584.77M,0.08%
2020년 01월 14일,"9,251.30","9,270.60","9,298.30","9,226.50",624.22M,-0.24%
2020년 01월 13일,"9,273.90","9,213.70","9,274.50","9,193.10",605.16M,1.04%
2020년 01월 10일,"9,178.90","9,232.90","9,235.20","9,164.70",585.08M,-0.27%
2020년 01월 09일,"9,203.40","9,202.30","9,216.00","9,158.50",601.33M,0.81%
2020년 01월 08일,"9,129.20","9,068.00","9,168.90","9,059.40",595.81M,0.67%
2020년 01월 07일,"9,068.60","9,076.70","9,091.90","9,042.50",552.23M,-0.03%
2020년 01월 06일,"9,071.50","8,943.50","9,072.40","8,943.50",690.23M,0.56%
2020년 01월 03일,"9,020.80","8,976.40","9,065.80","8,976.40",618.55M,-0.79%
2020년 01월 02일,"9,092.20","9,039.50","9,093.40","9,010.90",654.95M,1.33%
2019년 12월 31일,"8,972.60","8,918.70","8,975.30","8,912.80",554.99M,0.30%
2019년 12월 30일,"8,946.00","9,004.50","9,006.40","8,909.20",483.98M,-0.67%
2019년 12월 27일,"9,006.60","9,049.50","9,052.00","8,987.30",443.17M,-0.17%
2019년 12월 26일,"9,022.40","8,970.20","9,022.50","8,968.50",394.33M,0.78%
2019년 12월 24일,"8,952.90","8,955.00","8,957.10","8,934.40",248.97M,0.08%
2019년 12월 23일,"8,945.70","8,950.20","8,956.60","8,934.50",510.23M,0.23%
2019년 12월 20일,"8,925.00","8,911.80","8,931.90","8,901.90",1.60B,0.42%
2019년 12월 19일,"8,887.20","8,839.00","8,888.10","8,839.00",629.57M,0.67%
2019년 12월 18일,"8,827.70","8,834.70","8,848.80","8,820.40",680.42M,0.05%
2019년 12월 17일,"8,823.40","8,829.50","8,832.00","8,804.60",594.89M,0.10%
2019년 12월 16일,"8,814.20","8,791.30","8,833.50","8,789.80",632.71M,0.91%
2019년 12월 13일,"8,734.90","8,713.90","8,768.90","8,697.60",543.98M,0.20%
2019년 12월 12일,"8,717.30","8,645.40","8,745.80","8,633.60",588.22M,0.73%
2019년 12월 11일,"8,654.00","8,631.10","8,658.50","8,622.30",486.22M,0.44%
2019년 12월 10일,"8,616.20","8,623.60","8,650.80","8,600.80",515.36M,-0.07%
2019년 12월 09일,"8,621.80","8,650.90","8,678.80","8,619.80",547.63M,-0.40%
2019년 12월 06일,"8,656.50","8,634.30","8,665.40","8,630.60",527.65M,1.00%
2019년 12월 05일,"8,570.70","8,587.90","8,588.90","8,541.90",536.69M,0.05%
2019년 12월 04일,"8,566.70","8,557.40","8,584.90","8,552.40",571.97M,0.54%
2019년 12월 03일,"8,520.60","8,460.70","8,524.00","8,435.40",599.92M,-0.55%
2019년 12월 02일,"8,568.00","8,672.80","8,672.80","8,540.20",559.26M,-1.12%
2019년 11월 29일,"8,665.50","8,682.00","8,697.30","8,664.00",303.12M,-0.46%
2019년 11월 27일,"8,705.20","8,669.60","8,705.90","8,662.60",436.37M,0.66%
2019년 11월 26일,"8,647.90","8,635.40","8,659.70","8,625.60",739.47M,0.18%
2019년 11월 25일,"8,632.50","8,559.70","8,633.20","8,559.70",575.98M,1.32%
2019년 11월 22일,"8,519.90","8,530.50","8,535.50","8,477.50",459.67M,0.16%
2019년 11월 21일,"8,506.20","8,527.90","8,530.70","8,487.30",520.65M,-0.24%
2019년 11월 20일,"8,526.70","8,543.60","8,578.30","8,468.60",771.51M,-0.51%
2019년 11월 19일,"8,570.70","8,578.00","8,589.80","8,536.70",533.69M,0.24%
2019년 11월 18일,"8,549.90","8,529.20","8,559.80","8,503.60",523.43M,0.11%
2019년 11월 15일,"8,540.80","8,524.50","8,540.80","8,506.80",588.62M,0.73%
2019년 11월 14일,"8,479.00","8,461.10","8,485.40","8,441.60",499.40M,-0.04%
2019년 11월 13일,"8,482.10","8,455.00","8,496.90","8,451.30",521.49M,-0.05%
2019년 11월 12일,"8,486.10","8,471.10","8,514.80","8,463.00",491.23M,0.26%
2019년 11월 11일,"8,464.30","8,431.30","8,467.30","8,425.50",435.56M,-0.13%
2019년 11월 08일,"8,475.30","8,422.70","8,475.60","8,405.90",508.33M,0.48%
2019년 11월 07일,"8,434.50","8,455.10","8,483.20","8,415.90",618.39M,0.28%
2019년 11월 06일,"8,410.60","8,426.60","8,426.60","8,379.30",584.19M,-0.29%
2019년 11월 05일,"8,434.70","8,446.60","8,457.40","8,421.00",559.52M,0.02%
2019년 11월 04일,"8,433.20","8,445.50","8,451.40","8,421.30",555.69M,0.56%
2019년 11월 01일,"8,386.40","8,335.00","8,386.80","8,326.60",519.42M,1.13%
2019년 10월 31일,"8,292.40","8,314.40","8,321.80","8,248.80",608.63M,-0.14%
2019년 10월 30일,"8,304.00","8,284.30","8,315.50","8,241.70",484.37M,0.33%
2019년 10월 29일,"8,276.80","8,313.30","8,319.30","8,275.10",468.38M,-0.59%
2019년 10월 28일,"8,326.00","8,285.80","8,335.60","8,285.30",488.91M,1.01%
2019년 10월 25일,"8,243.10","8,150.60","8,250.00","8,150.60",475.98M,0.70%
2019년 10월 24일,"8,185.80","8,180.00","8,187.80","8,137.70",468.72M,0.81%
2019년 10월 23일,"8,119.80","8,090.20","8,122.90","8,078.40",457.42M,0.19%
2019년 10월 22일,"8,104.30","8,188.10","8,194.60","8,102.00",463.31M,-0.72%
2019년 10월 21일,"8,163.00","8,137.40","8,164.10","8,117.30",482.28M,0.91%
2019년 10월 18일,"8,089.50","8,149.90","8,157.40","8,045.40",559.75M,-0.83%
2019년 10월 17일,"8,156.90","8,176.90","8,183.60","8,131.30",488.85M,0.40%
2019년 10월 16일,"8,124.20","8,119.80","8,146.10","8,103.40",470.30M,-0.30%
2019년 10월 15일,"8,148.70","8,074.90","8,166.20","8,071.80",447.40M,1.24%
2019년 10월 14일,"8,048.60","8,044.40","8,069.90","8,036.40",380.78M,-0.10%
2019년 10월 11일,"8,057.00","8,047.30","8,115.80","8,046.80",549.19M,1.34%
2019년 10월 10일,"7,950.80","7,904.60","7,982.90","7,899.80",451.97M,0.60%
2019년 10월 09일,"7,903.70","7,896.00","7,930.90","7,873.50",391.06M,1.02%
2019년 10월 08일,"7,823.80","7,898.30","7,921.90","7,823.70",478.69M,-1.67%
2019년 10월 07일,"7,956.30","7,956.40","8,013.30","7,942.10",477.67M,-0.33%
2019년 10월 04일,"7,982.50","7,908.40","7,986.60","7,899.40",443.55M,1.40%
2019년 10월 03일,"7,872.30","7,787.00","7,872.30","7,700.00",518.32M,1.12%
2019년 10월 02일,"7,785.20","7,851.10","7,852.70","7,745.00",629.68M,-1.56%
2019년 10월 01일,"7,908.70","8,026.80","8,062.50","7,906.30",541.53M,-1.13%
2019년 09월 30일,"7,999.30","7,964.10","8,012.20","7,949.60",510.05M,0.75%
2019년 09월 27일,"7,939.60","8,047.10","8,051.80","7,890.30",527.85M,-1.13%
2019년 09월 26일,"8,030.70","8,070.10","8,072.10","7,991.00",472.49M,-0.58%
2019년 09월 25일,"8,077.40","7,990.70","8,095.00","7,935.60",532.51M,1.05%
2019년 09월 24일,"7,993.60","8,147.20","8,158.80","7,969.60",608.62M,-1.46%
2019년 09월 23일,"8,112.50","8,106.50","8,135.80","8,085.30",473.44M,-0.06%
2019년 09월 20일,"8,117.70","8,184.90","8,202.80","8,086.20",1.52B,-0.80%
2019년 09월 19일,"8,182.90","8,193.60","8,237.40","8,174.30",492.92M,0.07%
2019년 09월 18일,"8,177.40","8,174.60","8,179.90","8,086.20",542.24M,-0.11%
2019년 09월 17일,"8,186.00","8,148.60","8,188.20","8,139.80",471.62M,0.40%
2019년 09월 16일,"8,153.50","8,121.60","8,165.30","8,121.30",483.84M,-0.28%
2019년 09월 13일,"8,176.70","8,190.60","8,210.20","8,165.50",495.64M,-0.22%
2019년 09월 12일,"8,194.50","8,206.60","8,243.80","8,176.70",557.77M,0.30%
2019년 09월 11일,"8,169.70","8,091.70","8,169.70","8,081.60",595.76M,1.06%
2019년 09월 10일,"8,084.10","8,050.00","8,086.50","8,001.70",609.35M,-0.04%
2019년 09월 09일,"8,087.40","8,130.90","8,131.60","8,052.40",573.75M,-0.19%
2019년 09월 06일,"8,103.10","8,125.60","8,134.40","8,098.50",478.40M,-0.17%
2019년 09월 05일,"8,116.80","8,061.30","8,134.40","8,061.30",542.83M,1.75%
2019년 09월 04일,"7,976.90","7,949.80","7,981.40","7,928.90",509.99M,1.30%
2019년 09월 03일,"7,874.20","7,906.40","7,940.40","7,847.30",512.49M,-1.11%
2019년 08월 30일,"7,962.90","8,015.20","8,017.90","7,914.70",467.01M,-0.13%
2019년 08월 29일,"7,973.40","7,945.80","7,992.30","7,925.80",434.25M,1.48%
2019년 08월 28일,"7,856.90","7,798.40","7,866.90","7,766.70",420.87M,0.38%
2019년 08월 27일,"7,827.00","7,908.80","7,916.80","7,795.20",532.80M,-0.34%
2019년 08월 26일,"7,853.70","7,829.60","7,856.00","7,789.00",446.37M,1.32%
2019년 08월 23일,"7,751.80","7,943.60","8,005.30","7,730.80",598.42M,-3.00%
2019년 08월 22일,"7,991.40","8,038.80","8,048.60","7,937.10",456.70M,-0.36%
2019년 08월 21일,"8,020.20","8,017.10","8,036.90","7,998.50",428.16M,0.90%
2019년 08월 20일,"7,948.60","7,989.40","8,010.60","7,948.10",452.71M,-0.68%
2019년 08월 19일,"8,002.80","8,006.20","8,026.80","7,974.40",500.92M,1.35%
2019년 08월 16일,"7,896.00","7,828.40","7,907.50","7,828.40",543.84M,1.67%
2019년 08월 15일,"7,766.60","7,790.20","7,805.90","7,716.50",539.47M,-0.09%
2019년 08월 14일,"7,773.90","7,877.30","7,900.30","7,762.90",637.26M,-3.02%
2019년 08월 13일,"8,016.40","7,863.40","8,065.20","7,851.60",604.20M,1.95%
2019년 08월 12일,"7,863.40","7,907.50","7,925.00","7,833.80",536.97M,-1.20%
2019년 08월 09일,"7,959.10","7,997.20","8,020.60","7,910.40",568.09M,-1.00%
2019년 08월 08일,"8,039.20","7,921.60","8,041.10","7,896.10",659.54M,2.24%
2019년 08월 07일,"7,862.80","7,747.30","7,881.40","7,702.40",615.18M,0.38%
2019년 08월 06일,"7,833.30","7,804.50","7,845.00","7,739.60",564.77M,1.39%
2019년 08월 05일,"7,726.00","7,823.30","7,836.50","7,662.90",699.01M,-3.47%
