회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본금(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일
(주)나노신소재,121600,2019,13.03,-21.27,8.13,3.36,3.08,10.56,2.29,5424167,2115803,2955027,2011-02-09
(주)나노신소재,121600,2020,-14.72,-62.31,4.57,1.22,1.08,15.17,7.11,5424167,1014266,1113750,2011-02-09
(주)나노신소재,121600,2021,31.87,234.43,9.2,3.98,3.48,13.5,6.83,5424167,2691645,3724688,2011-02-09
(주)나노엔텍,39860,2018,30.38,704.05,10.01,5.65,3.9,29.35,9.71,12826293,1265372,1745900,2000-08-16
(주)나노엔텍,39860,2019,-13.07,10.91,9.75,5.19,4.27,15,2.84,13146395,1071668,1936338,2000-08-16
(주)나노엔텍,39860,2020,4.58,-26.72,9.29,3.21,2.82,13.27,0,13375214,1068280,1418971,2000-08-16
(주)나노엔텍,39860,2021,59.4,285.6,18.92,10.69,9.47,12.61,0.12,13399164,3465801,5471484,2000-08-16
(주)나무가,190510,2018,33.21,0,-0.56,4.73,2.3,182.46,5.82,1912750,-606147,2309969,2015-11-12
(주)나무가,190510,2019,-1.9,0,1.08,-12.48,-3.65,295.14,19.46,1913515,1146102,-4050831,2015-11-12
(주)나무가,190510,2020,53.82,0,0.66,10.67,3.43,160.59,16.27,3633285,1079039,4865049,2015-11-12
(주)나무가,190510,2021,7.3,-27.59,-0.15,6.32,2.41,164.59,22.02,7068830,-257473,3523000,2015-11-12
(주)나스미디어,89600,2018,-13.97,-13.65,28.55,7.52,3.87,88.31,0,4557703,10346406,8366830,2013-07-17
(주)나스미디어,89600,2019,5.18,9.24,30.02,7.38,3.75,104.96,3.82,4557704,11443518,9139670,2013-07-17
(주)나스미디어,89600,2020,-3.17,2.63,28.57,7.06,3.59,89.07,1.77,4557703,10545962,9379980,2013-07-17
(주)나스미디어,89600,2021,6.85,14.73,33.43,7.44,3.7,111.93,0.46,4982813,13181892,10761424,2013-07-17
(주)나이벡,138610,2018,-27.72,0,-55.69,-15.24,-7.49,81.51,29.64,3183979,-1417963,-1756130,2011-07-13
(주)나이벡,138610,2019,57.18,0,-29.73,-7.79,-5.34,29.46,12.22,4951490,-1189762,-1631700,2011-07-13
(주)나이벡,138610,2020,-32.88,0,-33.2,-2.52,-1.93,32.76,13.39,4951490,-891937,-699706,2011-07-13
(주)나이벡,138610,2021,112.65,0,-33.44,-9.23,-5.97,74.2,29.47,4951490,-1910175,-2616463,2011-07-13
(주)나이스디앤비,130580,2018,41.61,57.57,32.21,17.88,14.42,25.83,0,7700000,8029771,6811357,2011-12-22
(주)나이스디앤비,130580,2019,15.7,6.81,28.95,16.75,13.16,28.51,0.93,7700000,8350624,7275088,2011-12-22
(주)나이스디앤비,130580,2020,18.96,12.63,27.64,16.68,12.77,32.43,2.11,7700000,9487138,8193961,2011-12-22
(주)나이스디앤비,130580,2021,8.15,5.05,27.99,15.33,11.69,29.97,0.97,7700000,10388882,8607690,2011-12-22
(주)나이스홀딩스,34310,2018,13.04,8.07,67.84,4.14,3.53,16.4,12.43,18941150,17816166,14557359,2004-02-04
(주)나이스홀딩스,34310,2019,-25.13,48.87,57.39,6.01,4.96,26.57,14.62,18941150,11286034,21671736,2004-02-04
(주)나이스홀딩스,34310,2020,14.39,0,56.29,-7.69,-5.51,54.86,26.44,18941150,12661489,-25096647,2004-02-04
(주)나이스홀딩스,34310,2021,15.99,0,60.82,7.1,4.74,45.17,25.16,18941150,15869350,22236556,2004-02-04
(주)나인테크,267320,2018,0,0,0,0.03,0.02,26.85,,402000,,2180,2017-06-22
(주)나인테크,267320,2019,0,0,0,-0.01,-0.01,27.35,,402000,,-1138,2017-06-22
(주)나인테크,267320,2020,0,0,5.55,-5.68,-2.04,178.37,35.9,3712655,1905545,-1262219,2017-06-22
(주)나인테크,267320,2021,22.56,0,-8.15,-10.38,-3.46,218.07,42.56,3939655,-3432043,-2497411,2017-06-22
(주)남선알미늄,8350,2018,-13.97,-42.36,3.94,5.89,2.89,93.97,20.85,55243490,7260258,8575131,1978-05-22
(주)남선알미늄,8350,2019,-15,-55.71,3.56,2.32,1.23,84.16,13.94,55243490,5576432,3797809,1978-05-22
(주)남선알미늄,8350,2020,-13.59,-27.95,1.04,1.56,0.91,56.93,11.63,55243490,1412606,2736506,1978-05-22
(주)남선알미늄,8350,2021,-8.51,-75.33,-0.7,0.38,0.24,56.95,9.34,55243490,-869905,675031,1978-05-22
(주)남성,4270,2018,-10.19,28.91,6.09,2.15,1.04,96.55,31.88,18106080,1871115,1809479,1989-11-14
(주)남성,4270,2019,-1.18,-35.68,6.5,1.32,0.67,98.02,32.2,18106080,1973575,1163770,1989-11-14
(주)남성,4270,2020,-25.14,0,0.69,-1.42,-0.71,99.99,34.19,18106080,157632,-1211402,1989-11-14
(주)남성,4270,2021,29.43,0,4.58,3.93,1.94,105.89,32.16,18106080,1347265,3158905,1989-11-14
(주)내츄럴엔도텍,168330,2018,11.09,0,-34.32,-5.21,-2.94,64.31,36.53,10115520,-1456569,-2216686,2013-10-31
(주)내츄럴엔도텍,168330,2019,-14.59,0,-73.78,-14.53,-8.34,89.01,42.36,10332911,-2674383,-5269212,2013-10-31
(주)내츄럴엔도텍,168330,2020,51.67,0,7.65,-5.46,-2.52,163.07,57.75,10332911,420709,-1274289,2013-10-31
(주)내츄럴엔도텍,168330,2021,79.45,0,14.28,3.73,2.1,36.98,23.03,13786764,1409190,1032790,2013-10-31
(주)네오리진,94860,2018,8.59,0,-14.89,-5.95,-4.87,19.62,3.59,4765306,-629298,-852056,2007-04-16
(주)네오리진,94860,2019,11.4,0,4.59,1.65,1.36,23.37,2.07,4765306,216286,221395,2007-04-16
(주)네오리진,94860,2020,12.01,0,-10.44,-4.75,-3.8,27.08,5.78,5064260,-550579,-546317,2007-04-16
(주)네오리진,94860,2021,126.58,0,-5.13,-4.65,-3.21,56.25,17.17,5367804,-612916,-623597,2007-04-16
(주)네오셈,253590,2018,,,,,,,,551000,,12514,2018-04-04
(주)네오셈,253590,2019,0,0,-47.72,-6.42,-4.36,47.06,26.35,3604918,-3407678,-2266600,2018-04-04
(주)네오셈,253590,2020,230.97,0,19.01,11.38,7.48,56.7,21.55,3753639,4493157,4276009,2018-04-04
(주)네오셈,253590,2021,-57.08,0,-7.86,-0.1,-0.06,89.23,42.2,3757559,-797418,-39967,2018-04-04
(주)네오오토,212560,2018,-24.23,-69.48,2.47,1.87,0.97,86.95,31.4,3937482,1358077,1360750,2015-11-18
(주)네오오토,212560,2019,5.72,-5.52,0.92,1.7,0.92,83.81,26.64,3937482,537332,1285648,2015-11-18
(주)네오오토,212560,2020,-8.4,-19.78,0.31,1.3,0.74,70.67,29.93,3937482,166593,1031312,2015-11-18
(주)네오오토,212560,2021,36.38,374.55,5.41,5.85,3.53,61.02,22.09,3937482,3938593,4894051,2015-11-18
(주)네오위즈,95660,2018,55.04,603.05,8.55,4.1,3.76,10.56,0,10957504,6696195,14405638,2007-07-02
(주)네오위즈,95660,2019,19.2,-53.5,5.15,2,1.8,11.55,0,10957504,4813759,6698293,2007-07-02
(주)네오위즈,95660,2020,16.8,161.09,18.43,5.24,4.67,12.89,0,10957504,20106632,17488444,2007-07-02
(주)네오위즈,95660,2021,1.13,56.29,16.85,7.21,6.4,12.34,0,11016860,18597714,27332838,2007-07-02
(주)네오위즈홀딩스,42420,2018,30.26,35.72,-47.01,0.65,0.64,0.85,0,4653433,-160441,2064104,2000-06-27
(주)네오위즈홀딩스,42420,2019,18.67,75.33,-152.98,1.18,1.17,0.47,0.12,4653433,-619612,3618975,2000-06-27
(주)네오위즈홀딩스,42420,2020,18.07,0,-68.08,-0.7,-0.7,0.4,0.14,4653433,-325549,-2072655,2000-06-27
(주)네오위즈홀딩스,42420,2021,-15.95,0,-119.55,0.79,0.79,0.48,0.13,4653433,-480502,2312914,2000-06-27
(주)네오이뮨텍,950220,2020,,,,,,,,1987,-12786248,-12091533,2021-03-16
(주)네오이뮨텍,950220,2021,0,0,0,-12.85,-11.78,9.09,1.94,2224,-22926184,-22949271,2021-03-16
(주)네오크레마,311390,2020,,,,,,,,3651998,1435278,1360583,2019-08-22
(주)네오크레마,311390,2021,0,0,9.09,2.95,2.45,20.47,11.08,3657998,1030392,1239299,2019-08-22
(주)네오티스,85910,2018,1.13,0,3.58,1.61,0.91,88.81,26.98,5506839,766636,735030,2007-10-01
(주)네오티스,85910,2019,-8.53,-44.89,2.64,0.93,0.49,91.13,26.97,5506839,516292,405053,2007-10-01
(주)네오티스,85910,2020,-13.14,-30.62,5.32,0.66,0.32,121.04,38.92,5506839,905241,281013,2007-10-01
(주)네오티스,85910,2021,22.38,1.03,9.68,0.64,0.3,98.82,37.82,6390630,2015227,283895,2007-10-01
(주)네오팜,92730,2018,25.97,23.03,31.23,17.09,14.81,16.74,0.11,3730618,10262993,8251978,2007-01-30
(주)네오팜,92730,2019,26.97,17.66,30.56,12.86,11.26,12.83,0.47,4103681,12751980,9709164,2007-01-30
(주)네오팜,92730,2020,-2.16,6.51,29.64,9.94,8.76,14.01,3.61,4103680,12098362,10340999,2007-01-30
(주)네오팜,92730,2021,7.92,-2.8,29.49,8.63,7.59,13.3,2.98,4103681,12991546,10051695,2007-01-30
(주)네오펙트,290660,2018,,,,,,,,4932273,-1569236,-5527740,2018-11-28
(주)네오펙트,290660,2019,0,0,-42.73,-3.1,-2.45,26.3,16.03,5965523,-1449740,-1040419,2018-11-28
(주)네오펙트,290660,2020,-67.9,0,-351.75,-22.07,-12.37,213.46,43.36,6053023,-3831029,-5133090,2018-11-28
(주)네오펙트,290660,2021,43.78,0,-164.57,-14.27,-6.14,91.98,33.9,9453140,-2577128,-2780329,2018-11-28
(주)네온테크,306620,2019,,,,,,,,484000,,38674,2018-10-31
(주)네온테크,306620,2020,0,0,4.26,-21.88,-9.37,133.61,27.88,3708916,642648,-5456426,2018-10-31
(주)네온테크,306620,2021,15.78,0,-5.76,-8.68,-4.17,89.19,25.08,3939817,-1006574,-2550768,2018-10-31
(주)네이블커뮤니케이션즈,153460,2018,80.24,0,-16.95,-5.32,-4.77,13.35,0,3265007,-1521805,-1441082,2012-07-19
(주)네이블커뮤니케이션즈,153460,2019,-42.99,0,-24.73,-4.37,-3.85,13.85,0.06,3265007,-1265814,-1062018,2012-07-19
(주)네이블커뮤니케이션즈,153460,2020,-31.31,0,-54.51,-7.88,-7.02,10.6,0.1,3265007,-1916678,-1792522,2012-07-19
(주)네이블커뮤니케이션즈,153460,2021,35.11,0,-19.79,-3.49,-3.15,10.93,0.13,3265007,-939958,-802583,2012-07-19
(주)네이처셀,7390,2018,-30.02,0,-26.55,-2.96,-2.1,34.49,7.68,26528200,-2786379,-1118749,1992-11-30
(주)네이처셀,7390,2019,-0.14,0,0.97,0.59,0.46,20.9,6.6,26562700,101328,246787,1992-11-30
(주)네이처셀,7390,2020,-33.87,0,-41.09,-6.73,-5.72,16.05,7.11,30595200,-2847087,-4087238,1992-11-30
(주)네이처셀,7390,2021,64.17,0,-50.11,-59.13,-38.56,145.92,13.92,30678228,-5700772,-32393408,1992-11-30
(주)네패스,33640,2018,-3.77,157.11,6.02,9.26,4.68,89.44,30.45,11476633,7474408,13572933,1999-12-14
(주)네패스,33640,2019,26.53,-59.73,12.8,3.36,1.82,80.12,18.3,11629601,20094955,5466085,1999-12-14
(주)네패스,33640,2020,-14.06,9.68,4.44,3.24,1.92,59.91,23.5,11629601,5989997,5995398,1999-12-14
(주)네패스,33640,2021,12.35,33.14,5.16,3.78,2.24,76.63,31.16,11629601,7829328,7982204,1999-12-14
(주)네패스아크,330860,2020,,,,,,,,3142858,7422358,888435,2020-11-17
(주)네패스아크,330860,2021,0,0,22.68,5.92,3.71,59.64,31.44,6092023,11430707,11090081,2020-11-17
(주)넥센,5720,2018,69.33,4.65,9.04,2.93,2.46,19.8,5.51,28572289,15792298,15197454,1987-12-19
(주)넥센,5720,2019,5.08,-31.14,7.37,1.88,1.59,16.83,5.08,28572289,13545900,10464423,1987-12-19
(주)넥센,5720,2020,-9.58,49.23,9.83,2.71,2.33,15.05,5.55,28572289,16326677,15615859,1987-12-19
(주)넥센,5720,2021,35.42,25.73,8.66,3.32,2.89,14.82,3.05,28572289,19474963,19634464,1987-12-19
(주)넥스턴바이오사이언스,89140,2018,-9.43,17.05,16.91,3.88,3.62,6.97,0,5923260,2828517,3591178,2006-11-01
(주)넥스턴바이오사이언스,89140,2019,64.85,65.54,14.47,6.13,5.75,6.36,0.04,5923260,3989189,5944712,2006-11-01
(주)넥스턴바이오사이언스,89140,2020,-85.46,-72.43,-23.33,1.63,1.56,3.16,0.03,5923260,-934947,1639161,2006-11-01
(주)넥스턴바이오사이언스,89140,2021,147.79,0,5.56,-3.84,-3.07,48.31,15.58,16610432,552243,-3717790,2006-11-01
(주)넥스트비티,65170,2018,-6.38,0,4.61,2.1,1.55,24.25,13.04,30793531,925531,982230,2002-11-19
(주)넥스트비티,65170,2019,-3.58,-60.37,5.24,0.62,0.51,14.93,7.78,30953012,1014038,389246,2002-11-19
(주)넥스트비티,65170,2020,-30,0,-5.18,-0.75,-0.65,16.56,9.81,33126922,-702104,-460597,2002-11-19
(주)넥스트비티,65170,2021,-7.72,0,-1.32,-17.57,-14.42,26.52,13.83,43685001,-164752,-10817247,2002-11-19
(주)넥스트사이언스,3580,2018,-25.3,0,-4.22,-0.56,-0.47,18.99,10.76,9654325,-293212,-352398,1990-03-23
(주)넥스트사이언스,3580,2019,-22.9,0,-59.31,-15.24,-8.7,129.07,39.37,11740320,-3175031,-9913426,1990-03-23
(주)넥스트사이언스,3580,2020,40.66,0,-14.91,-3.44,-1.91,44.66,18.01,16006471,-1122661,-2743879,1990-03-23
(주)넥스트사이언스,3580,2021,16.86,0,-32.89,-3.01,-2.38,8.18,3.96,20287677,-2894119,-2825145,1990-03-23
(주)넥스트아이,137940,2018,9.97,0,11.98,1.79,1.04,72.85,37.33,7063800,1690982,1191851,2011-06-14
(주)넥스트아이,137940,2019,-10.8,0,-16.44,-5.27,-3.11,65.26,34.75,7927357,-2069285,-3243937,2011-06-14
(주)넥스트아이,137940,2020,-16.93,0,-23.45,-5.47,-3.21,76.73,38.57,7927357,-2452633,-2886554,2011-06-14
(주)넥스트아이,137940,2021,-42.95,0,-38.14,-3.17,-2.2,28.78,18.92,7927357,-2275393,-2425481,2011-06-14
(주)넥스트엔터테인먼트월드,160550,2018,-41.54,0,-22.55,-4.41,-2.53,88.86,21.6,13703053,-5321095,-5641838,2014-12-23
(주)넥스트엔터테인먼트월드,160550,2019,6.94,0,-16.5,-1.48,-0.81,72.97,27.16,13953053,-4164331,-1766383,2014-12-23
(주)넥스트엔터테인먼트월드,160550,2020,-19.63,0,17.04,-0.04,-0.02,72.56,26.17,13953053,3455518,-43906,2014-12-23
(주)넥스트엔터테인먼트월드,160550,2021,-25.94,0,10.02,3.19,1.81,79.56,32.16,13953053,1504940,3719696,2014-12-23
(주)넥스틴,348210,2020,,,,,,,,1402280,2262026,1838555,2020-10-08
(주)넥스틴,348210,2021,0,0,34.61,14.24,11.89,19.69,1.19,4781700,9837791,7819336,2020-10-08
(주)넵튠,217270,2018,-6.32,0,-59.99,-0.81,-0.62,45.72,21.74,9761026,-2118027,-600243,2015-06-18
(주)넵튠,217270,2019,11.89,0,19.78,-4.44,-2.95,56.12,28.26,10947610,781412,-3965032,2015-06-18
(주)넵튠,217270,2020,-3.66,0,-4.6,23.48,16.11,36.71,15.02,11685073,-175126,20945045,2015-06-18
(주)넵튠,217270,2021,-28.98,439.38,-45.59,41.68,35.55,13.04,2.33,15855911,-1232420,112973010,2015-06-18
(주)넷게임즈,225570,2018,37.72,0,-10.9,4.63,3.26,38.25,0,11974631,-1702401,1426135,2015-09-25
(주)넷게임즈,225570,2019,-56.92,0,-206.42,-74.08,-36.17,503.72,0,12001714,-13893685,-13953217,2015-09-25
(주)넷게임즈,225570,2020,468.94,0,24.48,33.89,15.49,75.34,15.19,14419416,9373999,8994386,2015-09-25
(주)넷게임즈,225570,2021,-18.26,-95.91,1.45,0.64,0.41,41.4,15.18,14425484,452715,367435,2015-09-25
(주)노랑풍선,104620,2018,,,,,,,,2000000,2906112,2523811,2019-01-30
(주)노랑풍선,104620,2019,0,0,0.59,0.54,0.27,101.57,12.4,2382825,296058,315575,2019-01-30
(주)노랑풍선,104620,2020,-61.98,-34.62,3.21,0.36,0.2,51.42,24.67,2382825,608985,206310,2019-01-30
(주)노랑풍선,104620,2021,-93.95,0,-546.71,-12.08,-7.15,89.91,34.06,2382825,-6269999,-6196720,2019-01-30
(주)노루페인트,90350,2018,13.74,21.81,4.13,4.14,2.01,104.87,20.92,10231563,11031492,11595841,2006-07-03
(주)노루페인트,90350,2019,6.53,33.23,5.05,5.24,2.6,97.42,19.54,10231563,14363843,15449515,2006-07-03
(주)노루페인트,90350,2020,-4.54,-28.33,4.24,3.64,1.85,95.68,19.38,10231563,11528916,11073115,2006-07-03
(주)노루페인트,90350,2021,17.96,-30.29,2.86,2.5,1.24,107.7,17.74,10231563,9170432,7718646,2006-07-03
(주)노루홀딩스,320,2018,-22.59,-35.95,43.73,1.9,1.6,18.03,12.51,8500201,6063495,5733555,1973-08-10
(주)노루홀딩스,320,2019,65.1,146.13,68.75,4.57,3.88,17.58,12.33,8500201,15738404,14111976,1973-08-10
(주)노루홀딩스,320,2020,-33.28,-31.36,57.46,3.12,2.62,20.03,14.18,8500201,8776615,9685910,1973-08-10
(주)노루홀딩스,320,2021,6.13,-8.08,59.96,2.9,2.41,20.41,14.08,8500201,9718497,8903130,1973-08-10
(주)노바렉스,194700,2018,33.55,58.13,12.79,11.01,7.82,40.3,0,4007470,6603114,5845173,2018-11-14
(주)노바렉스,194700,2019,38.02,13.6,10.64,9.2,6.31,49.66,7.42,4501870,7580653,6640003,2018-11-14
(주)노바렉스,194700,2020,55.07,85,11.51,12.95,7.53,90.37,23.47,4501870,12714608,12284058,2018-11-14
(주)노바렉스,194700,2021,18.75,6.14,11.35,11.31,5.94,90.32,22.87,4501870,14894174,13038819,2018-11-14
(주)노바텍,285490,2018,,,,,,,,1890000,2566045,2989603,2018-11-02
(주)노바텍,285490,2019,0,0,12.1,6.15,5.74,7.24,0.53,2313400,1061504,2040602,2018-11-02
(주)노바텍,285490,2020,9.59,50.89,20.13,8.21,7.56,9.66,0.35,2508169,1935566,3079002,2018-11-02
(주)노바텍,285490,2021,-54.76,9.9,10.47,6.65,6.21,5.4,0.26,5040872,455735,3383735,2018-11-02
(주)노터스,278650,2019,,,,,,,,645609,2523645,3052269,2019-11-27
(주)노터스,278650,2020,0,0,16.25,8.03,6.48,24.01,10.59,760437,3567605,3751118,2019-11-27
(주)노터스,278650,2021,-1.23,7.2,22.02,7.88,6.16,31.24,10.69,761937,4776689,4021354,2019-11-27
(주)녹십자,6280,2018,5.17,-22.97,4.07,2.12,1.4,50.99,19.07,58432690,21958061,21622900,1989-08-01
(주)녹십자,6280,2019,-0.38,-90.19,3.38,0.2,0.13,58.84,22.75,58432690,18199664,2120761,1989-08-01
(주)녹십자,6280,2020,1.81,523.08,2.9,1.26,0.75,75.03,30.09,58432690,15905500,13213933,1989-08-01
(주)녹십자,6280,2021,-7.81,32.59,1.26,1.63,0.94,71.41,30.3,58432690,6383452,17520696,1989-08-01
(주)녹십자엠에스,142280,2018,-10.98,0,-7.08,-13.6,-5.48,193.78,38.56,4780000,-3003752,-3714581,2014-12-17
(주)녹십자엠에스,142280,2019,10.99,0,-2.83,-83.22,-17.83,1270.21,52.97,4808642,-1331751,-11971444,2014-12-17
(주)녹십자엠에스,142280,2020,3.76,0,6.64,11.83,4.61,59.99,9.75,10558642,3242517,3426964,2014-12-17
(주)녹십자엠에스,142280,2021,30.3,-32.64,4.78,4.14,2.21,112.25,30.46,10558642,3043136,2308330,2014-12-17
(주)녹십자웰빙,234690,2019,,,,,,,,6581890,5196089,3767943,2019-10-14
(주)녹십자웰빙,234690,2020,0,0,4.88,2.36,1.82,29.57,7.15,8876138,1599647,1973478,2019-10-14
(주)녹십자웰빙,234690,2021,35.21,64.45,8.33,3.84,2.78,46.69,16.91,8876138,3691343,3245405,2019-10-14
(주)녹십자홀딩스,5250,2018,22.37,22.64,27.56,3.34,2.13,64.74,32.02,26579335,20448817,19638361,1976-08-28
(주)녹십자홀딩스,5250,2019,-58.04,-14.5,50,2.84,1.78,53.76,26.91,26579335,15567209,16790406,1976-08-28
(주)녹십자홀딩스,5250,2020,8,48.56,58.14,4.18,2.55,74.16,36.3,26579335,19548468,24943411,1976-08-28
(주)녹십자홀딩스,5250,2021,46.06,56.52,61.02,6.2,3.63,68.12,33.12,26579335,29966607,39041133,1976-08-28
(주)농심,4370,2018,0.06,-16.67,3.42,1.99,1.56,27.53,0.76,30413210,31270618,36626815,1976-06-30
(주)농심,4370,2019,3.61,-26.34,2.8,1.44,1.11,30.48,2.82,30413210,26542081,26977798,1976-06-30
(주)농심,4370,2020,13.96,118.35,5.87,3.06,2.33,32.18,4.15,30413210,63352436,58905108,1976-06-30
(주)농심,4370,2021,-6.33,-49.42,1.82,1.51,1.18,24.82,0.43,30413210,18362160,29794457,1976-06-30
(주)농심홀딩스,72710,2018,-5.08,-35.56,88.89,2.92,2.77,5.51,5.13,23188950,16108347,16094725,2003-07-30
(주)농심홀딩스,72710,2019,0,0.74,88.66,2.92,2.77,5.47,5.1,23188950,16066634,16214196,2003-07-30
(주)농심홀딩스,72710,2020,6.46,5.41,87.78,3.06,2.97,0.78,0.01,23188950,16933338,17091853,2003-07-30
(주)농심홀딩스,72710,2021,0,-9.24,79.9,2.76,2.74,0.91,0.02,23188950,15413453,15511820,2003-07-30
(주)누리플랜,69140,2018,22.88,0,-7.14,9.79,5.3,85.54,25.17,2375701,-1141303,2116683,2010-10-26
(주)누리플랜,69140,2019,-1.37,0,-7.46,-6.78,-3.36,117.38,36.8,2713853,-1176421,-1643944,2010-10-26
(주)누리플랜,69140,2020,15.13,0,1.5,6.07,2.82,113,36.25,2838951,272631,1538714,2010-10-26
(주)누리플랜,69140,2021,10.99,-80.04,1.87,1.01,0.52,80.2,18.51,3551372,377959,307134,2010-10-26
(주)누리플렉스,40160,2018,279.81,0,17.73,22.54,10.87,103.97,19.75,6027768,14622367,12793604,2000-08-29
(주)누리플렉스,40160,2019,-50.45,-81.68,8.18,3.75,1.93,84.63,25.07,6027768,3342254,2344364,2000-08-29
(주)누리플렉스,40160,2020,-33.79,-11.71,4.04,3.18,1.87,56.85,23.57,6027768,1093419,2069744,2000-08-29
(주)누리플렉스,40160,2021,-36.2,-50.63,-0.69,1.52,0.95,63.17,23.89,6027768,-118673,1021786,2000-08-29
(주)뉴보텍,60260,2018,6.73,0,-1.18,9.31,5.08,81.66,23.16,12306960,-245270,1473933,2002-02-05
(주)뉴보텍,60260,2019,-2.84,-79.81,2.33,1.66,0.94,72.85,19.87,13431960,472542,297534,2002-02-05
(주)뉴보텍,60260,2020,7.33,-93.7,-4.39,0.08,0.04,87.73,27.76,16716875,-953434,18731,2002-02-05
(주)뉴보텍,60260,2021,1.33,0,-5.8,-10.21,-4.66,160.45,33.21,16716875,-1276559,-2400253,2002-02-05
(주)뉴인텍,12340,2018,3.04,0,-1.02,-5.29,-1.91,209.95,42.45,24562580,-234446,-839511,1997-02-12
(주)뉴인텍,12340,2019,3.73,0,1.72,-1.94,-0.64,200.55,38.88,27066754,407453,-273566,1997-02-12
(주)뉴인텍,12340,2020,-3.53,0,2.18,1.61,0.74,72.66,18.96,15022251,499495,333924,1997-02-12
(주)뉴인텍,12340,2021,19.36,146.45,0.85,2.96,1.57,103.2,27.6,15022251,231468,822971,1997-02-12
(주)뉴트리,270870,2018,,,,,,,,3611112,6901709,-225664,2018-12-13
(주)뉴트리,270870,2019,0,0,9.5,8.13,6.81,19.28,0.67,4516112,5160345,4277380,2018-12-13
(주)뉴트리,270870,2020,49.67,124.19,16.26,16.37,12.55,39.59,11.51,4536362,13217432,9589371,2018-12-13
(주)뉴트리,270870,2021,58.16,35.35,12.29,17.47,13.64,19.22,0.58,4556612,15805062,12979039,2018-12-13
(주)뉴파워프라즈마,144960,2018,-32.82,-30.13,20.81,6.74,5.46,16.31,2.76,4125169,8450202,7924081,2016-11-30
(주)뉴파워프라즈마,144960,2019,-34.89,-62.96,3.84,2.28,2,11.39,3.07,4125169,1016200,2934695,2016-11-30
(주)뉴파워프라즈마,144960,2020,58.97,229.95,14.93,7.14,6.19,19.12,7.83,4132669,6275118,9682885,2016-11-30
(주)뉴파워프라즈마,144960,2021,2.91,14.07,11.83,7.2,4.87,71.36,27.5,4369262,5116878,11045466,2016-11-30
(주)뉴프렉스,85670,2018,26.21,94.19,4.24,5.01,1.93,159.83,32.46,10578020,3792553,2444191,2006-01-17
(주)뉴프렉스,85670,2019,-23.7,0,-9.87,-10.93,-4.46,130.68,37.05,10578020,-6743052,-5777604,2006-01-17
(주)뉴프렉스,85670,2020,-0.43,0,-14.17,-15.04,-6.24,153.49,40.96,10578020,-9640260,-7324424,2006-01-17
(주)뉴프렉스,85670,2021,-1.07,0,-5.45,-4.8,-1.81,179.02,43.68,11022158,-3667216,-2008533,2006-01-17
(주)다나와,119860,2018,34.62,49.35,40.43,12.38,11.34,9.32,0.11,6537411,10925570,9350217,2011-01-24
(주)다나와,119860,2019,8.3,30.77,46.48,13.6,12.29,11.72,1.47,6537411,13603629,12227396,2011-01-24
(주)다나와,119860,2020,24.36,16.63,46.61,13.28,11.91,11.19,1.31,6537411,16966502,14261077,2011-01-24
(주)다나와,119860,2021,116.12,18.66,21.26,13.25,11.93,11.04,1.45,6537411,16722937,16922750,2011-01-24
(주)다날,64260,2018,-3.96,-11.84,14.46,4.31,1.61,156.07,36.81,27108249,10374370,7316887,2004-07-23
(주)다날,64260,2019,7.73,186.26,17.79,11.21,4.4,154,36.42,29798620,13747233,20945421,2004-07-23
(주)다날,64260,2020,21.36,-60.47,11.82,3.95,1.67,120.8,39.76,33544866,11083059,8280217,2004-07-23
(주)다날,64260,2021,16.54,282.95,10.51,12.44,5.92,101.57,34.46,34474520,11490385,31709125,2004-07-23
(주)다보링크,340360,2020,,,,,,,,684500,,49663,2019-12-19
(주)다보링크,340360,2021,0,0,0,-0.29,-0.26,13.06,,684500,,-39008,2019-12-19
(주)다산네트웍스,39560,2018,-25.3,0,2.33,-6.77,-3.73,59.38,19.74,15426124,255318,-9695627,2000-06-22
(주)다산네트웍스,39560,2019,227.03,0,9.89,2.18,1.42,47.59,13.68,16886957,3536801,3612252,2000-06-22
(주)다산네트웍스,39560,2020,-63.25,-8.98,-7.09,1.89,1.29,46.87,22.56,17267607,-932232,3287762,2000-06-22
(주)다산네트웍스,39560,2021,38.74,144.78,9.44,4.05,3.07,19.51,8.3,19418882,1721969,8047696,2000-06-22
(주)다우기술,23590,2018,8.16,50.43,16.58,5.25,3.74,40.63,20.31,22433309,15923680,26295114,1997-08-27
(주)다우기술,23590,2019,11.08,21.84,19.19,6.17,4.34,43.53,21.78,22433308,20473608,32036992,1997-08-27
(주)다우기술,23590,2020,9.24,10.31,19.65,6.54,4.52,45.69,21.2,22433308,22909355,35339652,1997-08-27
(주)다우기술,23590,2021,15.99,29.92,20.1,8.1,5.08,72.58,31.65,22433309,27180671,45912139,1997-08-27
(주)다우데이타,32190,2018,18.15,27.77,5.64,4.86,2.73,79.13,24.76,19150000,4812188,7583944,1999-12-21
(주)다우데이타,32190,2019,9.78,28.39,5.91,6.05,3.17,102.72,31.86,19150000,5535276,9736676,1999-12-21
