ticker,company_name,listingdate,fiscal_year,market_cap,sales_growth_rate,net_profit_growth_rate,operating_profit_rate,roe,roa,debt_ratio,20_06_close_price,20_06_rate_of_return,20_09_close_price,20_09_rate_of_return,20_12_close_price,20_12_rate_of_return,21_03_close_price,21_03_rate_of_return,21_06_close_price,PER,PER_cal,PBR,PCR,PSR,DYR
5930,삼성전자(주),1975-06-11,2021,4.81761E+14,16.44,134.67,13.4,7.6,6.13,25.63,52800,0.528409091,58200,0.386597938,81000,-0.37037037,81400,-0.85995086,80700,30.85,34.60526316,2.63,12.84,2.9,3.71
660,에스케이하이닉스(주),1996-12-26,2021,9.28203E+13,19.48,53.11,21.34,5.85,4.41,35.23,85100,0.498237368,84000,0.517857143,118500,7.594936709,132500,-3.773584906,127500,22.11,32.13675214,1.88,8.56,3.06,0.92
35720,(주)카카오,2017-07-10,2021,7.23605E+13,23.19,96.76,17.19,3.2,2.46,35.28,52905.91782,2.080940786,72310.69886,1.254161591,77593.47366,110.0692137,99556.01985,63.726915,163000,441.73,84.6875,2.71,22.88,8.11,0.02
35420,네이버(주),2008-11-28,2021,6.858E+13,24.56,15.91,31.55,9.31,7.2,36.46,267000,0.563670412,296500,0.408094435,292500,42.73504274,377000,10.74270557,417500,57.3,101.396348,9.44,53.28,16.62,0.1
51910,(주)엘지화학,2001-04-25,2021,6.00035E+13,-9.65,240.67,18.66,10.08,6.05,61.15,490500,0.732925586,654000,0.29969419,824000,3.155339806,805000,5.590062112,850000,127.51,35.11904762,3.54,11.46,2.88,1.18
207940,삼성바이오로직스(주),2016-11-10,2021,5.56448E+13,30.7,74.66,35.77,6.36,4.51,42.58,775000,0.08516129,690000,0.21884058,826000,1.81598063,748000,12.43315508,841000,221.72,292.1383648,18.58,274.66,47.77,0
5380,현대자동차(주),1974-06-28,2021,5.11735E+13,19.22,65.95,3.32,3.35,2.35,46.85,97700,1.451381781,178500,0.341736695,192000,24.73958333,218000,9.862385321,239500,97.11,28.35820896,0.95,8.4,1.01,1.25
6400,삼성SDI(주),1979-02-27,2021,4.79976E+13,31.03,286.88,4.96,2.14,1.55,39.45,363500,0.920220083,433500,0.610149942,628000,11.14649682,660000,5.757575758,698000,220.87,200,4.28,65.96,5.27,0.14
68270,(주)셀트리온,2018-02-09,2021,3.70306E+13,-2.55,19.84,46.15,8.9,6.75,32.68,299394.5005,-0.10318994,252042.9315,0.065294703,351402.4794,-23.591888,317703.0153,-15.48710995,268500,71.38,118.0898876,10.51,113.57,21.45,0
270,기아(주),1973-07-21,2021,3.63206E+13,30.39,214.65,5.83,4.79,2.74,77.87,32050,1.795631825,46900,0.910447761,62400,43.58974359,82900,8.082026538,89600,47.46,32.15031315,1.54,96.84,1.06,1.12
5490,(주)포스코,1988-06-10,2021,3.0341E+13,32.85,393.91,15.7,4.92,3.89,26.06,174000,1,196000,0.775510204,272000,27.94117647,320000,8.75,348000,31.41,13.61788618,0.67,5.88,1.14,2.3
12330,현대모비스(주),1989-09-05,2021,2.76796E+13,23.71,34.75,5.21,3.45,2.68,31.1,192529.8614,0.516647848,230634.7298,0.266071247,256205.102,13.9711886,292000,0,292000,23.82,33.33333333,1.15,18.29,1.21,1.37
51900,(주)엘지생활건강,2001-04-25,2021,2.75193E+13,21.28,-12.79,20.4,9.84,8.15,19.2,1346000,0.309063893,1448000,0.216850829,1620000,8.765432099,1570000,12.22929936,1762000,44.5,73.67886179,7.25,37.77,6.23,0.62
96770,SK이노베이션(주),2007-07-25,2021,2.73236E+13,-16.18,-42.33,28.17,5.79,4.5,32.9,131000,1.255725191,139000,1.125899281,190000,55.52631579,219000,34.93150685,295500,17.16,33.67875648,1.95,14.65,7.17,0
66570,엘지전자(주),2002-04-22,2021,2.67564E+13,3.03,0,2.69,-9.89,-3.21,228.17,63200,1.587025316,91700,0.782988004,135000,21.11111111,150000,9,163500,22.08,-27.30030334,2.7,12.03,0.94,0.73
28260,삼성물산(주),2014-12-18,2021,2.55101E+13,6.64,280.81,2.26,3.74,2.31,55.97,116000,0.176724138,105000,0.3,138000,-1.086956522,124500,9.638554217,136500,79.66,24.3315508,0.91,26.55,1.34,1.68
105560,(주)KB금융지주,2008-10-10,2021,2.32021E+13,48.3,53.64,92.32,6.42,4.86,29.21,33950,0.64359352,37550,0.486018642,43400,28.57142857,56200,-0.711743772,55800,16.82,17.28971963,1.11,16.7,14.52,3.17
17670,에스케이텔레콤(주),1989-11-07,2021,2.30592E+13,2.38,13.1,10.59,3.66,2.05,81.68,236432.2955,0.353453002,266686.665,0.199910014,266686.665,19.99100141,308146.3566,3.846757586,320000,34.05,40.71038251,1.49,5.89,2.2,3.13
55550,(주)신한금융지주회사,2001-09-10,2021,2.09739E+13,10.14,12.4,87.62,5.89,4.16,38.68,26568.27498,0.528138354,25505.54398,0.591810785,32045.48849,26.69490126,37450,8.411214953,40600,16.46,14.2614601,0.84,0,12.44,3.69
34730,에스케이(주),2009-11-11,2021,1.98768E+13,-29.64,13.8,37.36,7.89,4.89,61.26,291000,-0.029209622,198500,0.423173804,240500,17.46361746,282000,0.177304965,282500,11.58,16.98352345,1.34,12.51,5.72,2.48
36570,(주)엔씨소프트,2003-05-22,2021,1.80023E+13,-18.5,-54.85,16.18,5.43,4.31,27.15,891000,-0.079685746,806000,0.017369727,931000,-11.9226638,873000,-6.071019473,820000,28.69,104.0515654,5.65,24.14,8.03,1.04
91990,(주)셀트리온헬스케어,2017-07-28,2021,1.79324E+13,-35.1,-55,13.72,4.25,2.55,64.92,105892.9528,0.092612841,85871.60253,0.347360438,159654.5183,-27.53102057,133350.2314,-13.23599607,115700,58.07,200.7058824,8.53,99.85,8.3,0
3550,(주)엘지,1970-02-13,2021,1.61234E+13,-15.39,1.55,83.89,13.51,12.97,3.1,78105.46833,0.312328089,81286.73038,0.26096842,95986.35504,6.786011361,99167.61709,3.360353917,102500,13.29,12.73131014,1.72,29.61,17.41,2.44
32830,삼성생명보험(주),2010-05-12,2021,1.596E+13,-0.48,37.77,4.72,2.46,0.28,752.85,44700,0.785234899,61000,0.308196721,79100,0.884955752,78100,2.176696543,79800,17.18,16.66666667,0.41,4.65,0.54,3.13
15760,한국전력공사(주),1989-08-10,2021,1.59528E+13,1.45,0,-7.09,-2.35,-1.07,122.51,19500,0.274358974,20400,0.218137255,27400,-9.306569343,23150,7.343412527,24850,8.17,-12.76595745,0.3,2.2,0.28,4.89
11200,에이치엠엠(주),1995-10-05,2021,1.51627E+13,102.57,0,45.31,9.39,3.18,140.77,4293.802238,9.224038642,6820.34751,5.436622171,13196.09539,232.6741638,28601.65778,53.48760669,43900,243.72,96.91160809,9.1,10.86,2.3,0
90430,(주)아모레퍼시픽,2006-06-29,2021,1.47315E+13,10.65,26.49,12.93,4.04,3.67,10.22,167500,0.504477612,164000,0.536585366,206000,22.33009709,258500,-2.51450677,252000,141.06,82.42574257,3.33,44.96,4.88,0.32
18260,삼성에스디에스(주),2014-11-14,2021,1.43149E+13,8.83,420.29,11.06,3.79,3.17,21.02,168500,0.097922849,169500,0.091445428,178500,3.641456583,193500,-4.392764858,185000,53.7,68.33773087,2.59,21.25,3.15,1.3
86790,(주)하나금융지주,2005-12-12,2021,1.38261E+13,66.2,84.13,90.45,4.59,3.4,36.38,27000,0.705555556,28100,0.638790036,34500,33.47826087,42800,7.593457944,46050,42.97,17.86492375,0.82,40.81,26.34,4.02
9150,삼성전기(주),1979-02-27,2021,1.32208E+13,15.66,138.33,12.93,6.75,5.26,31.3,129000,0.372093023,139000,0.273381295,178000,-0.561797753,187500,-5.6,177000,36.99,42.51851852,2.87,17.8,2.36,0.79
33780,(주)케이티앤지,1999-10-08,2021,1.15875E+13,8.88,-10.33,33.61,6.13,5.05,20.67,78200,0.079283887,82400,0.024271845,83100,1.564380265,81400,3.685503686,84400,10.78,23.49102773,1.44,9.77,3.37,5.69
10950,에쓰-오일(주),1987-05-27,2021,1.15397E+13,39.11,0,10.04,12.66,4.33,179.55,63500,0.614173228,51600,0.986434109,69200,48.12138728,81200,26.23152709,102500,0,16.03475513,2.03,7.08,0.69,0
251270,넷마블(주),2017-05-12,2021,1.15178E+13,-4.33,839.09,6.1,8.87,7.11,26.58,100318.2889,0.335748461,165756.9778,-0.191587577,131334.4667,2.029576384,128980.0872,3.892006025,134000,111.23,25.14092446,2.23,79.72,8.35,0.57
3490,(주)대한항공,1966-03-18,2021,1.09564E+13,-8.48,0,8.68,2.27,0.39,293.11,4731.040471,5.658154837,9441.220462,2.336433052,13623.40565,131.219717,27200,15.80882353,31500,0,71.8061674,1.63,3.81,0.74,0
810,삼성화재해상보험(주),1975-06-26,2021,1.04462E+13,0.01,71.7,8.42,4.95,0.84,485.42,176000,0.252840909,182000,0.211538462,187500,17.6,190000,16.05263158,220500,13.62,12.92929293,0.64,5.41,0.44,3.99
34020,두산중공업(주),2000-10-25,2021,1.00762E+13,-6.79,0,7.46,5.19,1.57,186.92,2897.003244,7.232645251,7969.018634,1.992840285,11971.11514,99.22955984,11527.75955,106.8918934,23850,0,49.71098266,2.58,0,2.59,0
9540,한국조선해양(주),1999-08-24,2021,9.4836E+12,-15.33,-91.56,-3.34,0.05,0.05,3.34,87400,0.533180778,82700,0.620314389,108500,23.50230415,133500,0.374531835,134000,0,1800,0.9,349.57,55.01,0
11170,롯데케미칼(주),1991-05-30,2021,8.9973E+12,40.06,979.83,12.19,5.49,4.18,35.92,167000,0.571856287,196500,0.335877863,276000,-4.891304348,301000,-12.79069767,262500,77.85,14.20765027,0.78,10.68,0.98,1.37
18880,한온시스템(주),1996-07-31,2021,8.83439E+12,19.73,0,3.27,5.34,1.52,262.82,9060,0.826710817,12350,0.340080972,16250,1.846153846,17650,-6.232294618,16550,79.95,126.9662921,6.78,47.25,3.3,1.93
34220,엘지디스플레이(주),2004-07-23,2021,8.76648E+12,41.3,0,3.49,1.73,0.66,157.51,11350,1.158590308,15350,0.596091205,18550,32.0754717,22750,7.692307692,24500,0,49.13294798,0.85,6.68,0.38,0
9830,한화솔루션(주),1974-06-19,2021,8.52146E+12,23.44,85.58,10.38,6.33,3.31,80.65,16088.53904,1.769051924,32135.28967,0.386326386,40033.29975,11.28235813,50100,-11.07784431,44550,9.98,19.5892575,1.24,8.17,1.25,0
30200,(주)케이티,1998-12-23,2021,8.30336E+12,3.24,29.93,7.92,4.78,2.26,111.65,23550,0.350318471,22950,0.385620915,24000,32.5,28250,12.56637168,31800,12.48,13.17991632,0.63,1.88,0.46,4.25
10130,고려아연(주),1990-07-28,2021,8.14241E+12,35.22,46.14,13.03,5.8,5.2,12.95,335000,0.288059701,376500,0.146082337,401500,7.471980075,408500,5.630354957,431500,14.51,21.03448276,1.22,20.32,1.44,3.48
86280,현대글로비스(주),2005-12-26,2021,7.8375E+12,31.58,16.78,4.44,6.93,3.38,113.38,101500,1.0591133,144000,0.451388889,184000,13.58695652,187500,11.46666667,209000,15.03,26.26262626,1.82,10.16,0.61,1.67
24110,중소기업은행,2003-12-24,2021,7.81516E+12,-19.26,42.54,18.62,4.29,0.3,1316.94,7208.915058,0.456529854,7949.344159,0.320863683,8773.058972,19.68459387,9090.635767,15.50347268,10500,6.14,7.692307692,0.33,0,0.48,4.49
4020,현대제철(주),1987-05-23,2021,7.16604E+12,16.55,0,8.56,3.03,1.57,93.87,20500,1.619512195,24600,1.182926829,39600,35.60606061,48050,11.75858481,53700,0,14.52145215,0.44,4.9,0.46,0.93
97950,씨제이제일제당(주),2007-09-28,2021,6.93998E+12,11.34,-74.91,5.97,2.15,1.08,96.7,326000,0.414110429,395000,0.167088608,381000,20.99737533,411000,12.16545012,461000,20.36,65.58139535,1.41,40.71,1.16,0.87
32640,(주)엘지유플러스,2008-04-21,2021,6.70198E+12,3.71,40.48,8.42,5.47,2.35,130.46,12200,0.258196721,11500,0.334782609,11750,30.63829787,12250,25.30612245,15350,14.81,16.45338208,0.9,2.85,0.54,2.93
11780,금호석유화학(주),1988-01-22,2021,6.67242E+12,71.03,253.53,29.76,26.85,16.48,55.18,74500,1.939597315,110000,0.990909091,145000,51.03448276,265000,-17.35849057,219000,15.36,11.62011173,3.12,11.53,1.91,1.92
720,현대건설(주),1984-12-22,2021,6.49204E+12,-1.73,6.64,2.11,2.45,1.13,120.97,33050,0.763993949,30450,0.914614122,37450,55.67423231,44050,32.34960272,58300,63.35,47.75510204,1.17,4.87,0.7,1.03
161390,한국타이어앤테크놀로지(주),2012-10-04,2021,6.40434E+12,6.16,196.63,0.57,2.08,1.47,41.67,24650,1.097363083,31500,0.641269841,39400,31.21827411,49050,5.402650357,51700,73.32,65.86538462,1.37,20.44,2.24,1.26
11790,에스케이씨(주),1997-07-18,2021,6.00213E+12,-15.51,-93.74,0.31,1.57,1.02,50.81,60462.39139,1.621464291,82268.49976,0.926618335,94000,68.61702128,128500,23.3463035,158500,13.04,192.3566879,3.02,0,10.78,0.63
6800,미래에셋증권(주),1975-09-30,2021,5.99103E+12,-32.27,40.18,10.36,4.81,0.54,800.69,6774.987057,0.391884578,8613.476798,0.094796006,9588.587379,-1.653918068,9860,-4.361054767,9430,10.3,14.13721414,0.68,5.3,0.4,2.12
21240,코웨이(주),2001-08-07,2021,5.80803E+12,7.92,-4.1,16.93,13.19,6.3,102.72,72200,0.090027701,79300,-0.007566204,72700,8.253094911,65500,20.15267176,78700,20.7,31.76648976,4.19,12.05,2.24,1.52
35250,(주)강원랜드,2003-09-04,2021,5.755E+12,11.29,0,-19,-0.56,-0.49,13.27,21500,0.251162791,21500,0.251162791,23500,14.46808511,25300,6.324110672,26900,0,-316.0714286,1.77,0,12.05,0
68760,(주)셀트리온제약,2006-02-03,2021,5.74506E+12,103.01,235.64,14.25,6.82,3.86,77.54,124332.5273,0.264351361,111115.623,0.414742551,233797.6877,-32.76238034,146983.8865,6.950498973,157200,268.89,274.6334311,18.73,154.98,24.1,0
71050,한국투자금융지주(주),2003-07-21,2021,5.73978E+12,32.45,39.67,88.97,6.08,4.27,45.2,44500,1.314606742,72500,0.420689655,79000,30.37974684,85600,20.3271028,103000,29.82,19.40789474,1.18,0,21.42,2.91
267250,현대중공업지주(주),2017-05-10,2021,5.59271E+12,-25.87,137.66,95.47,8.57,6.08,43.53,49200,0.43902439,43600,0.623853211,56700,24.86772487,58300,21.44082333,70800,12.94,2.333722287,0.2,25.01,2.98,5.23
11070,LG이노텍(주),2008-07-24,2021,5.27776E+12,53.32,305.76,8.72,16.81,7.09,129.54,174500,0.277936963,155000,0.438709677,182500,22.19178082,205500,8.515815085,223000,28.3,14.45568114,2.43,6.77,0.57,0.31
2790,(주)아모레퍼시픽그룹,1973-04-30,2021,5.27732E+12,-30.01,255.6,68.91,6.16,5.99,2.96,51600,0.240310078,48900,0.308793456,54900,16.57559199,64900,-1.386748844,64000,864.86,43.99350649,2.71,164.08,100.72,0.36
8930,한미사이언스(주),1988-06-20,2021,5.1488E+12,9.87,-0.49,31.09,0.78,0.67,17.05,32660.03962,1.342311917,57669.97987,0.326513381,74637.50795,2.495383483,58000,31.89655172,76500,648.18,1229.487179,9.59,399.46,142.04,0.26
263750,(주)펄어비스,2017-09-14,2021,5.01297E+12,-35.9,-46.93,17.93,6.35,5.01,24.89,43058.63353,0.758067867,39937.87018,0.89544409,51413.58856,47.23733961,61579.52266,22.93047547,75700,9.02,24.40944882,1.55,6.54,2.45,0
241560,두산밥캣(주),2016-11-18,2021,4.81196E+12,-82.8,0,-3.5,-0.71,-0.62,25.48,26300,0.825095057,26900,0.784386617,29650,61.88870152,42100,14.01425178,48000,34,-216.9014085,1.54,32.95,23.6,0
271560,(주)오리온,2017-07-07,2021,4.68503E+12,5.02,11.77,16.79,6.06,3.96,48.83,134000,-0.115671642,131000,-0.095419847,124000,-4.435483871,131000,-9.541984733,118500,61.92,95.54455446,5.79,35.66,6.09,0.63
28050,삼성엔지니어링(주),1996-12-24,2021,4.6844E+12,-12.63,44.43,7.21,10.26,3.26,187.71,12250,0.951020408,10550,1.265402844,13250,80.37735849,14000,70.71428571,23900,20.18,37.81676413,3.88,0,0.93,0
28670,팬오션(주),2007-09-21,2021,4.56522E+12,47.37,121.07,10.77,4.75,2.85,76.97,3819.99782,1.23560337,3419.998049,1.497077448,5020,70.11952191,6170,38.41166937,8540,50.21,34.52631579,1.64,9.98,2.17,0.59
19170,신풍제약(주),1990-01-20,2021,4.55671E+12,-9.15,0,-1.93,-0.14,-0.1,13.65,30200,1.847682119,126500,-0.320158103,124000,-30.64516129,85100,1.057579318,86000,2988.78,-8764.285714,12.27,245.47,24.32,0.12
139480,(주)이마트,2011-06-10,2021,4.46013E+12,10.39,45.34,1.61,7.18,4.17,73.84,105500,0.516587678,141500,0.130742049,151500,5.610561056,171000,-6.432748538,160000,7.95,6.824512535,0.49,5.09,0.31,1.25
100,(주)유한양행,1962-11-01,2021,4.41529E+12,9.29,-64.13,5.24,3.06,2.46,22.3,48346.59895,0.305159026,61340.94175,0.02867674,71755.52532,-12.06252101,63000,0.158730159,63100,21.82,78.75816993,2.41,88.47,2.69,0.63
180640,(주)한진칼,2013-09-16,2021,4.39593E+12,-40.95,0,51,-4.79,-3.38,59.31,71247.95464,-0.073657618,60942.76523,0.082983349,62775.52366,5.13651843,57104.95861,15.57665324,66000,0,-45.51148225,2.18,189.37,104.91,0
96530,(주)씨젠,2010-09-10,2021,4.31909E+12,87.09,78.86,51.73,39.26,27.97,36.36,56661.3908,0.459547654,130803.4234,-0.367753551,96947.23781,-14.6958677,65351.47999,26.54648374,82700,4.18,8.32908813,3.27,7.12,2.03,1.81
78930,(주)지에스,2004-08-05,2021,4.29734E+12,-36.16,-44.83,77.3,1.97,1.68,18.37,36250,0.275862069,31000,0.491935484,37550,23.16910786,39100,18.28644501,46250,0,42.1319797,0.83,20.18,14.03,4.11
10140,삼성중공업(주),1994-01-28,2021,4.2273E+12,-7.13,0,-28.52,-26.12,-7.48,309.81,5950,0.127731092,5330,0.25891182,7040,-4.6875,7770,-13.64221364,6710,0,-4.402756508,1.15,0,0.62,0
4990,롯데지주(주),1974-02-16,2021,4.21735E+12,-22.73,793.55,65.78,1.3,0.85,62.08,31600,0.272151899,28600,0.405594406,35300,13.88101983,34000,18.23529412,40200,0,64.61538462,0.84,0,14.52,2.49
3410,쌍용씨앤이(주),1975-05-03,2021,4.20723E+12,9.56,11.82,15.76,6.51,3.88,75.81,5100,0.637254902,5870,0.422487223,6680,25,7680,8.723958333,8350,31.35,38.70967742,2.52,12.11,4.24,5.27
128940,한미약품(주),2010-07-30,2021,4.04019E+12,-4.32,-37,5.12,1.75,0.61,177.57,238757.2638,0.401004496,268172.9431,0.247329414,359361.549,-6.91825518,316500,5.687203791,334500,1312.09,417.7142857,7.31,37.08,4.54,0.15
120,씨제이대한통운(주),1956-03-03,2021,4.03778E+12,8.57,-50.19,2.48,0.68,0.3,115.14,157500,0.123809524,177500,-0.002816901,165500,6.948640483,183000,-3.278688525,177000,42.26,182.3529412,1.24,10.82,0.58,0
16360,삼성증권(주),1988-03-28,2021,4.01404E+12,-21.6,311.8,14.37,10.34,0.97,954.79,26350,0.705882353,30600,0.468954248,40450,11.12484549,39450,13.94169835,44950,8.48,7.446808511,0.77,0,0.37,4.89
35760,(주)씨제이이엔엠,1999-11-23,2021,4.00646E+12,5.18,3.44,13.46,4.58,2.86,56.34,110300,0.656391659,142300,0.283907238,139500,30.96774194,142300,28.39072382,182700,23.79,28.16593886,1.29,8.09,1.47,0.88
29780,삼성카드(주),2007-06-27,2021,3.97396E+12,5.36,27.11,22.23,3.95,1.16,246.79,27350,0.254113346,28200,0.216312057,32500,5.538461538,34450,-0.435413643,34300,10.04,14.17721519,0.56,0,1.23,5.25
298020,효성티앤씨(주),2018-07-13,2021,3.89491E+12,30.17,364.82,7.71,28.12,11.42,128.78,112000,7.035714286,128500,6.003891051,211000,326.5402844,573000,57.06806283,900000,62.47,27.73826458,7.8,19.76,1.24,0.56
5830,DB손해보험(주),1973-06-28,2021,3.87984E+12,5.28,21.79,6.46,7.07,0.9,717.7,42850,0.278879813,45200,0.212389381,43750,25.25714286,47300,15.85623679,54800,7.73,9.052333805,0.64,3.18,0.22,4.01
42660,대우조선해양(주),2001-02-02,2021,3.84101E+12,-44,0,-55.5,-38.32,-12,281.44,27028.59082,0.324523362,23781.16309,0.505393149,27400,30.65693431,28300,26.50176678,35800,33.53,-2.661795407,1.02,0,0.55,0
6280,(주)녹십자,1989-08-01,2021,3.83903E+12,-7.81,32.59,1.26,1.63,0.94,71.41,148000,1.219594595,221500,0.483069977,406000,-19.08866995,360500,-8.876560333,328500,72.03,214.1104294,3.49,78.4,3.13,0.46
8770,(주)호텔신라,1991-03-12,2021,3.80707E+12,17.99,0,3.95,4.09,1.19,261.71,71000,0.366197183,76100,0.274638633,82300,17.86148238,86900,11.62255466,97000,0,137.6528117,5.63,0,1.35,0.21
6360,지에스건설(주),1981-08-03,2021,3.67145E+12,-15.13,-15.08,7.14,4.44,1.65,167.84,22976.94383,0.86708904,22602.57407,0.898013911,35413.76615,21.13933271,42954.46742,-0.126802691,42900,10.59,17.56756757,0.78,5.34,0.39,2.8
5940,엔에이치투자증권(주),1975-09-30,2021,3.63017E+12,-33.31,115.52,12.06,8.63,0.84,878.93,8270,0.559854897,9140,0.411378556,11300,14.15929204,11650,10.72961373,12900,7.42,7.41599073,0.64,0,0.3,5.43
28300,에이치엘비(주),1996-07-27,2021,3.54279E+12,-34.86,0,-83.32,-2.97,-2.8,5.07,45944.66499,-0.273038556,51477.42595,-0.351171909,46192.50213,-27.69389304,19624.73733,70.19336071,33400,0,-79.7979798,2.37,0,36.31,0
81660,(주)휠라홀딩스,2010-09-28,2021,3.53578E+12,52476.33,0,95.95,20.71,14.47,49.56,35100,0.658119658,36650,0.587994543,43700,33.18077803,43150,34.8783314,58200,25.24,41.8638339,8.67,0,9396.65,0.32
196170,(주)알테오젠,2014-12-12,2021,3.53041E+12,-55.98,0,-120.86,-5.15,-4.85,5.59,88430.01789,-0.053488827,120043.2645,-0.302751384,119643.7861,-30.04233424,59655.44372,40.30572029,83700,578.69,-420.776699,21.67,327.19,89.67,0
10620,(주)현대미포조선,1983-12-20,2021,3.49094E+12,-7.23,0,-13.44,-5.49,-3.45,67.46,31300,1.792332268,29700,1.942760943,48000,82.08333333,66900,30.64275037,87400,0,-27.32240437,1.5,14.87,1.26,0
39490,키움증권(주),2009-08-03,2021,3.43102E+12,-17.57,80.41,23.99,14.2,1.27,935.09,73578.58294,0.78040939,84029.40219,0.558978127,114869.3213,14.04263429,125232.0983,4.605769419,131000,5.56,8.802816901,1.25,0,0.82,2.29
36460,한국가스공사(주),1999-12-15,2021,3.40635E+12,3.89,0,6.06,5.37,1.04,386.01,26200,0.408396947,24650,0.496957404,30900,19.41747573,33700,9.495548961,36900,0,9.683426443,0.52,1.17,0.17,0
20150,일진머티리얼즈(주),2011-03-10,2021,3.36609E+12,24.05,-25.02,8.94,2.54,2.17,17.17,49600,0.471774194,45150,0.61683278,50900,43.41846758,67900,7.511045655,73000,172.56,226.7716535,5.76,94.08,11.54,0.27
47040,(주)대우건설,2001-03-23,2021,3.3042E+12,0.69,111.6,8.38,9.67,2.65,254.52,3430,1.317784257,2785,1.854578097,4985,59.47843531,6610,20.27231467,7950,18.68,14.37435367,1.39,12.32,0.43,0
112610,씨에스윈드(주),2014-11-27,2021,3.26828E+12,-14.45,20.67,6.52,3.13,2.41,14.29,17215.4583,3.501768041,40620.28376,0.907913801,72550.86,6.821614522,75800,2.242744063,77500,70.54,124.9201278,3.91,59.08,1.96,1.29
23530,롯데쇼핑(주),2006-02-09,2021,3.26735E+12,-4.6,0,0.9,1.82,0.71,158.73,79500,0.452830189,78500,0.47133758,102500,12.68292683,126000,-8.333333333,115500,0,18.68131868,0.34,3.71,0.38,2.42
88350,한화생명보험(주),2010-03-17,2021,3.26133E+12,-12.76,42.67,3,2.13,0.2,1094.69,1360,1.761029412,1525,1.462295082,2440,53.89344262,3210,16.97819315,3755,16.56,12.67605634,0.27,3.29,0.19,0.8
8560,메리츠증권(주),1992-01-15,2021,3.22799E+12,-1.84,56.55,4.62,7.05,0.87,744.14,3004.359927,0.576042856,3217.540582,0.47162091,3633.986513,30.29767676,4570.989856,3.588066232,4735,7.55,9.929078014,0.7,0,0.2,6.76
47810,한국항공우주산업(주),2011-06-30,2021,3.20693E+12,-14.88,-42.37,5.46,5.4,1.25,349.49,23750,0.385263158,22800,0.442982456,25800,27.51937984,36750,-10.47619048,32900,39.28,47.59259259,2.57,4.34,1.14,0.61
204320,(주)만도,2014-10-06,2021,3.12265E+12,20.35,0,3.95,6.91,2.24,205.64,22350,1.975391499,35650,0.865357644,58800,13.0952381,65800,1.063829787,66500,151.01,40.81041968,2.82,10.89,1.04,0
1040,씨제이(주),1973-06-29,2021,3.12194E+12,10.75,15.6,67.88,2.24,2.03,13.83,86300,0.23986095,81200,0.31773399,92100,16.17806732,94000,13.82978723,107000,59.82,50.44642857,1.13,35.29,18.9,1.87
12750,(주)에스원,1996-01-30,2021,3.11213E+12,4.93,10.06,9.56,5.99,4.42,35.93,85800,-0.045454545,87500,-0.064,85000,-3.647058824,81700,0.244798042,81900,23.41,38.06343907,2.28,9.34,1.42,3.05
282330,(주)비지에프리테일,2017-12-08,2021,3.10246E+12,8.66,26.99,2.55,9.88,2.72,259.96,139000,0.291366906,123500,0.453441296,135500,32.47232472,158000,13.60759494,179500,24.64,46.7611336,4.62,6.17,0.5,1.34
285130,에스케이케미칼(주),2018-01-05,2021,3.05536E+12,15.34,44.52,5.92,34.54,18.35,65.99,128390.6513,1.025069562,296247.6896,-0.122356024,392165.9971,-33.70154427,250286.8338,3.88081387,260000,14.15,9.988419224,3.45,25.57,3.31,0.77
2380,(주)케이씨씨,1973-06-25,2021,3.0525E+12,-3.57,277.92,3.08,6.86,3.73,81.95,133000,1.582706767,146000,1.352739726,197500,73.92405063,237500,44.63157895,343500,4.32,8.89212828,0.61,7.21,1.47,1.66
26960,(주)동서,2016-07-15,2021,3.04085E+12,16.24,-12.31,6.85,4.58,4.2,9.09,15850,0.924290221,29650,0.028667791,33950,-10.16200295,31950,-4.538341158,30500,26.02,48.0349345,2.2,40.27,6.89,2.3
7070,(주)지에스리테일,2011-12-23,2021,2.97605E+12,-0.25,-40.56,2.04,3.39,1.36,142.87,36450,0.060356653,33500,0.153731343,34450,12.191582,38150,1.31061599,38650,16.27,37.75811209,1.28,4.05,0.35,2.33
30000,(주)제일기획,1998-03-03,2021,2.89329E+12,4.97,55.58,8.03,10.14,5.96,70.37,16400,0.533536585,20950,0.200477327,20600,22.08737864,21250,18.35294118,25150,24.47,39.05325444,3.96,18.81,3.32,3.34
47050,(주)포스코인터내셔널,2001-03-23,2021,2.87464E+12,43.76,-23.38,1.37,5.02,1.83,191.21,13950,0.670250896,13400,0.73880597,14550,60.13745704,20150,15.63275434,23300,14.09,18.92430279,0.95,3.28,0.15,3
253450,스튜디오드래곤(주),2017-11-24,2021,2.87442E+12,-20.73,54.57,15.31,4.59,3.61,19.6,80718.54573,0.186840015,78931.68139,0.213707833,92600,3.455723542,99900,-4.104104104,95800,101.87,104.5751634,4.8,0,5.76,0
138040,(주)메리츠금융지주,2011-05-13,2021,2.84104E+12,65.2,72.57,94.61,14.05,10.71,33.29,9400,1.255319149,9110,1.327113063,9810,116.1060143,17200,23.25581395,21200,21.43,13.59430605,1.91,21.16,17.45,4.25
10060,OCI(주),1985-07-09,2021,2.8023E+12,20.74,0,15.05,3.75,2.61,41.99,37000,2.175675676,57000,1.061403509,93000,26.34408602,121500,-3.29218107,117500,0,32,1.2,27.69,2.29,0
