ticker,company_name,listingdate,fiscal_year,market_cap,sales_growth_rate,net_profit_growth_rate,operating_profit_rate,roe,roa,debt_ratio,20_06_close_price,20_06_rate_of_return,20_09_close_price,20_09_rate_of_return,20_12_close_price,20_12_rate_of_return,21_03_close_price,21_03_rate_of_return,21_06_close_price,PER,PER_cal,PBR,PCR,PSR,DYR
151860,케이지이티에스(주),2013-07-24,2021,7.83E+11,27.29,-28.29,19.27,10.8,6.11,87.18,3855,4.642023346,4275,4.087719298,6730,223.179792,6380,240.9090909,21750,28.32,39.53703704,4.27,27.23,5.09,0.51
178320,(주)서진시스템,2017-03-27,2021,7.81949E+11,26.04,330.25,-5.2,2.61,1.21,141.36,32150,0.3437014,45650,-0.053669222,50600,-14.62450593,46600,-7.296137339,43200,0,189.2720307,4.94,92.5,13.34,0
36830,솔브레인홀딩스(주),2000-01-18,2021,7.7567E+11,1220.38,0,52.13,0,-0.7,6.52,79588.32913,-0.535107717,20947.26007,0.766340794,45100,-17.96008869,42400,-12.73584906,37000,0.53,#DIV/0!,0.78,11.21,34.67,0
17810,(주)풀무원,1995-10-05,2021,7.73847E+11,18.91,67.87,27.9,3.62,2.93,28.74,17136.68824,0.184592945,16750,0.211940299,16550,22.65861027,17050,19.06158358,20300,53.23,42.26519337,1.53,30.63,7.13,0.5
12630,에이치디씨(주),1996-10-16,2021,7.73655E+11,23.12,-18.57,71.79,1.65,1.49,12.26,8470,0.52892562,10600,0.221698113,11050,17.19457014,11250,15.11111111,12950,40.52,24.24242424,0.4,0,14.64,1.93
222800,(주)심텍,2015-08-05,2021,7.72463E+11,0.02,-35.41,6.98,9.88,2.81,200.76,10550,1.298578199,18250,0.328767123,22850,6.126914661,21900,10.73059361,24250,14.89,36.53846154,3.61,4.15,0.75,1.32
640,동아쏘시오홀딩스(주),1970-02-10,2021,7.68873E+11,3.76,92.24,57.75,3.18,2.14,45.76,92343.5365,0.315739083,121249.3914,0.002066885,119150.4096,1.971953267,105050.4416,15.65872373,121500,10.26,38.05031447,1.21,37.87,13.72,0.82
5090,에스지씨에너지(주),1993-01-06,2021,7.63204E+11,38.54,179.23,15.58,4.21,1.48,198.41,9558.672887,4.440085733,14552.99678,2.57314722,39250,32.48407643,39600,31.31313131,52000,159.42,32.5415677,1.37,0,10.9,2.88
290650,(주)엘앤씨바이오,2018-11-01,2021,7.5881E+11,21.99,3.4,20.93,5.05,4.27,8.27,32974.93612,0.014406817,44040.32763,-0.240468866,33271.34241,0.53697139,32210.517,3.84806925,33450,130.19,256.6336634,12.96,207.31,26.25,0.15
85620,미래에셋생명보험(주),2015-07-08,2021,7.57629E+11,-1.32,-35.53,3.92,2.11,0.11,2060.77,2650,0.61509434,3835,0.116036506,3850,11.16883117,4200,1.904761905,4280,8.23,15.63981043,0.33,0,0.22,2.34
5610,(주)에스피씨삼립,1974-05-02,2021,7.51587E+11,7.9,0,3.77,5.59,1.74,206.59,62500,0.3936,61000,0.427868852,72000,20.97222222,72500,20.13793103,87100,0,45.08050089,2.52,7.56,0.59,1.27
36930,주성엔지니어링(주),1999-12-24,2021,7.47863E+11,108.51,0,18.87,11.64,5.13,131.18,5600,1.767857143,6960,1.227011494,8210,88.79415347,11200,38.39285714,15500,0,28.35051546,3.3,587.13,6.31,0
267260,현대일렉트릭앤에너지시스템(주),2017-05-10,2021,7.42571E+11,-15.51,0,4.56,2.82,0.94,189.4,7920,1.601010101,15300,0.346405229,16400,25.6097561,20950,-1.670644391,20600,0,38.29787234,1.08,3.66,0.47,0
78600,대주전자재료(주),2004-12-10,2021,7.41684E+11,27.04,181.85,12.82,10.32,4.55,127.26,33201.71159,0.451732386,44061.18487,0.09393336,45888.83492,5.036443155,41450,16.28468034,48200,127.42,84.39922481,8.71,68.23,6.38,0.1
214370,(주)케어젠,2015-11-17,2021,7.39118E+11,8.36,10.31,52.81,7.19,6.68,6.94,69200,-0.005780347,62400,0.102564103,71700,-4.044630404,65300,5.359877489,68800,25.45,50.06954103,3.6,22.08,12.26,2.91
89980,(주)상아프론테크,2011-07-21,2021,7.37491E+11,15.39,12.53,8.83,2.68,1.73,63.81,27513.56166,0.704613913,42100,0.114014252,45700,2.625820569,52700,-11.0056926,46900,319.96,183.5820896,4.92,61.5,6.72,0.34
58820,(주)CMG제약,2001-08-31,2021,7.31962E+11,8.55,-41.78,2.07,0.67,0.62,7.83,3975,0.325786164,4435,0.188275085,5780,-8.823529412,4385,20.18244014,5270,3404.54,602.9850746,4.04,248.6,11.36,0
78130,국일제지(주),2004-10-22,2021,7.27843E+11,-15.64,0,-2.91,-4.85,-2.48,83.3,5719.314995,-0.001628691,5521.071841,0.034219471,5154.322006,10.78081644,5749.051468,-0.679268021,5710,0,-214.8453608,10.42,116.33,7.21,0
18250,애경산업(주),2018-03-22,2021,7.26273E+11,-1.66,80.07,4.74,3.15,2.49,26.48,23500,0.170212766,20350,0.351351351,24500,12.24489796,24800,10.88709677,27500,61.91,69.52380952,2.19,41,1.24,0.73
115390,(주)락앤락,2010-01-28,2021,7.26205E+11,20.67,0,-2.5,-0.97,-0.85,16.07,11449.10324,0.196600267,11040.2067,0.240918796,10150,34.97536946,14750,-7.118644068,13700,62.56,-131.9587629,1.28,16.1,3.41,0
170900,동아에스티(주),2013-04-08,2021,7.26173E+11,-7.83,-81.6,3.02,1.06,0.69,55.42,86800,-0.00921659,92700,-0.07227616,88600,-2.934537246,83700,2.7479092,86000,26.26,105.6603774,1.12,26.94,1.24,1.16
7570,일양약품(주),1974-08-28,2021,7.23347E+11,5.7,194.74,1.3,1.95,0.98,94.24,64000,-0.4078125,79200,-0.521464646,65800,-42.40121581,33050,14.67473525,37900,1172.88,207.6923077,4.05,22.14,3.37,0.32
17390,서울도시가스(주),1995-08-18,2021,7.225E+11,-6.59,-40.16,1.47,1.39,0.95,43.09,68900,1.09724238,77600,0.862113402,90500,59.66850829,88800,62.72522523,144500,4.7,51.07913669,0.71,13.56,0.57,11.59
34310,(주)나이스홀딩스,2004-02-04,2021,7.21658E+11,15.99,0,60.82,7.1,4.74,45.17,21200,-0.101415094,18200,0.046703297,19450,-2.05655527,17100,11.40350877,19050,42.62,32.53521127,2.31,35.57,18.51,1.42
53800,(주)안랩,2001-09-13,2021,7.18995E+11,6.39,208,9.72,12.53,9.55,32.54,49900,0.438877756,65900,0.08952959,76200,-5.774278215,65500,9.618320611,71800,39.54,26.735834,3.35,18.7,4.17,1.25
97230,(주)한진중공업,2007-08-31,2021,7.11162E+11,-13.31,0,-3.39,-22.16,-2.84,732.14,5820,0.467353952,8380,0.019093079,7320,16.66666667,7460,14.4772118,8540,9.29,-10.01805054,2.22,2.81,0.42,0
41960,(주)코미팜,2001-10-30,2021,7.02835E+11,-4.57,-3.9,7.83,2.56,1.63,56.85,17100,-0.359649123,14500,-0.244827586,13450,-18.58736059,10250,6.829268293,10950,6107.68,370.703125,9.49,226.48,18.48,0
183300,(주)코미코,2017-03-23,2021,7.02433E+11,29.94,158.52,15.18,13.62,9.09,34.11,31481.75426,1.226686589,35210.32756,0.990893151,49786.86719,40.80018278,64200,9.190031153,70100,29.99,29.29515419,3.99,24.75,7.41,0.5
195870,해성디에스(주),2016-06-24,2021,7.0125E+11,31.2,23.14,9.56,10.51,6.34,71.44,15000,1.75,19800,1.083333333,24400,69.05737705,33300,23.87387387,41250,23.4,28.82968601,3.03,15.81,1.53,1.09
104480,(주)티케이케미칼,2011-04-26,2021,6.99895E+11,35.1,0,8.4,30.36,13.3,116.29,2120,2.632075472,1815,3.242424242,2540,203.1496063,3815,101.8348624,7700,0,8.629776021,2.62,50.04,1.7,0
37560,(주)엘지헬로비전,2012-11-09,2021,6.99345E+11,0.34,22.23,4,1.65,0.8,125.41,3990,1.263157895,3875,1.330322581,3880,132.7319588,4920,83.53658537,9030,0,67.27272727,1.11,3.2,0.66,0.83
101490,(주)에스앤에스텍,2009-04-14,2021,6.99317E+11,-1.35,-5.99,12.89,5.08,4.02,13.54,34545.99958,-0.056330678,38800,-0.159793814,43500,-25.05747126,32200,1.242236025,32600,62.92,83.66141732,4.25,99.4,8,0.25
90460,(주)비에이치,2007-01-26,2021,6.95754E+11,102.33,0,6.41,7.82,4.78,67.04,19305.30512,0.069654164,21111.24586,-0.021848349,21806.67513,-5.30422509,17832.79356,15.79789745,20650,24.35,35.8056266,2.8,0,2.14,1.21
210980,에스케이디앤디(주),2015-06-23,2021,6.90292E+11,66.32,54.94,7.14,12.06,4.12,178.24,26900,0.351301115,41400,-0.121980676,43150,-15.7589803,38650,-5.95084088,36350,11.38,10.61359867,1.28,0,1.26,1.65
14830,(주)유니드,2004-12-03,2021,6.89852E+11,9.72,111.44,10.93,12.5,8.86,34.19,41950,0.849821216,44650,0.737961926,48300,60.66252588,67600,14.79289941,77600,15.26,8.72,1.09,7.76,1.22,1.8
52400,코나아이(주),2001-10-18,2021,6.86157E+11,13.98,94.19,25.21,19.67,2.27,696.71,13050,2.379310345,13050,2.379310345,26750,64.85981308,42200,4.502369668,44100,36.07,35.63802745,7.01,1.61,5.11,0
3580,(주)넥스트사이언스,1990-03-23,2021,6.84665E+11,16.86,0,-32.89,-3.01,-2.38,8.18,4660.09156,2.63726759,5214.864365,2.25032423,4362.545481,288.5346313,6278.49388,169.9692048,16950,0,-298.0066445,8.97,0,37.86,0
3230,삼양식품(주),1975-06-30,2021,6.83998E+11,-13.4,-53.29,7.27,5.62,3.41,71.16,126000,-0.279365079,99500,-0.087437186,101000,-10.0990099,89000,2.02247191,90800,11.81,38.25622776,2.15,9.73,1.07,0.88
298040,효성중공업(주),2018-07-13,2021,6.80692E+11,-21.09,0,5.45,3.78,1.12,197.78,28900,1.525951557,56500,0.292035398,62200,17.36334405,78400,-6.887755102,73000,0,19.04761905,0.72,2,0.27,0
53030,(주)바이넥스,2001-08-07,2021,6.79686E+11,-6.04,33.64,7.04,5.68,4.31,41.9,12741.9713,0.67948895,31140.19239,-0.312785235,26541.6407,-19.37197765,25550,-16.24266145,21400,98.7,68.48591549,3.89,33.11,5.11,0
131970,(주)테스나,2013-10-22,2021,6.79679E+11,37.02,34.17,20.77,6.31,3.39,95.72,29975.28185,0.536265788,22886.72741,1.012083212,56200,-18.06049822,47250,-2.53968254,46050,18.26,48.17749604,3.04,9.74,5.13,0.28
6390,한일현대시멘트(주),1975-12-26,2021,6.78987E+11,10.06,-22.21,11.06,6.9,3.23,82.67,26403.7282,0.446765385,24936.85441,0.531869231,28107.19453,35.90826346,41640.2882,-8.261922162,38200,10.23,36.37681159,2.51,9.94,1.92,2.88
243070,(주)휴온스,2016-06-03,2021,6.75472E+11,7.65,-24.81,12.91,7.32,4.77,54.53,49496.20238,0.256662067,56502.09867,0.100844065,56229.14167,10.61879685,51042.9587,21.85813985,62200,12.44,35.24590164,2.58,13.95,1.68,0.96
41190,우리기술투자(주),2000-06-09,2021,6.594E+11,6528.82,0,94.03,66.13,56.11,22.19,2770,1.833935018,2360,2.326271186,4870,61.19096509,9650,-18.65284974,7850,23.45,8.921820656,5.9,0,15.11,0
9970,(주)영원무역홀딩스,1988-11-07,2021,6.58599E+11,29.21,22.51,88.15,4.29,4,5.54,38650,0.249676585,36950,0.307171854,37750,27.94701987,43300,11.54734411,48300,43.44,28.67132867,1.23,31.8,27.17,2.48
38500,(주)삼표시멘트,2001-02-01,2021,6.51658E+11,-6.1,0,1.03,-0.28,-0.15,83.82,3210,0.890965732,3485,0.741750359,3990,52.13032581,5780,5.017301038,6070,30.02,-375,1.05,9.72,1.22,1.24
222080,씨아이에스(주),2015-09-02,2021,6.49656E+11,116.82,0,14.64,6.19,1.84,230.12,4884.410679,1.313482781,7210,0.567267684,9430,19.83032874,14400,-21.52777778,11300,0,162.8432956,10.08,15.96,5.5,0
131290,(주)티에스이,2011-01-05,2021,6.482E+11,26.16,52.29,31,14.64,12.69,16.31,26500,1.211320755,34100,0.718475073,62700,-6.53907496,54500,7.52293578,58600,25.48,24.11202186,3.53,15.08,3.57,0.43
68400,에스케이렌터카(주),2012-07-27,2021,6.47816E+11,18.68,76.53,9.1,4.76,0.9,428.27,6988.77071,0.96028752,6466.881988,1.118486161,9050,51.38121547,10700,28.03738318,13700,41.75,29.62184874,1.41,0,0.75,0
1060,제이더블유중외제약(주),1976-06-14,2021,6.45121E+11,8.15,0,4.74,2.14,0.82,157.76,35206.80422,-0.149312167,32633.06542,-0.082219227,34041.33759,-12.01873335,29650,1.011804384,29950,0,141.588785,3.03,9.14,1.15,1.09
39840,(주)디오,2000-06-29,2021,6.43453E+11,16.58,-13.8,33.06,7.51,4.36,73.76,24950,0.661322645,31150,0.330658106,31650,30.96366509,37350,10.9772423,41450,65.63,55.25965379,4.15,23.05,8.36,0
271980,제일약품(주),2017-07-17,2021,6.42603E+11,0.5,-66.9,0.63,1.2,0.5,138.46,46300,-0.056155508,43350,0.008073818,62600,-30.19169329,39900,9.523809524,43700,70.09,306.6666667,3.68,0,0.93,0.16
272290,(주)이녹스첨단소재,2017-07-10,2021,6.40317E+11,31.81,111.39,16.29,12.68,7.42,60.14,43498.77251,0.505789617,46317.68737,0.414146597,44325.00618,47.77211703,54337.01415,20.54398098,65500,21.32,23.18611987,2.94,22.48,1.9,0
8490,(주)서흥,1990-03-27,2021,6.39772E+11,11.85,1.54,12.38,8.85,4.9,76.78,53400,0.035580524,56600,-0.022968198,51000,8.431372549,51100,8.219178082,55300,18.6,26.21468927,2.32,30.67,1.66,0.81
2320,(주)한진,1974-08-12,2021,6.39758E+11,6.77,1642.03,0.72,15.13,7.07,96.88,35288.78273,0.212849996,34487.67529,0.241023051,47800,-10.46025105,43000,-0.465116279,42800,363.19,3.502974223,0.53,4.77,0.33,1.4
27410,(주)비지에프,2014-05-19,2021,6.37474E+11,-25.88,4.53,60.12,2.29,2.22,3.04,4240,0.570754717,4080,0.632352941,4895,36.05720123,7010,-4.992867332,6660,28.74,19.2139738,0.44,19.15,12.35,1.65
65660,(주)안트로젠,2016-02-15,2021,6.33148E+11,83.98,0,-28.58,0.05,0.04,16.77,67014.0162,0.002775297,49904.05462,0.34658397,60129.11146,11.75950944,47340.81729,41.94938711,67200,0,15080,7.54,0,147.21,0
286940,롯데정보통신(주),2018-07-27,2021,6.2894E+11,9.02,43.97,5.16,5.14,3.45,41.64,36750,0.111564626,35150,0.162162162,40150,1.743462017,38100,7.217847769,40850,20.93,29.76653696,1.53,0,0.75,1.71
122450,(주)케이엠에이치,2011-05-25,2021,6.27903E+11,4.63,68.03,19.24,4.31,2.56,87.75,3765,2.678618858,6950,0.992805755,9075,52.61707989,11450,20.96069869,13850,91.26,51.04408353,2.2,14.34,9.09,0
400,롯데손해보험(주),1972-04-16,2021,6.26879E+11,-26.36,21.23,4.12,7.59,0.47,1527.6,1645,0.227963526,1645,0.227963526,1750,15.42857143,1845,9.485094851,2020,0,8.695652174,0.66,9.67,0.15,0
1820,삼화콘덴서공업(주),1976-06-29,2021,6.26819E+11,18.86,20.85,16.18,10.16,7.57,36.81,53300,0.131332083,54800,0.100364964,65900,-8.497723824,68300,-11.71303075,60300,28.82,38.28740157,3.89,23.17,3.32,0.5
5180,(주)빙그레,1978-08-31,2021,6.26539E+11,6.81,-44.71,4.1,2.86,2.26,26.85,60100,0.058236273,59000,0.077966102,57100,11.38353765,59900,6.176961603,63600,15.39,37.06293706,1.06,7.95,0.69,2.52
100090,삼강엠앤티(주),2008-01-01,2021,6.23525E+11,-7.74,-35.6,7.02,4.65,1.55,212.48,3412.586524,4.142726749,16796.36865,0.044868707,21186.8944,-17.16577395,21400,-17.99065421,17550,108.34,72.68817204,3.38,0,1.67,0
95610,(주)테스,2008-05-20,2021,6.22699E+11,90.24,153.66,21.47,19.44,16.49,18.14,21400,0.471962617,25700,0.225680934,29650,6.239460371,34200,-7.894736842,31500,21.16,13.58024691,2.64,25.2,2.54,1.43
241820,피씨엘(주),2017-02-23,2021,6.19489E+11,2.32,0,-24.13,-390.26,-44.86,2427.3,13095.4113,3.688665259,38577.09609,0.591617986,36511.96254,68.16406384,48249.73436,27.25458661,61400,31.72,-4.315072003,16.84,0,11.53,0
68240,(주)다원시스,2010-09-14,2021,6.18662E+11,18.67,-6.14,4.89,2.49,1.11,112.54,13907.89895,0.409271096,17747.50295,0.104380715,17491.66087,12.05339588,15605.30529,25.59831186,19600,42.22,94.37751004,2.35,41.26,2.14,0.51
3070,코오롱글로벌(주),1978-09-15,2021,6.17656E+11,23.44,70.02,5.82,14.55,3.79,263.97,8570,1.858809802,18300,0.338797814,19300,26.94300518,21300,15.02347418,24500,7.01,7.835051546,1.14,2.04,0.16,1.63
60150,인선이엔티(주),2002-06-14,2021,6.16968E+11,-14.6,-22.38,29.76,4.63,3.29,33.56,6983.439312,0.897345908,7527.603414,0.760188372,11174.73821,18.57101031,13400,-1.119402985,13250,19.94,42.76457883,1.98,11.45,4.7,0
16710,대성홀딩스(주),1999-12-22,2021,6.15422E+11,-0.55,0.29,59.06,2.36,1.59,50.15,13450,1.843866171,19350,0.976744186,24750,54.54545455,29050,31.66953528,38250,34.96,105.9322034,2.5,26.54,17.03,0.65
281820,(주)케이씨텍,2017-12-05,2021,6.12287E+11,6.64,-22.68,11.86,4.86,4.2,13.93,21207.30026,0.383957394,21682.80027,0.353607451,30750,-4.552845528,26300,11.59695817,29350,14.38,36.21399177,1.76,8.49,1.91,0.75
1720,신영증권(주),1987-08-24,2021,6.11044E+11,-22.26,-28.01,6.22,4.89,0.59,669.8,42600,0.528169014,46800,0.391025641,52700,23.52941176,57100,14.01050788,65100,3.61,9.81595092,0.48,0,0.22,3.84
81000,일진다이아몬드(주),2004-12-22,2021,6.10018E+11,29.07,0,-0.04,0.1,0.09,14.41,42300,0.01536643,54100,-0.206099815,47900,-10.33402923,40400,6.311881188,42950,84.05,3720,3.72,332.73,12.19,0.7
32190,(주)다우데이타,1999-12-21,2021,6.07055E+11,3.43,90.81,5.43,10.99,4.29,174.84,12550,0.262948207,13200,0.200757576,12800,23.828125,12800,23.828125,15850,44.25,32.211101,3.54,73.06,3.04,1.58
26890,디피씨(주),1997-11-25,2021,6.06417E+11,52.93,114.83,7.62,4.9,4.33,14.27,10550,0.379146919,15950,-0.087774295,8910,63.2996633,12700,14.56692913,14550,27.82,130.8163265,6.41,291.1,15.3,0.62
226320,(주)잇츠한불,2015-12-28,2021,6.06346E+11,-22.97,0,-37.02,-1.43,-1.37,2.02,15600,0.772435897,27250,0.014678899,26050,6.142034549,27300,1.282051282,27650,0,-102.0979021,1.46,0,10.72,0.36
267980,매일유업(주),2017-06-05,2021,6.06313E+11,5.91,8.76,5.79,8.27,4.42,97.28,79200,-0.023989899,67600,0.143491124,69900,10.58655222,72300,6.915629322,77300,10.28,16.32406288,1.35,9.47,0.42,1.03
226950,올릭스(주),2018-07-18,2021,6.0568E+11,526.57,0,-557.28,-36.38,-24.1,94.17,22462.04488,0.967763854,32693.2191,0.35196231,49708.65246,-11.08187847,38978.57969,13.39561461,44200,0,-33.86476086,12.32,0,241.91,0
30520,(주)한글과컴퓨터,1996-09-24,2021,6.01656E+11,4.46,24.56,40.95,6.66,5.42,21,15205.73675,0.588216368,18643.70631,0.295343297,18594.38433,29.87792209,17603.99143,37.18479755,24150,26.74,35.13513514,2.34,12.52,5.43,0
35600,(주)케이지이니시스,2002-11-22,2021,6.01341E+11,14.98,20.27,9.29,10.44,4.4,137.82,21850,-0.013729977,20400,0.056372549,20150,6.947890819,19650,9.669211196,21550,15.5,22.22222222,2.32,5.84,1.17,1.62
89970,에이피티씨(주),2018-08-23,2021,6.00897E+11,168.08,179.43,31.08,34.92,27.97,27.71,13656.04377,0.867305087,11486.8527,1.219929224,19900,28.14070352,23750,7.368421053,25500,24.3,18.67124857,6.52,42.29,6.46,1.96
34830,(주)한국토지신탁,2016-07-11,2021,5.95875E+11,7.01,22.82,45.41,4.59,2.74,66.68,1700,0.388235294,1760,0.340909091,2020,16.83168317,2410,-2.074688797,2360,9.57,15.90413943,0.73,1.7,2.85,3.81
93050,(주)엘에프,2006-12-01,2021,5.95034E+11,1.33,340,5.65,6.22,4.52,34.56,12350,0.647773279,13400,0.518656716,14700,38.43537415,16350,24.4648318,20350,14.99,7.556270096,0.47,3.63,0.53,2.46
123890,한국자산신탁(주),2016-07-13,2021,5.94473E+11,-21.33,-22.33,68.45,6.46,4.06,43.43,2805,0.709447415,3650,0.31369863,3940,21.70050761,4675,2.56684492,4795,4.85,13.00309598,0.84,0.97,2.72,4.59
61970,엘비세미콘(주),2011-01-31,2021,5.91092E+11,17.21,413.61,12.27,17.05,6.51,160.49,8100,0.666666667,11850,0.139240506,14750,-8.474576271,13750,-1.818181818,13500,30.51,22.52199413,3.84,12.71,2.52,0.37
11930,(주)신성이엔지,1996-07-31,2021,5.86928E+11,-31.73,0,-8.34,-7.69,-3.03,113.16,1167.301707,1.471511848,1935.814854,0.490328475,3398.908989,-15.11982199,3268.002777,-11.71978127,2885,0,-42.91287386,3.3,39.56,1.58,0
36810,(주)에프에스티,2000-01-18,2021,5.86345E+11,34.4,30.22,18.35,10.56,6.98,51.72,23250.00026,0.159139772,20553.00023,0.311244086,24784.50028,8.737314425,26319.0003,2.39750634,26950,31.31,42.14015152,4.45,20.65,3.35,0.37
1360,삼성제약(주),1975-07-04,2021,5.85653E+11,18.86,0,-17.31,-14.49,-11.76,10.48,3399.97568,1.564724228,3542.023182,1.461869828,5544.434735,57.27482453,5802.681445,50.27535257,8720,0,-30.3657695,4.4,0,11.12,0
15750,(주)성우하이텍,1995-11-04,2021,5.856E+11,6.73,8.74,1.35,2.39,1.32,83.18,2755,1.656987296,3465,1.112554113,5700,28.42105263,6110,19.80360065,7320,0,24.26778243,0.58,3.61,0.51,0.68
84010,대한제강(주),2005-10-31,2021,5.82895E+11,28.18,64.69,9,8.27,6.12,40.64,6980,2.388252149,6700,2.529850746,10400,127.4038462,16700,41.61676647,23650,56.38,16.08222491,1.33,3.97,0.76,1.27
2240,고려제강(주),1976-05-25,2021,5.773E+11,5.83,21.29,7.54,1.81,1.45,23.32,13260.86957,0.892786885,11521.73913,1.178490566,12782.6087,96.36054422,21500,16.74418605,25100,42.81,25.41436464,0.46,5.47,1.15,1.2
30610,교보증권(주),2002-07-18,2021,5.71535E+11,3.96,119.89,10.82,7.18,0.9,711.39,3452.260191,1.560641293,6510,0.357910906,7640,15.70680628,7890,12.04055767,8840,5.4,6.267409471,0.45,0,0.32,5.09
370,한화손해보험(주),1975-06-30,2021,5.69102E+11,-3.59,46.72,3.45,6.03,0.52,1185.8,2585,0.885880077,2865,0.701570681,3835,27.11864407,4880,-0.102459016,4875,6.44,5.472636816,0.33,0.37,0.07,0
42000,카페24(주),2018-02-08,2021,5.65984E+11,19.38,0,-1.95,-1.55,-1.04,61.78,26437.08948,0.136660676,29891.9364,0.005287834,31794.60572,-5.487112284,32600,-7.82208589,30050,33.46,-154.1935484,2.39,12.07,1.64,0
24720,한국콜마홀딩스(주),2002-04-09,2021,5.64732E+11,3.71,2767.16,26.46,6.72,3.76,44.25,21196.43968,0.434203124,26800,0.134328358,25950,17.14836224,28750,5.739130435,30400,4.32,23.51190476,1.58,31.6,16.03,0.67
91700,(주)파트론,2006-12-13,2021,5.63227E+11,29.53,378.44,3.21,6.56,4.44,45.11,8850,0.175141243,10150,0.024630542,11200,-7.142857143,10700,-2.803738318,10400,21.63,23.17073171,1.52,0,0.5,2.4
13120,(주)동원개발,1994-12-29,2021,5.62102E+11,-34.42,-35.62,28.48,5.12,4.47,14.38,3285,0.884322679,3970,0.559193955,5060,22.33201581,5400,14.62962963,6190,3.89,12.109375,0.62,88.77,0.89,2.99
33290,코웰패션(주),1997-10-13,2021,5.60206E+11,51.94,13.66,26.78,10.22,7.9,24.16,5450,0.16146789,6150,0.029268293,5670,11.64021164,6210,1.93236715,6330,8.88,19.17808219,1.96,16.77,2.52,1.9
95660,(주)네오위즈,2007-07-02,2021,5.56351E+11,1.13,56.29,16.85,7.21,6.4,12.34,27550.7608,-0.083509882,25561.53619,-0.012187694,22450,12.47216036,23400,7.905982906,25250,11.98,19.55617198,1.41,10.97,2.48,0
43150,(주)바텍,2006-09-29,2021,5.56292E+11,69.18,122.86,22.99,6.88,5.15,38.66,20400,0.835784314,21950,0.706150342,22450,66.81514477,30450,22.98850575,37450,0,35.61046512,2.45,13.04,3.63,0.27
137400,(주)피엔티,2012-07-06,2021,5.52611E+11,-0.11,115.6,14.45,19.56,6.09,160.51,11410.99931,1.129524271,23458.30916,0.035880286,23848.46815,1.893336919,23300,4.291845494,24300,21.94,22.34151329,4.37,32.27,1.53,0.41
8730,율촌화학(주),1988-08-30,2021,5.518E+11,5.69,-64.35,2.21,1.3,0.71,92.34,14550,0.529209622,15550,0.430868167,20550,8.272506083,20350,9.336609337,22250,30.21,123.0769231,1.6,10.34,1.11,2.25
263720,(주)디앤씨미디어,2017-08-01,2021,5.45015E+11,-49.53,-68.78,13.28,3.19,2.71,8.65,29300,0.515358362,35850,0.238493724,36800,20.65217391,36950,20.1623816,44400,51.15,327.5862069,10.45,44.63,9.9,0
3920,남양유업(주),1978-06-24,2021,5.4432E+11,-1.39,0,-7.26,-2.94,-2.36,24.26,283500,1.666666667,257500,1.93592233,285000,165.2631579,303000,149.5049505,756000,0,-21.76870748,0.64,0,0.58,0.13
83790,크리스탈지노믹스(주),2006-01-06,2021,5.44277E+11,8.08,0,-96.86,3.92,2.84,23.7,9757.251538,-0.194445283,11421.25101,-0.311809188,11862.73293,-33.74208078,9467.301547,-16.97739888,7860,0,45.66326531,1.79,0,32.97,0
86890,(주)이수앱지스,2009-02-03,2021,5.44196E+11,15.39,0,-24.01,-8.26,-3.85,138.28,5167.362687,2.173765999,6431.007953,1.550144568,6124.363865,167.7829137,13878.89421,18.16503353,16400,0,-128.8135593,10.64,0,18.1,0
1390,케이지케미칼(주),1989-08-25,2021,5.42164E+11,8.63,0,7.76,5.79,3.25,68.72,12200.40709,2.204811094,18863.70635,1.072763394,22383.05455,74.68571999,27000,44.81481481,39100,11.64,53.71329879,3.11,39.03,3.55,1.02
64550,(주)바이오니아,2005-12-29,2021,5.41595E+11,16.45,40.14,47.48,24.82,15.2,38.05,10358.92262,1.080332172,23974.79908,-0.101139495,17750,21.4084507,16200,33.02469136,21550,10.67,16.27719581,4.04,6.21,3.42,0
1630,(주)종근당홀딩스,1976-06-30,2021,5.3856E+11,70.93,105.15,78.08,5.06,4.61,8.24,120000,-0.104166667,106500,0.009389671,127500,-15.68627451,103500,3.8647343,107500,37.81,30.03952569,1.52,49.37,22.86,1.3
206640,바디텍메드(주),2014-12-29,2021,5.34319E+11,62.31,56.91,40.79,19.42,16.07,17.6,17343.34487,0.311742353,31188.03227,-0.270553531,23700,-4.008438819,16950,34.21828909,22750,11.96,22.96601442,4.46,14.05,4.2,0.88
1520,(주)동양,1976-06-25,2021,5.32265E+11,15,28.81,1.13,0.69,0.6,16.26,1185,0.88185654,1085,1.055299539,1190,87.39495798,1385,61.01083032,2230,0,97.10144928,0.67,31.4,1.2,1.79
5390,신성통상(주),1975-12-05,2021,5.30284E+11,17.54,559.25,7.01,12.21,3.45,242.52,1745,1.114613181,1635,1.256880734,1715,115.1603499,1690,118.3431953,3690,118.79,19.16461916,2.34,11.25,0.52,0
49070,인탑스(주),2002-02-21,2021,5.2804E+11,137.85,279.59,22.09,11.33,9.69,17.74,11050,1.778280543,17000,0.805882353,30150,1.824212272,30750,-0.162601626,30700,18.18,11.82700794,1.34,14,2.09,0.81
17960,(주)한국카본,1995-07-08,2021,5.23133E+11,-3.83,-39.35,9.65,4.83,3.96,20.68,7510,0.584553928,9540,0.247379455,13450,-11.52416357,12300,-3.25203252,11900,9.03,27.32919255,1.32,7.55,1.28,1.51
