회사명,거래소코드,회계년도,매출액증가율(IFRS),순이익증가율(IFRS),매출액정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),부채비율(IFRS),차입금의존도(IFRS),자본(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS),상장일,보통주자본금(IFRS),우선주자본금(IFRS)
아시아나항공(주),020560,2019/06,-1.9,0,-4.07,-27.5,-3.18,745.9,57.12,1148083254,-118863306,-267395910,2008/03/28,1106176470,0
아이디피(주),332370,2021/06,,,,,,,,38575178,1292752,1788659,2020/08/24,3318432,0
아이비케이에스제12호기업인수목적(주),335870,2021/06,0,0,0,-0.37,-0.31,20.58,,5935206,,-22150,2019/12/09,312000,0
아이비케이에스제12호기업인수목적(주),335870,2020/06,,,,,,,,5989859,,1445,2019/12/09,312000,0
아이비케이에스제13호기업인수목적(주),351340,2021/06,,,,,,,,9869213,,-11741,2020/07/15,517000,0
아이비케이에스제16호기업인수목적(주),388790,2021/06,,,,,,,,330812,,-18014,2021/09/03,22000,0
아이쓰리시스템(주),214430,2018/06,2.43,14.27,13.2,7.09,5.1,39.68,7.3,66923202,4425172,4423577,2015/07/30,3553380,27280
아이쓰리시스템(주),214430,2019/06,-24.46,-70.99,2.9,1.87,1.37,32.89,9.33,70186253,733195,1283222,2015/07/30,3580660,0
아이쓰리시스템(주),214430,2020/06,25.1,43.47,3.83,2.63,1.74,70.45,5.73,69575724,1211591,1841013,2015/07/30,3553380,27280
아이쓰리시스템(주),214430,2021/06,18.03,0,-3.93,-0.24,-0.15,54.49,4.83,69833349,-1468363,-169258,2015/07/30,3580660,0
아이에스동서(주),010780,2020/06,0.25,-31.56,17.43,2.3,1.02,140.19,37.57,1065126624,69193426,24357211,1986/01/27,15446303,0
아이에스동서(주),010780,2021/06,19.94,-52.07,14.1,1.06,0.39,196.25,42.3,1135326804,67135269,11673381,1986/01/27,15446303,0
아이에스동서(주),010780,2018/06,11.11,74.88,26.64,18.28,8.89,103.59,33.55,1037386012,248796139,183832902,1986/01/27,15413931,0
아이에스동서(주),010780,2019/06,-57.61,-80.64,5.35,3.41,1.65,109.4,37.38,1049888885,21169714,35589115,1986/01/27,15446303,0
아이원스(주),114810,2018/06,15.95,33.34,9.9,4.75,2.13,107.68,39.25,127420887,8531782,5233699,2013/02/07,6707960,0
아이원스(주),114810,2019/06,-22.26,-83.38,3.62,0.68,0.33,105.85,41.22,127537497,2428590,869671,2013/02/07,6707960,0
아이원스(주),114810,2020/06,9.63,177.55,6.37,1.95,0.97,94.55,38.55,119968425,4677419,2413731,2013/02/07,6707960,0
아이원스(주),114810,2021/06,6.18,417.42,19.23,10.06,5.52,70.69,29.76,128307426,15002006,12489150,2013/02/07,12751587,0
아이진(주),185490,2021/06,-0.02,0,-509.2,-0.71,-0.48,26.56,8.07,108181886,-8490982,-430394,2015/11/16,9883164,0
아이진(주),185490,2020/06,-5.53,0,-339.55,-40.9,-13.83,239.67,44.73,12554075,-5663352,-6564891,2015/11/16,5744278,0
아이진(주),185490,2019/06,656.18,0,-252.73,-22.35,-10.93,167.4,43.74,19550026,-4462083,-4436157,2015/11/16,5522804,0
아이진(주),185490,2018/06,4658.18,0,-1838.41,-27.21,-20.19,43.25,13.94,20147575,-4292385,-4440307,2015/11/16,5496046,0
아이큐어(주),175250,2021/06,-5.63,0,-47.48,-11.24,-5.88,123.73,32.56,97430562,-10336503,-11677639,2018/07/12,4516514,0
아이큐어(주),175250,2018/06,13.56,0,-8.5,-31.26,-10.55,301,40.97,14023699,-1392026,-5239612,2018/07/12,2454067,0
아이큐어(주),175250,2019/06,-5.93,0,-22.47,3.25,1.51,88.31,34.46,95759760,-3461995,1782695,2018/07/12,3206920,0
아이큐어(주),175250,2020/06,49.7,0,-26.78,-6.99,-4.01,62.66,31.02,110306198,-6177113,-7206907,2018/07/12,3650549,0
아이크래프트(주),052460,2019/06,-6.54,0,-5.55,-2.59,-2.03,15.72,4.21,33053026,-1561568,-867264,2005/01/03,7303968,0
아이크래프트(주),052460,2018/06,-12.53,0,-4.43,-1.09,-0.77,39.53,3.31,33811140,-1334006,-374876,2005/01/03,4026984,0
아이크래프트(주),052460,2020/06,6.14,0,-8.08,-5.78,-4.71,30.25,2.7,29411524,-2410276,-1803727,2005/01/03,7303968,0
아이크래프트(주),052460,2021/06,8.2,0,-5.29,-1.5,-0.94,87.01,26.66,31318630,-1708362,-455828,2005/01/03,7303968,0
아이텍(주),119830,2019/06,27.61,0,10.67,-15.79,-5.58,275.64,64.15,31869081,2097474,-5186571,2010/10/26,3210023,0
아이텍(주),119830,2021/06,7.86,0,9.25,-7.73,-4.38,95.26,23.47,72856686,1871958,-5229845,2010/10/26,7365914,0
아이텍(주),119830,2018/06,27.71,1548.6,12.37,5.55,2.89,95.55,33.9,33823654,1905522,1627648,2010/10/26,3190523,0
아이텍(주),119830,2020/06,-4.58,0,7.28,2.1,0.91,54.9,28.77,62401990,1366465,988420,2010/10/26,5473552,0
아주스틸(주),139990,2021,,,,,,,,,,,,,
아주아이비투자(주),027360,2019/06,23.17,156.19,60.78,7.83,5.67,31.64,,131068639,0,9307460,2018/11/21,59357025,0
